"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CHOTA (000)",1996,698,1298
"Sin nivel (001)",117,40,77
"Educación inicial (002)",1,,1
"Primaria (003)",1015,348,667
"Secundaria (004)",554,183,371
"Superior no univ. incompleta (005)",29,12,17
"Superior no univ. completa (006)",145,67,78
"Superior univ. incompleta (007)",30,10,20
"Superior univ. completa (008)",105,38,67
"Hombres (010)",1621,497,1124
"Sin nivel (011)",90,25,65
"Educación inicial (012)",1,,1
"Primaria (013)",884,265,619
"Secundaria (014)",458,133,325
"Superior no univ. incompleta (015)",19,8,11
"Superior no univ. completa (016)",91,44,47
"Superior univ. incompleta (017)",23,8,15
"Superior univ. completa (018)",55,14,41
"Mujeres (020)",375,201,174
"Sin nivel (021)",27,15,12
"Primaria (023)",131,83,48
"Secundaria (024)",96,50,46
"Superior no univ. incompleta (025)",10,4,6
"Superior no univ. completa (026)",54,23,31
"Superior univ. incompleta (027)",7,2,5
"Superior univ. completa (028)",50,24,26
,,,
"AREA URBANA (030)",557,162,395
"Sin nivel (031)",18,7,11
"Primaria (033)",142,26,116
"Secundaria (034)",176,57,119
"Superior no univ. incompleta (035)",16,6,10
"Superior no univ. completa (036)",93,33,60
"Superior univ. incompleta (037)",24,7,17
"Superior univ. completa (038)",88,26,62
"Hombres (040)",370,79,291
"Sin nivel (041)",7,2,5
"Primaria (043)",115,14,101
"Secundaria (044)",125,31,94
"Superior no univ. incompleta (045)",11,4,7
"Superior no univ. completa (046)",48,16,32
"Superior univ. incompleta (047)",19,6,13
"Superior univ. completa (048)",45,6,39
"Mujeres (050)",187,83,104
"Sin nivel (051)",11,5,6
"Primaria (053)",27,12,15
"Secundaria (054)",51,26,25
"Superior no univ. incompleta (055)",5,2,3
"Superior no univ. completa (056)",45,17,28
"Superior univ. incompleta (057)",5,1,4
"Superior univ. completa (058)",43,20,23
,,,
"AREA RURAL (060)",1439,536,903
"Sin nivel (061)",99,33,66
"Educación inicial (062)",1,,1
"Primaria (063)",873,322,551
"Secundaria (064)",378,126,252
"Superior no univ. incompleta (065)",13,6,7
"Superior no univ. completa (066)",52,34,18
"Superior univ. incompleta (067)",6,3,3
"Superior univ. completa (068)",17,12,5
"Hombres (070)",1251,418,833
"Sin nivel (071)",83,23,60
"Educación inicial (072)",1,,1
"Primaria (073)",769,251,518
"Secundaria (074)",333,102,231
"Superior no univ. incompleta (075)",8,4,4
"Superior no univ. completa (076)",43,28,15
"Superior univ. incompleta (077)",4,2,2
"Superior univ. completa (078)",10,8,2
"Mujeres (080)",188,118,70
"Sin nivel (081)",16,10,6
"Primaria (083)",104,71,33
"Secundaria (084)",45,24,21
"Superior no univ. incompleta (085)",5,2,3
"Superior no univ. completa (086)",9,6,3
"Superior univ. incompleta (087)",2,1,1
"Superior univ. completa (088)",7,4,3
