"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia SAN MARCOS",,,,,,,,,
"Viviendas particulares (001)",8236,474,252,111,803,27,43,69,6457
"Ocupantes presentes (002)",31406,1769,926,431,3061,120,159,287,24653
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",8116,472,247,109,796,26,41,69,6356
"Ocupantes presentes (005)",31003,1766,898,421,3027,119,155,287,24330
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",18,1,2,1,,,,,14
"Ocupantes presentes (008)",59,1,10,9,,,,,39
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",81,,3,1,6,1,2,,68
"Ocupantes presentes (011)",270,,18,1,31,1,4,,215
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",13,,,,1,,,,12
"Ocupantes presentes (014)",45,,,,3,,,,42
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",3,,,,,,,,3
"Ocupantes presentes (017)",13,,,,,,,,13
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,1,,,,,,,
"Ocupantes presentes (020)",2,2,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",4,,,,,,,,4
"Ocupantes presentes (023)",14,,,,,,,,14
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2322,175,135,66,207,21,36,63,1619
"Ocupantes presentes (029)",9119,638,520,227,782,97,135,270,6450
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2208,173,130,64,200,20,34,63,1524
"Ocupantes presentes (032)",8741,635,492,217,748,96,131,270,6152
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",18,1,2,1,,,,,14
"Ocupantes presentes (035)",59,1,10,9,,,,,39
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",81,,3,1,6,1,2,,68
"Ocupantes presentes (038)",270,,18,1,31,1,4,,215
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",13,,,,1,,,,12
"Ocupantes presentes (041)",45,,,,3,,,,42
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,1,,,,,,,
"Ocupantes presentes (047)",2,2,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,,,,,,,1
"Ocupantes presentes (050)",2,,,,,,,,2
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",5914,299,117,45,596,6,7,6,4838
"Ocupantes presentes (056)",22287,1131,406,204,2279,23,24,17,18203
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",5908,299,117,45,596,6,7,6,4832
"Ocupantes presentes (059)",22262,1131,406,204,2279,23,24,17,18178
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",3,,,,,,,,3
"Ocupantes presentes (071)",13,,,,,,,,13
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",3,,,,,,,,3
"Ocupantes presentes (077)",12,,,,,,,,12
"Otro tipo",,,,,,,,,
