"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUALLAGA (000)",9304,390,12,5218,2674,202,410,85,313
"Empleado (001)",826,,,37,165,59,274,51,240
"Obrero (002)",1242,63,3,733,394,23,19,5,2
"Trabajador independiente (003)",5208,204,5,3139,1590,89,101,22,58
"Empleador o patrono (004)",238,10,,155,59,6,3,1,4
"Trabajador familiar no remunerado (005)",1466,89,3,969,363,18,10,6,8
"Trabajador del hogar (006)",324,24,1,185,103,7,3,,1
"Hombres (008)",7257,252,10,4197,2166,149,242,55,186
"Empleado (009)",461,,,21,103,35,138,31,133
"Obrero (010)",1061,46,3,615,353,20,18,4,2
"Trabajador independiente (011)",4595,155,5,2837,1384,75,78,17,44
"Empleador o patrono (012)",216,10,,144,52,6,,,4
"Trabajador familiar no remunerado (013)",910,38,2,575,268,13,8,3,3
"Trabajador del hogar (014)",14,3,,5,6,,,,
"Mujeres (016)",2047,138,2,1021,508,53,168,30,127
"Empleado (017)",365,,,16,62,24,136,20,107
"Obrero (018)",181,17,,118,41,3,1,1,
"Trabajador independiente (019)",613,49,,302,206,14,23,5,14
"Empleador o patrono (020)",22,,,11,7,,3,1,
"Trabajador familiar no remunerado (021)",556,51,1,394,95,5,2,3,5
"Trabajador del hogar (022)",310,21,1,180,97,7,3,,1
,,,,,,,,,
"URBANA (024)",4969,112,4,2206,1726,176,364,83,298
"Empleado (025)",759,,,30,154,56,242,50,227
"Obrero (026)",607,12,2,293,257,18,18,5,2
"Trabajador independiente (027)",2701,60,,1405,995,74,89,21,57
"Empleador o patrono (028)",88,2,,39,35,5,3,1,3
"Trabajador familiar no remunerado (029)",574,25,1,312,197,16,9,6,8
"Trabajador del hogar (030)",240,13,1,127,88,7,3,,1
"Hombres (032)",3633,60,3,1676,1322,129,213,54,176
"Empleado (033)",426,,,17,96,34,123,31,125
"Obrero (034)",518,7,2,240,229,17,17,4,2
"Trabajador independiente (035)",2262,41,,1214,821,61,66,16,43
"Empleador o patrono (036)",71,2,,31,30,5,,,3
"Trabajador familiar no remunerado (037)",343,7,1,170,140,12,7,3,3
"Trabajador del hogar (038)",13,3,,4,6,,,,
"Mujeres (040)",1336,52,1,530,404,47,151,29,122
"Empleado (041)",333,,,13,58,22,119,19,102
"Obrero (042)",89,5,,53,28,1,1,1,
"Trabajador independiente (043)",439,19,,191,174,13,23,5,14
"Empleador o patrono (044)",17,,,8,5,,3,1,
"Trabajador familiar no remunerado (045)",231,18,,142,57,4,2,3,5
"Trabajador del hogar (046)",227,10,1,123,82,7,3,,1
,,,,,,,,,
"RURAL (048)",4335,278,8,3012,948,26,46,2,15
"Empleado (049)",67,,,7,11,3,32,1,13
"Obrero (050)",635,51,1,440,137,5,1,,
"Trabajador independiente (051)",2507,144,5,1734,595,15,12,1,1
"Empleador o patrono (052)",150,8,,116,24,1,,,1
"Trabajador familiar no remunerado (053)",892,64,2,657,166,2,1,,
"Trabajador del hogar (054)",84,11,,58,15,,,,
"Hombres (056)",3624,192,7,2521,844,20,29,1,10
"Empleado (057)",35,,,4,7,1,15,,8
"Obrero (058)",543,39,1,375,124,3,1,,
"Trabajador independiente (059)",2333,114,5,1623,563,14,12,1,1
"Empleador o patrono (060)",145,8,,113,22,1,,,1
"Trabajador familiar no remunerado (061)",567,31,1,405,128,1,1,,
"Trabajador del hogar (062)",1,,,1,,,,,
"Mujeres (064)",711,86,1,491,104,6,17,1,5
"Empleado (065)",32,,,3,4,2,17,1,5
"Obrero (066)",92,12,,65,13,2,,,
"Trabajador independiente (067)",174,30,,111,32,1,,,
"Empleador o patrono (068)",5,,,3,2,,,,
"Trabajador familiar no remunerado (069)",325,33,1,252,38,1,,,
"Trabajador del hogar (070)",83,11,,57,15,,,,
