"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia MARISCAL CACERES",,,,,,,,,
"Viviendas particulares (001)",11941,4115,2565,82,39,613,4111,351,65
"Ocupantes presentes (002)",50139,17260,11581,351,198,2594,16560,1369,226
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",9349,3752,2404,58,36,283,2476,286,54
"Ocupantes presentes (005)",40192,16076,11065,253,186,1241,10091,1093,187
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",51,46,5,,,,,,
"Ocupantes presentes (008)",157,141,16,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",389,266,120,,,,,3,
"Ocupantes presentes (011)",1249,856,372,,,,,21,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",56,23,21,,2,3,2,4,1
"Ocupantes presentes (014)",207,92,77,,8,5,9,13,3
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1995,,,24,,289,1622,52,8
"Ocupantes presentes (017)",7967,,,98,,1207,6420,215,27
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",71,14,12,,1,38,2,3,1
"Ocupantes presentes (020)",271,62,42,,4,141,3,14,5
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",22,14,3,,,,4,,1
"Ocupantes presentes (023)",63,33,9,,,,17,,4
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",8,,,,,,5,3,
"Ocupantes presentes (026)",33,,,,,,20,13,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",7179,3993,2260,42,39,183,354,258,50
"Ocupantes presentes (029)",30883,16732,10260,196,198,763,1558,1003,173
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",6590,3630,2100,42,36,142,348,245,47
"Ocupantes presentes (032)",28926,15548,9745,196,186,617,1531,942,161
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",51,46,5,,,,,,
"Ocupantes presentes (035)",157,141,16,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",389,266,120,,,,,3,
"Ocupantes presentes (038)",1249,856,372,,,,,21,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",56,23,21,,2,3,2,4,1
"Ocupantes presentes (041)",207,92,77,,8,5,9,13,3
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",71,14,12,,1,38,2,3,1
"Ocupantes presentes (047)",271,62,42,,4,141,3,14,5
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",19,14,2,,,,2,,1
"Ocupantes presentes (050)",60,33,8,,,,15,,4
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",3,,,,,,,3,
"Ocupantes presentes (053)",13,,,,,,,13,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",4762,122,305,40,,430,3757,93,15
"Ocupantes presentes (056)",19256,528,1321,155,,1831,15002,366,53
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",2759,122,304,16,,141,2128,41,7
"Ocupantes presentes (059)",11266,528,1320,57,,624,8560,151,26
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1995,,,24,,289,1622,52,8
"Ocupantes presentes (071)",7967,,,98,,1207,6420,215,27
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",3,,1,,,,2,,
"Ocupantes presentes (077)",3,,1,,,,2,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",5,,,,,,5,,
"Ocupantes presentes (080)",20,,,,,,20,,
