"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia HUAYTARA",,,,,,,,,
"Hogares (001)",6854,148,63,25,21,9,13,11,6564
"Ocupantes presentes (002)",21756,339,177,76,63,44,62,54,20941
"Casa independiente",,,,,,,,,
"Hogares (004)",5575,125,58,22,21,8,12,11,5318
"Ocupantes presentes (005)",17146,269,164,67,63,40,56,54,16433
"Departamento en edificio",,,,,,,,,
"Hogares (007)",6,,,1,,,,,5
"Ocupantes presentes (008)",24,,,3,,,,,21
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",18,1,1,,,,,,16
"Ocupantes presentes (011)",61,3,4,,,,,,54
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",36,,,,,,,,36
"Ocupantes presentes (014)",105,,,,,,,,105
"Choza o cabaña",,,,,,,,,
"Hogares (016)",1201,21,4,2,,1,1,,1172
"Ocupantes presentes (017)",4387,62,9,6,,4,6,,4300
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",3,,,,,,,,3
"Ocupantes presentes (020)",5,,,,,,,,5
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",11,,,,,,,,11
"Ocupantes presentes (023)",18,,,,,,,,18
"Otro tipo",,,,,,,,,
"Hogares (025)",4,1,,,,,,,3
"Ocupantes presentes (026)",10,5,,,,,,,5
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",2010,56,26,14,14,4,5,5,1886
"Ocupantes presentes (029)",6453,135,68,50,47,18,31,23,6081
"Casa independiente",,,,,,,,,
"Hogares (031)",1944,55,25,13,14,4,5,5,1823
"Ocupantes presentes (032)",6253,132,64,47,47,18,31,23,5891
"Departamento en edificio",,,,,,,,,
"Hogares (034)",6,,,1,,,,,5
"Ocupantes presentes (035)",24,,,3,,,,,21
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",18,1,1,,,,,,16
"Ocupantes presentes (038)",61,3,4,,,,,,54
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",36,,,,,,,,36
"Ocupantes presentes (041)",105,,,,,,,,105
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",3,,,,,,,,3
"Ocupantes presentes (047)",5,,,,,,,,5
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",2,,,,,,,,2
"Ocupantes presentes (050)",4,,,,,,,,4
"Otro tipo",,,,,,,,,
"Hogares (052)",1,,,,,,,,1
"Ocupantes presentes (053)",1,,,,,,,,1
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",4844,92,37,11,7,5,8,6,4678
"Ocupantes presentes (056)",15303,204,109,26,16,26,31,31,14860
"Casa independiente",,,,,,,,,
"Hogares (058)",3631,70,33,9,7,4,7,6,3495
"Ocupantes presentes (059)",10893,137,100,20,16,22,25,31,10542
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",1201,21,4,2,,1,1,,1172
"Ocupantes presentes (071)",4387,62,9,6,,4,6,,4300
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",9,,,,,,,,9
"Ocupantes presentes (077)",14,,,,,,,,14
"Otro tipo",,,,,,,,,
"Hogares (079)",3,1,,,,,,,2
"Ocupantes presentes (080)",9,5,,,,,,,4
