"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CHACHAPOYAS (000)",48870,865,14926,12646,9753,7240,3440
"Jefe o Jefa (001)",13513,,58,2448,4675,4223,2109
"Esposa(o) / compañera(o) (002)",7840,,9,1968,3115,2150,598
"Hijo(a) / hijastro(a) (003)",19239,618,11639,5585,1110,278,9
"Yerno / nuera (004)",571,,4,342,196,28,1
"Nieto(a) (005)",2802,187,2138,448,27,2,
"Padres / suegros (006)",656,,,,9,159,488
"Otro(a) pariente (007)",3022,52,917,1186,387,287,193
"Trabajador(a) del hogar (008)",156,,14,115,14,8,5
"Pensionistas (009)",71,,2,36,22,10,1
"Otro(a) no pariente (010)",1000,8,145,518,198,95,36
"Hombres (011)",23803,424,7564,6146,4677,3505,1487
"Jefe o Jefa (012)",9357,,26,1658,3463,2978,1232
"Esposa(o) / compañera(o) (013)",522,,5,129,202,142,44
"Hijo(a) / hijastro(a) (014)",9911,312,5911,3009,558,118,3
"Yerno / nuera (015)",275,,3,137,114,20,1
"Nieto(a) (016)",1422,82,1067,255,17,1,
"Padres / suegros (017)",161,,,,3,39,119
"Otro(a) pariente (018)",1596,27,491,671,196,139,72
"Trabajador(a) del hogar (019)",8,,1,6,,1,
"Pensionistas (020)",42,,1,20,15,6,
"Otro(a) no pariente (021)",509,3,59,261,109,61,16
"Mujeres (022)",25067,441,7362,6500,5076,3735,1953
"Jefe o Jefa (023)",4156,,32,790,1212,1245,877
"Esposa(o) / compañera(o) (024)",7318,,4,1839,2913,2008,554
"Hijo(a) / hijastro(a) (025)",9328,306,5728,2576,552,160,6
"Yerno / nuera (026)",296,,1,205,82,8,
"Nieto(a) (027)",1380,105,1071,193,10,1,
"Padres / suegros (028)",495,,,,6,120,369
"Otro(a) pariente (029)",1426,25,426,515,191,148,121
"Trabajador(a) del hogar (030)",148,,13,109,14,7,5
"Pensionistas (031)",29,,1,16,7,4,1
"Otro(a) no pariente (032)",491,5,86,257,89,34,20
,,,,,,,
"URBANA (033)",33513,540,9689,9048,6953,5005,2278
"Jefe o Jefa (034)",9408,,47,1794,3301,2923,1343
"Esposa(o) / compañera(o) (035)",5161,,5,1227,2127,1427,375
"Hijo(a) / hijastro(a) (036)",12600,373,7324,3860,839,198,6
"Yerno / nuera (037)",413,,3,231,156,22,1
"Nieto(a) (038)",1962,124,1480,341,16,1,
"Padres / suegros (039)",516,,,,9,130,377
"Otro(a) pariente (040)",2406,37,691,1007,308,218,145
"Trabajador(a) del hogar (041)",148,,11,113,12,7,5
"Pensionistas (042)",62,,2,31,19,9,1
"Otro(a) no pariente (043)",837,6,126,444,166,70,25
"Hombres (044)",15865,250,4850,4211,3232,2370,952
"Jefe o Jefa (045)",6214,,22,1106,2336,1986,764
"Esposa(o) / compañera(o) (046)",393,,2,97,146,113,35
"Hijo(a) / hijastro(a) (047)",6299,174,3675,1964,409,75,2
"Yerno / nuera (048)",194,,2,88,88,15,1
"Nieto(a) (049)",994,54,745,187,8,,
"Padres / suegros (050)",125,,,,3,32,90
"Otro(a) pariente (051)",1204,19,355,539,142,98,51
"Trabajador(a) del hogar (052)",7,,1,6,,,
"Pensionistas (053)",35,,1,16,13,5,
"Otro(a) no pariente (054)",400,3,47,208,87,46,9
"Mujeres (055)",17648,290,4839,4837,3721,2635,1326
"Jefe o Jefa (056)",3194,,25,688,965,937,579
"Esposa(o) / compañera(o) (057)",4768,,3,1130,1981,1314,340
"Hijo(a) / hijastro(a) (058)",6301,199,3649,1896,430,123,4
"Yerno / nuera (059)",219,,1,143,68,7,
"Nieto(a) (060)",968,70,735,154,8,1,
"Padres / suegros (061)",391,,,,6,98,287
"Otro(a) pariente (062)",1202,18,336,468,166,120,94
"Trabajador(a) del hogar (063)",141,,10,107,12,7,5
"Pensionistas (064)",27,,1,15,6,4,1
"Otro(a) no pariente (065)",437,3,79,236,79,24,16
,,,,,,,
"RURAL (066)",15357,325,5237,3598,2800,2235,1162
"Jefe o Jefa (067)",4105,,11,654,1374,1300,766
"Esposa(o) / compañera(o) (068)",2679,,4,741,988,723,223
"Hijo(a) / hijastro(a) (069)",6639,245,4315,1725,271,80,3
"Yerno / nuera (070)",158,,1,111,40,6,
"Nieto(a) (071)",840,63,658,107,11,1,
"Padres / suegros (072)",140,,,,,29,111
"Otro(a) pariente (073)",616,15,226,179,79,69,48
"Trabajador(a) del hogar (074)",8,,3,2,2,1,
"Pensionistas (075)",9,,,5,3,1,
"Otro(a) no pariente (076)",163,2,19,74,32,25,11
"Hombres (077)",7938,174,2714,1935,1445,1135,535
"Jefe o Jefa (078)",3143,,4,552,1127,992,468
"Esposa(o) / compañera(o) (079)",129,,3,32,56,29,9
"Hijo(a) / hijastro(a) (080)",3612,138,2236,1045,149,43,1
"Yerno / nuera (081)",81,,1,49,26,5,
"Nieto(a) (082)",428,28,322,68,9,1,
"Padres / suegros (083)",36,,,,,7,29
"Otro(a) pariente (084)",392,8,136,132,54,41,21
"Trabajador(a) del hogar (085)",1,,,,,1,
"Pensionistas (086)",7,,,4,2,1,
"Otro(a) no pariente (087)",109,,12,53,22,15,7
"Mujeres (088)",7419,151,2523,1663,1355,1100,627
"Jefe o Jefa (089)",962,,7,102,247,308,298
"Esposa(o) / compañera(o) (090)",2550,,1,709,932,694,214
"Hijo(a) / hijastro(a) (091)",3027,107,2079,680,122,37,2
"Yerno / nuera (092)",77,,,62,14,1,
"Nieto(a) (093)",412,35,336,39,2,,
"Padres / suegros (094)",104,,,,,22,82
"Otro(a) pariente (095)",224,7,90,47,25,28,27
"Trabajador(a) del hogar (096)",7,,3,2,2,,
"Pensionistas (097)",2,,,1,1,,
