"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CASTROVIRREYNA",,,,,,,,,
"Viviendas particulares (001)",1189,231,183,225,152,15,6,9,368
"Ocupantes presentes (002)",3753,789,688,766,407,60,42,30,971
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1135,217,174,205,143,15,6,9,366
"Ocupantes presentes (005)",3615,748,672,708,387,60,42,30,968
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",2,,2,,,,,,
"Ocupantes presentes (008)",4,,4,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",7,,,7,,,,,
"Ocupantes presentes (011)",12,,,12,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",38,14,7,9,8,,,,
"Ocupantes presentes (014)",101,41,12,31,17,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",2,,,2,,,,,
"Ocupantes presentes (017)",8,,,8,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,,,1,,,,,
"Ocupantes presentes (020)",6,,,6,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",4,,,1,1,,,,2
"Ocupantes presentes (023)",7,,,1,3,,,,3
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",783,183,108,141,89,15,6,9,232
"Ocupantes presentes (029)",2453,568,425,519,291,60,42,30,518
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",732,169,99,123,80,15,6,9,231
"Ocupantes presentes (032)",2324,527,409,469,271,60,42,30,516
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",2,,2,,,,,,
"Ocupantes presentes (035)",4,,4,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",7,,,7,,,,,
"Ocupantes presentes (038)",12,,,12,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",38,14,7,9,8,,,,
"Ocupantes presentes (041)",101,41,12,31,17,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,,,1,,,,,
"Ocupantes presentes (047)",6,,,6,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",3,,,1,1,,,,1
"Ocupantes presentes (050)",6,,,1,3,,,,2
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",406,48,75,84,63,,,,136
"Ocupantes presentes (056)",1300,221,263,247,116,,,,453
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",403,48,75,82,63,,,,135
"Ocupantes presentes (059)",1291,221,263,239,116,,,,452
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",2,,,2,,,,,
"Ocupantes presentes (071)",8,,,8,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
