"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia VIRU (000)",70849,10756,2079,29794,20235,2648,2259,1354,1724
"Quechua (001)",164,32,,58,47,7,9,2,9
"Aymara (002)",34,3,2,14,13,2,,,
"Ashaninca (003)",10,2,2,5,1,,,,
"Otra lengua nativa (004)",69,9,3,32,18,4,,1,2
"Castellano (005)",70500,10663,2071,29679,20147,2634,2246,1351,1709
"Idioma extranjero (006)",8,,,,3,,1,,4
"Es sordomudo/a (007)",64,47,1,6,6,1,3,,
"Hombres (009)",36740,4201,1090,15593,11427,1447,1247,762,973
"Quechua (010)",88,7,,29,31,7,8,1,5
"Aymara (011)",19,1,2,9,6,1,,,
"Ashaninca (012)",6,1,1,3,1,,,,
"Otra lengua nativa (013)",37,2,1,20,8,3,,1,2
"Castellano (014)",36549,4166,1085,15527,11376,1435,1237,760,963
"Idioma extranjero (015)",4,,,,,,1,,3
"Es sordomudo/a (016)",37,24,1,5,5,1,1,,
"Mujeres (018)",34109,6555,989,14201,8808,1201,1012,592,751
"Quechua (019)",76,25,,29,16,,1,1,4
"Aymara (020)",15,2,,5,7,1,,,
"Ashaninca (021)",4,1,1,2,,,,,
"Otra lengua nativa (022)",32,7,2,12,10,1,,,
"Castellano (023)",33951,6497,986,14152,8771,1199,1009,591,746
"Idioma extranjero (024)",4,,,,3,,,,1
"Es sordomudo/a (025)",27,23,,1,1,,2,,
,,,,,,,,,
"URBANA (027)",54437,7499,1701,22158,16403,2211,1892,1129,1444
"Quechua (028)",139,25,,49,41,6,9,2,7
"Aymara (029)",31,2,1,13,13,2,,,
"Ashaninca (030)",10,2,2,5,1,,,,
"Otra lengua nativa (031)",69,9,3,32,18,4,,1,2
"Castellano (032)",54142,7435,1694,22054,16322,2198,1880,1126,1433
"Idioma extranjero (033)",6,,,,3,,1,,2
"Es sordomudo/a (034)",40,26,1,5,5,1,2,,
"Hombres (036)",27950,2868,902,11327,9168,1203,1023,652,807
"Quechua (037)",74,4,,23,27,6,8,1,5
"Aymara (038)",18,1,1,9,6,1,,,
"Ashaninca (039)",6,1,1,3,1,,,,
"Otra lengua nativa (040)",37,2,1,20,8,3,,1,2
"Castellano (041)",27790,2848,898,11268,9122,1192,1014,650,798
"Idioma extranjero (042)",3,,,,,,1,,2
"Es sordomudo/a (043)",22,12,1,4,4,1,,,
"Mujeres (045)",26487,4631,799,10831,7235,1008,869,477,637
"Quechua (046)",65,21,,26,14,,1,1,2
"Aymara (047)",13,1,,4,7,1,,,
"Ashaninca (048)",4,1,1,2,,,,,
"Otra lengua nativa (049)",32,7,2,12,10,1,,,
"Castellano (050)",26352,4587,796,10786,7200,1006,866,476,635
"Idioma extranjero (051)",3,,,,3,,,,
"Es sordomudo/a (052)",18,14,,1,1,,2,,
,,,,,,,,,
"RURAL (054)",16412,3257,378,7636,3832,437,367,225,280
"Quechua (055)",25,7,,9,6,1,,,2
"Aymara (056)",3,1,1,1,,,,,
"Castellano (059)",16358,3228,377,7625,3825,436,366,225,276
"Idioma extranjero (060)",2,,,,,,,,2
"Es sordomudo/a (061)",24,21,,1,1,,1,,
"Hombres (063)",8790,1333,188,4266,2259,244,224,110,166
"Quechua (064)",14,3,,6,4,1,,,
"Aymara (065)",1,,1,,,,,,
"Castellano (068)",8759,1318,187,4259,2254,243,223,110,165
"Idioma extranjero (069)",1,,,,,,,,1
"Es sordomudo/a (070)",15,12,,1,1,,1,,
"Mujeres (072)",7622,1924,190,3370,1573,193,143,115,114
"Quechua (073)",11,4,,3,2,,,,2
"Aymara (074)",2,1,,1,,,,,
"Castellano (077)",7599,1910,190,3366,1571,193,143,115,111
"Idioma extranjero (078)",1,,,,,,,,1
"Es sordomudo/a (079)",9,9,,,,,,,
