"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia PISCO (000)",2757,27,1282,866,494,88
"Sin nivel (001)",37,1,8,6,11,11
"Educación inicial (002)",3,1,,2,,
"Primaria (003)",417,9,81,100,170,57
"Secundaria (004)",1308,16,654,424,196,18
"Superior no univ. incompleta (005)",225,,148,57,20,
"Superior no univ. completa (006)",431,,226,159,45,1
"Superior univ. incompleta (007)",123,,76,30,17,
"Superior univ. completa (008)",213,,89,88,35,1
"Hombres (010)",1835,23,788,551,398,75
"Sin nivel (011)",24,1,4,2,8,9
"Educación inicial (012)",2,1,,1,,
"Primaria (013)",314,9,60,64,133,48
"Secundaria (014)",936,12,441,303,163,17
"Superior no univ. incompleta (015)",128,,77,34,17,
"Superior no univ. completa (016)",223,,119,71,32,1
"Superior univ. incompleta (017)",78,,45,18,15,
"Superior univ. completa (018)",130,,42,58,30,
"Mujeres (020)",922,4,494,315,96,13
"Sin nivel (021)",13,,4,4,3,2
"Educación inicial (022)",1,,,1,,
"Primaria (023)",103,,21,36,37,9
"Secundaria (024)",372,4,213,121,33,1
"Superior no univ. incompleta (025)",97,,71,23,3,
"Superior no univ. completa (026)",208,,107,88,13,
"Superior univ. incompleta (027)",45,,31,12,2,
"Superior univ. completa (028)",83,,47,30,5,1
,,,,,,
"Area Urbana (030)",2609,23,1204,825,477,80
"Sin nivel (031)",30,,6,5,10,9
"Educación inicial (032)",3,1,,2,,
"Primaria (033)",390,9,72,94,163,52
"Secundaria (034)",1229,13,604,403,192,17
"Superior no univ. incompleta (035)",218,,145,53,20,
"Superior no univ. completa (036)",418,,220,155,42,1
"Superior univ. incompleta (037)",119,,73,29,17,
"Superior univ. completa (038)",202,,84,84,33,1
"Hombres (040)",1731,20,740,520,382,69
"Sin nivel (041)",18,,2,2,7,7
"Educación inicial (042)",2,1,,1,,
"Primaria (043)",294,9,54,59,127,45
"Secundaria (044)",880,10,410,285,159,16
"Superior no univ. incompleta (045)",124,,75,32,17,
"Superior no univ. completa (046)",216,,116,70,29,1
"Superior univ. incompleta (047)",77,,45,17,15,
"Superior univ. completa (048)",120,,38,54,28,
"Mujeres (050)",878,3,464,305,95,11
"Sin nivel (051)",12,,4,3,3,2
"Educación inicial (052)",1,,,1,,
"Primaria (053)",96,,18,35,36,7
"Secundaria (054)",349,3,194,118,33,1
"Superior no univ. incompleta (055)",94,,70,21,3,
"Superior no univ. completa (056)",202,,104,85,13,
"Superior univ. incompleta (057)",42,,28,12,2,
"Superior univ. completa (058)",82,,46,30,5,1
,,,,,,
"Area Rural (060)",148,4,78,41,17,8
"Sin nivel (061)",7,1,2,1,1,2
"Primaria (063)",27,,9,6,7,5
"Secundaria (064)",79,3,50,21,4,1
"Superior no univ. incompleta (065)",7,,3,4,,
"Superior no univ. completa (066)",13,,6,4,3,
"Superior univ. incompleta (067)",4,,3,1,,
"Superior univ. completa (068)",11,,5,4,2,
"Hombres (070)",104,3,48,31,16,6
"Sin nivel (071)",6,1,2,,1,2
"Primaria (073)",20,,6,5,6,3
"Secundaria (074)",56,2,31,18,4,1
"Superior no univ. incompleta (075)",4,,2,2,,
"Superior no univ. completa (076)",7,,3,1,3,
"Superior univ. incompleta (077)",1,,,1,,
"Superior univ. completa (078)",10,,4,4,2,
"Mujeres (080)",44,1,30,10,1,2
"Sin nivel (081)",1,,,1,,
"Primaria (083)",7,,3,1,1,2
"Secundaria (084)",23,1,19,3,,
"Superior no univ. incompleta (085)",3,,1,2,,
"Superior no univ. completa (086)",6,,3,3,,
"Superior univ. incompleta (087)",3,,3,,,
"Superior univ. completa (088)",1,,1,,,
