"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia PUNO (000)",6059,32,3160,1858,849,160
"Sin nivel (001)",132,3,12,16,61,40
"Educación inicial (002)",8,2,5,1,,
"Primaria (003)",829,13,189,232,302,93
"Secundaria (004)",2655,14,1669,705,252,15
"Superior no univ. incompleta (005)",280,,183,78,19,
"Superior no univ. completa (006)",658,,371,243,39,5
"Superior univ. incompleta (007)",281,,155,81,45,
"Superior univ. completa (008)",1216,,576,502,131,7
"Hombres (010)",4118,20,2001,1275,680,142
"Sin nivel (011)",86,2,10,10,36,28
"Educación inicial (012)",4,1,2,1,,
"Primaria (013)",634,7,116,164,258,89
"Secundaria (014)",2012,10,1192,580,216,14
"Superior no univ. incompleta (015)",167,,99,52,16,
"Superior no univ. completa (016)",350,,191,129,25,5
"Superior univ. incompleta (017)",192,,99,61,32,
"Superior univ. completa (018)",673,,292,278,97,6
"Mujeres (020)",1941,12,1159,583,169,18
"Sin nivel (021)",46,1,2,6,25,12
"Educación inicial (022)",4,1,3,,,
"Primaria (023)",195,6,73,68,44,4
"Secundaria (024)",643,4,477,125,36,1
"Superior no univ. incompleta (025)",113,,84,26,3,
"Superior no univ. completa (026)",308,,180,114,14,
"Superior univ. incompleta (027)",89,,56,20,13,
"Superior univ. completa (028)",543,,284,224,34,1
,,,,,,
"Area Urbana (030)",3830,16,1959,1242,525,88
"Sin nivel (031)",61,,3,9,32,17
"Educación inicial (032)",6,2,3,1,,
"Primaria (033)",306,5,53,82,121,45
"Secundaria (034)",1334,9,803,356,151,15
"Superior no univ. incompleta (035)",216,,142,59,15,
"Superior no univ. completa (036)",513,,282,192,35,4
"Superior univ. incompleta (037)",265,,146,76,43,
"Superior univ. completa (038)",1129,,527,467,128,7
"Hombres (040)",2296,12,1092,736,380,76
"Sin nivel (041)",29,,1,4,13,11
"Educación inicial (042)",3,1,1,1,,
"Primaria (043)",205,4,30,40,90,41
"Secundaria (044)",909,7,510,258,120,14
"Superior no univ. incompleta (045)",115,,69,34,12,
"Superior no univ. completa (046)",247,,131,91,21,4
"Superior univ. incompleta (047)",178,,92,56,30,
"Superior univ. completa (048)",610,,258,252,94,6
"Mujeres (050)",1534,4,867,506,145,12
"Sin nivel (051)",32,,2,5,19,6
"Educación inicial (052)",3,1,2,,,
"Primaria (053)",101,1,23,42,31,4
"Secundaria (054)",425,2,293,98,31,1
"Superior no univ. incompleta (055)",101,,73,25,3,
"Superior no univ. completa (056)",266,,151,101,14,
"Superior univ. incompleta (057)",87,,54,20,13,
"Superior univ. completa (058)",519,,269,215,34,1
,,,,,,
"Area Rural (060)",2229,16,1201,616,324,72
"Sin nivel (061)",71,3,9,7,29,23
"Educación inicial (062)",2,,2,,,
"Primaria (063)",523,8,136,150,181,48
"Secundaria (064)",1321,5,866,349,101,
"Superior no univ. incompleta (065)",64,,41,19,4,
"Superior no univ. completa (066)",145,,89,51,4,1
"Superior univ. incompleta (067)",16,,9,5,2,
"Superior univ. completa (068)",87,,49,35,3,
"Hombres (070)",1822,8,909,539,300,66
"Sin nivel (071)",57,2,9,6,23,17
"Educación inicial (072)",1,,1,,,
"Primaria (073)",429,3,86,124,168,48
"Secundaria (074)",1103,3,682,322,96,
"Superior no univ. incompleta (075)",52,,30,18,4,
"Superior no univ. completa (076)",103,,60,38,4,1
"Superior univ. incompleta (077)",14,,7,5,2,
"Superior univ. completa (078)",63,,34,26,3,
"Mujeres (080)",407,8,292,77,24,6
"Sin nivel (081)",14,1,,1,6,6
"Educación inicial (082)",1,,1,,,
"Primaria (083)",94,5,50,26,13,
"Secundaria (084)",218,2,184,27,5,
"Superior no univ. incompleta (085)",12,,11,1,,
"Superior no univ. completa (086)",42,,29,13,,
"Superior univ. incompleta (087)",2,,2,,,
"Superior univ. completa (088)",24,,15,9,,
