"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUACAYBAMBA (000)",18833,4359,701,9418,3618,160,313,69,195
"Jefe o Jefa (001)",4480,865,,2297,924,64,165,34,131
"Esposa(o)/ compa¤era(o) (002)",3071,1073,3,1424,442,33,54,9,33
"Hijo(a)/ hijastro(a) (003)",8970,1726,587,4684,1854,47,49,15,8
"Yerno/ nuera (004)",200,22,1,95,71,2,6,1,2
"Nieto(a) (005)",712,215,83,347,66,,1,,
"Padres/ suegros (006)",276,199,,66,9,,1,1,
"Otro(a) pariente (007)",895,227,22,413,200,11,14,4,4
"Trabajador(a) del hogar (008)",34,5,,18,10,,1,,
"Pensionista (009)",5,,,,2,,3,,
"Otro(a) no pariente (010)",190,27,5,74,40,3,19,5,17
"Hombres (012)",9370,1477,345,4948,2136,96,192,48,128
"Jefe o Jefa (013)",3346,377,,1880,784,50,126,30,99
"Esposa(o)/ compa¤era(o) (014)",197,14,,106,55,6,7,1,8
"Hijo(a)/ hijastro(a) (015)",4721,850,293,2432,1069,28,32,11,6
"Yerno/ nuera (016)",93,6,,40,39,1,5,1,1
"Nieto(a) (017)",344,104,41,169,29,,1,,
"Padres/ suegros (018)",59,22,,32,3,,1,1,
"Otro(a) pariente (019)",481,87,9,238,126,8,6,3,4
"Trabajador(a) del hogar (020)",14,3,,7,3,,1,,
"Pensionista (021)",3,,,,1,,2,,
"Otro(a) no pariente (022)",112,14,2,44,27,3,11,1,10
"Mujeres (024)",9463,2882,356,4470,1482,64,121,21,67
"Jefe o Jefa (025)",1134,488,,417,140,14,39,4,32
"Esposa(o)/ compa¤era(o) (026)",2874,1059,3,1318,387,27,47,8,25
"Hijo(a)/ hijastro(a) (027)",4249,876,294,2252,785,19,17,4,2
"Yerno/ nuera (028)",107,16,1,55,32,1,1,,1
"Nieto(a) (029)",368,111,42,178,37,,,,
"Padres/ suegros (030)",217,177,,34,6,,,,
"Otro(a) pariente (031)",414,140,13,175,74,3,8,1,
"Trabajador(a) del hogar (032)",20,2,,11,7,,,,
"Pensionista (033)",2,,,,1,,1,,
"Otro(a) no pariente (034)",78,13,3,30,13,,8,4,7
,,,,,,,,,
"URBANA (036)",3397,422,118,1373,1039,90,197,39,119
"Jefe o Jefa (037)",870,48,,308,263,37,111,22,81
"Esposa(o)/ compa¤era(o) (038)",563,78,,242,158,25,34,6,20
"Hijo(a)/ hijastro(a) (039)",1480,203,97,634,484,22,28,7,5
"Yerno/ nuera (040)",30,2,,8,17,,1,,2
"Nieto(a) (041)",93,31,10,39,12,,1,,
"Padres/ suegros (042)",52,25,,23,2,,1,1,
"Otro(a) pariente (043)",197,25,7,73,72,6,10,2,2
"Trabajador(a) del hogar (044)",17,,,9,7,,1,,
"Pensionista (045)",1,,,,,,1,,
"Otro(a) no pariente (046)",94,10,4,37,24,,9,1,9
"Hombres (048)",1680,128,50,658,577,46,118,29,74
"Jefe o Jefa (049)",610,10,,208,203,25,86,20,58
