"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CHUMBIVILCAS (000)",50662,10207,7610,8470,8287,6498,9590
"Católica (001)",43054,8649,6457,7105,7140,5547,8156
"Cristiana/Evangélica (002)",4071,817,587,703,661,505,798
"Otra (003)",2775,576,413,489,385,374,538
"Ninguna (004)",762,165,153,173,101,72,98
"Hombres (006)",25487,5394,3863,4122,4163,3280,4665
"Católica (007)",21779,4599,3297,3471,3581,2828,4003
"Cristiana/Evangélica (008)",1932,410,261,328,328,237,368
"Otra (009)",1353,288,219,225,191,176,254
"Ninguna (010)",423,97,86,98,63,39,40
"Mujeres (012)",25175,4813,3747,4348,4124,3218,4925
"Católica (013)",21275,4050,3160,3634,3559,2719,4153
"Cristiana/Evangélica (014)",2139,407,326,375,333,268,430
"Otra (015)",1422,288,194,264,194,198,284
"Ninguna (016)",339,68,67,75,38,33,58
,,,,,,,
"URBANA (018)",12257,2498,2157,2393,2145,1387,1677
"Católica (019)",10210,2027,1769,1998,1861,1186,1369
"Cristiana/Evangélica (020)",802,181,142,160,115,68,136
"Otra (021)",885,201,165,156,117,104,142
"Ninguna (022)",360,89,81,79,52,29,30
"Hombres (024)",6173,1342,1071,1139,1117,726,778
"Católica (025)",5159,1084,885,945,965,627,653
"Cristiana/Evangélica (026)",377,103,55,77,54,32,56
"Otra (027)",430,102,86,69,63,49,61
"Ninguna (028)",207,53,45,48,35,18,8
"Mujeres (030)",6084,1156,1086,1254,1028,661,899
"Católica (031)",5051,943,884,1053,896,559,716
"Cristiana/Evangélica (032)",425,78,87,83,61,36,80
"Otra (033)",455,99,79,87,54,55,81
"Ninguna (034)",153,36,36,31,17,11,22
,,,,,,,
"RURAL (036)",38405,7709,5453,6077,6142,5111,7913
"Católica (037)",32844,6622,4688,5107,5279,4361,6787
"Cristiana/Evangélica (038)",3269,636,445,543,546,437,662
"Otra (039)",1890,375,248,333,268,270,396
"Ninguna (040)",402,76,72,94,49,43,68
"Hombres (042)",19314,4052,2792,2983,3046,2554,3887
"Católica (043)",16620,3515,2412,2526,2616,2201,3350
"Cristiana/Evangélica (044)",1555,307,206,251,274,205,312
"Otra (045)",923,186,133,156,128,127,193
"Ninguna (046)",216,44,41,50,28,21,32
"Mujeres (048)",19091,3657,2661,3094,3096,2557,4026
"Católica (049)",16224,3107,2276,2581,2663,2160,3437
"Cristiana/Evangélica (050)",1714,329,239,292,272,232,350
"Otra (051)",967,189,115,177,140,143,203
"Ninguna (052)",186,32,31,44,21,22,36
