"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CANDARAVE (000)",207,3,83,65,48,8
"Sin nivel (001)",6,,,3,2,1
"Primaria (003)",58,2,4,12,33,7
"Secundaria (004)",121,1,65,43,12,
"Superior no univ. incompleta (005)",6,,4,2,,
"Superior no univ. completa (006)",9,,5,4,,
"Superior univ. incompleta (007)",2,,2,,,
"Superior univ. completa (008)",5,,3,1,1,
"Hombres (010)",170,3,68,52,40,7
"Sin nivel (011)",2,,,,1,1
"Primaria (013)",45,2,3,7,27,6
"Secundaria (014)",104,1,53,39,11,
"Superior no univ. incompleta (015)",6,,4,2,,
"Superior no univ. completa (016)",6,,3,3,,
"Superior univ. incompleta (017)",2,,2,,,
"Superior univ. completa (018)",5,,3,1,1,
"Mujeres (020)",37,,15,13,8,1
"Sin nivel (021)",4,,,3,1,
"Primaria (023)",13,,1,5,6,1
"Secundaria (024)",17,,12,4,1,
"Superior no univ. completa (026)",3,,2,1,,
,,,,,,
"Area Urbana (030)",166,3,60,55,43,5
"Sin nivel (031)",5,,,3,2,
"Primaria (033)",47,2,2,9,29,5
"Secundaria (034)",95,1,47,36,11,
"Superior no univ. incompleta (035)",5,,3,2,,
"Superior no univ. completa (036)",7,,3,4,,
"Superior univ. incompleta (037)",2,,2,,,
"Superior univ. completa (038)",5,,3,1,1,
"Hombres (040)",132,3,47,43,35,4
"Sin nivel (041)",1,,,,1,
"Primaria (043)",36,2,2,5,23,4
"Secundaria (044)",79,1,36,32,10,
"Superior no univ. incompleta (045)",5,,3,2,,
"Superior no univ. completa (046)",4,,1,3,,
"Superior univ. incompleta (047)",2,,2,,,
"Superior univ. completa (048)",5,,3,1,1,
"Mujeres (050)",34,,13,12,8,1
"Sin nivel (051)",4,,,3,1,
"Primaria (053)",11,,,4,6,1
"Secundaria (054)",16,,11,4,1,
"Superior no univ. completa (056)",3,,2,1,,
,,,,,,
"Area Rural (060)",41,,23,10,5,3
"Sin nivel (061)",1,,,,,1
"Primaria (063)",11,,2,3,4,2
"Secundaria (064)",26,,18,7,1,
"Superior no univ. incompleta (065)",1,,1,,,
"Superior no univ. completa (066)",2,,2,,,
"Hombres (070)",38,,21,9,5,3
"Sin nivel (071)",1,,,,,1
"Primaria (073)",9,,1,2,4,2
"Secundaria (074)",25,,17,7,1,
"Superior no univ. incompleta (075)",1,,1,,,
"Superior no univ. completa (076)",2,,2,,,
"Mujeres (080)",3,,2,1,,
"Primaria (083)",2,,1,1,,
"Secundaria (084)",1,,1,,,
