"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia YUNGAY (000)",13784,155,5215,4912,1413,453,223,71,6,,1336
"Sin Nivel (001)",6318,73,2408,2339,626,213,124,48,3,,484
"Educación Inicial (002)",40,1,13,16,4,,,,,,6
"Primaria (003)",4619,56,1992,1600,356,102,54,14,3,,442
"Secundaria (004)",1479,13,594,509,130,40,11,5,,,177
"Sup. no Univ. Incompleta (005)",238,3,46,94,34,7,6,1,,,47
"Sup. no Univ. Completa (006)",721,6,123,244,164,59,20,3,,,102
"Sup. Univ. Incompleta (007)",92,1,13,27,19,4,,,,,28
"Sup. Univ. Completa (008)",277,2,26,83,80,28,8,,,,50
,,,,,,,,,,,
"URBANA (010)",3557,60,1185,1136,468,172,82,23,2,,429
"Sin Nivel (011)",729,14,285,229,76,24,24,9,,,68
"Educación Inicial (012)",4,,1,3,,,,,,,
"Primaria (013)",1141,27,482,362,97,41,23,8,2,,99
"Secundaria (014)",659,7,246,222,65,27,6,2,,,84
"Sup. no Univ. Incompleta (015)",158,3,36,57,20,4,5,1,,,32
"Sup. no Univ. Completa (016)",559,6,100,179,130,45,18,3,,,78
"Sup. Univ. Incompleta (017)",76,1,12,20,14,4,,,,,25
"Sup. Univ. Completa (018)",231,2,23,64,66,27,6,,,,43
,,,,,,,,,,,
"RURAL (020)",10227,95,4030,3776,945,281,141,48,4,,907
"Sin Nivel (021)",5589,59,2123,2110,550,189,100,39,3,,416
"Educación Inicial (022)",36,1,12,13,4,,,,,,6
"Primaria (023)",3478,29,1510,1238,259,61,31,6,1,,343
"Secundaria (024)",820,6,348,287,65,13,5,3,,,93
"Sup. no Univ. Incompleta (025)",80,,10,37,14,3,1,,,,15
"Sup. no Univ. Completa (026)",162,,23,65,34,14,2,,,,24
"Sup. Univ. Incompleta (027)",16,,1,7,5,,,,,,3
"Sup. Univ. Completa (028)",46,,3,19,14,1,2,,,,7
