"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PAUCARTAMBO (000)",30082,15597,891,310,13333
"Conviviente (001)",8033,3664,237,95,4061
"Separado(a) (002)",492,179,21,6,286
"Casado(a) (003)",10215,5393,366,106,4367
"Viudo(a) (004)",1921,888,30,17,987
"Divorciado(a) (005)",101,41,5,4,51
"Soltero(a) (006)",9320,5432,232,82,3581
"Hombres (008)",15138,7401,499,212,7057
"Conviviente (009)",3977,1649,138,65,2141
"Separado(a) (010)",132,37,9,3,83
"Casado(a) (011)",5107,2551,215,79,2273
"Viudo(a) (012)",573,237,14,9,314
"Divorciado(a) (013)",40,9,3,4,24
"Soltero(a) (014)",5309,2918,120,52,2222
"Mujeres (016)",14944,8196,392,98,6276
"Conviviente (017)",4056,2015,99,30,1920
"Separado(a) (018)",360,142,12,3,203
"Casado(a) (019)",5108,2842,151,27,2094
"Viudo(a) (020)",1348,651,16,8,673
"Divorciado(a) (021)",61,32,2,,27
"Soltero(a) (022)",4011,2514,112,30,1359
,,,,,
"URBANA (024)",5994,1235,604,154,4005
"Conviviente (025)",1811,274,167,44,1328
"Separado(a) (026)",188,23,17,2,146
"Casado(a) (027)",1610,202,244,59,1106
"Viudo(a) (028)",296,27,21,4,244
"Divorciado(a) (029)",36,4,4,3,25
"Soltero(a) (030)",2053,705,151,42,1156
"Hombres (032)",2973,545,334,122,1975
"Conviviente (033)",905,101,97,35,673
"Separado(a) (034)",45,5,9,2,29
"Casado(a) (035)",811,88,140,49,535
"Viudo(a) (036)",71,7,9,2,53
"Divorciado(a) (037)",17,2,2,3,10
"Soltero(a) (038)",1124,342,77,31,675
"Mujeres (040)",3021,690,270,32,2030
"Conviviente (041)",906,173,70,9,655
"Separado(a) (042)",143,18,8,,117
"Casado(a) (043)",799,114,104,10,571
"Viudo(a) (044)",225,20,12,2,191
"Divorciado(a) (045)",19,2,2,,15
"Soltero(a) (046)",929,363,74,11,481
,,,,,
"RURAL (048)",24088,14362,287,156,9328
"Conviviente (049)",6222,3390,70,51,2733
"Separado(a) (050)",304,156,4,4,140
"Casado(a) (051)",8605,5191,122,47,3261
"Viudo(a) (052)",1625,861,9,13,743
"Divorciado(a) (053)",65,37,1,1,26
"Soltero(a) (054)",7267,4727,81,40,2425
"Hombres (056)",12165,6856,165,90,5082
"Conviviente (057)",3072,1548,41,30,1468
"Separado(a) (058)",87,32,,1,54
"Casado(a) (059)",4296,2463,75,30,1738
"Viudo(a) (060)",502,230,5,7,261
"Divorciado(a) (061)",23,7,1,1,14
"Soltero(a) (062)",4185,2576,43,21,1547
"Mujeres (064)",11923,7506,122,66,4246
"Conviviente (065)",3150,1842,29,21,1265
"Separado(a) (066)",217,124,4,3,86
"Casado(a) (067)",4309,2728,47,17,1523
"Viudo(a) (068)",1123,631,4,6,482
"Divorciado(a) (069)",42,30,,,12
"Soltero(a) (070)",3082,2151,38,19,878
