"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia LIMA (000)",120969,26405,94564
"Sin nivel (001)",1360,207,1153
"Educación inicial (002)",131,29,102
"Primaria (003)",10967,1759,9208
"Secundaria (004)",56660,14625,42035
"Superior no univ. incompleta (005)",12854,2856,9998
"Superior no univ. completa (006)",13792,2103,11689
"Superior univ. incompleta (007)",10578,2745,7833
"Superior univ. completa (008)",14627,2081,12546
"De 14 a 29 años (010)",64778,21452,43326
"Sin nivel (011)",271,97,174
"Educación inicial (012)",97,24,73
"Primaria (013)",3067,1065,2002
"Secundaria (014)",34503,12449,22054
"Superior no univ. incompleta (015)",8492,2482,6010
"Superior no univ. completa (016)",6711,1541,5170
"Superior univ. incompleta (017)",6652,2462,4190
"Superior univ. completa (018)",4985,1332,3653
"De 30 a 44 años (020)",32635,4134,28501
"Sin nivel (021)",458,82,376
"Educación inicial (022)",34,5,29
"Primaria (023)",3052,540,2512
"Secundaria (024)",13509,1827,11682
"Superior no univ. incompleta (025)",2900,314,2586
"Superior no univ. completa (026)",4565,489,4076
"Superior univ. incompleta (027)",2346,243,2103
"Superior univ. completa (028)",5771,634,5137
"De 45 a 64 años (030)",20421,819,19602
"Sin nivel (031)",448,28,420
"Primaria (033)",3660,154,3506
"Secundaria (034)",7702,349,7353
"Superior no univ. incompleta (035)",1344,60,1284
"Superior no univ. completa (036)",2333,73,2260
"Superior univ. incompleta (037)",1444,40,1404
"Superior univ. completa (038)",3490,115,3375
"De 65 y más años (040)",3135,,3135
"Sin nivel (041)",183,,183
"Primaria (043)",1188,,1188
"Secundaria (044)",946,,946
"Superior no univ. incompleta (045)",118,,118
"Superior no univ. completa (046)",183,,183
"Superior univ. incompleta (047)",136,,136
"Superior univ. completa (048)",381,,381
,,,
"AREA URBANA (050)",120863,26389,94474
"Sin nivel (051)",1347,207,1140
"Educación inicial (052)",130,29,101
"Primaria (053)",10942,1756,9186
"Secundaria (054)",56612,14616,41996
"Superior no univ. incompleta (055)",12848,2855,9993
"Superior no univ. completa (056)",13789,2103,11686
"Superior univ. incompleta (057)",10573,2743,7830
"Superior univ. completa (058)",14622,2080,12542
"De 14 a 29 años (060)",64721,21439,43282
"Sin nivel (061)",268,97,171
"Educación inicial (062)",96,24,72
"Primaria (063)",3060,1063,1997
"Secundaria (064)",34470,12441,22029
"Superior no univ. incompleta (065)",8486,2481,6005
"Superior no univ. completa (066)",6710,1541,5169
"Superior univ. incompleta (067)",6647,2460,4187
"Superior univ. completa (068)",4984,1332,3652
"De 30 a 44 años (070)",32607,4131,28476
"Sin nivel (071)",453,82,371
"Educación inicial (072)",34,5,29
"Primaria (073)",3046,539,2507
"Secundaria (074)",13497,1826,11671
"Superior no univ. incompleta (075)",2900,314,2586
"Superior no univ. completa (076)",4564,489,4075
"Superior univ. incompleta (077)",2346,243,2103
"Superior univ. completa (078)",5767,633,5134
"De 45 a 64 años (080)",20403,819,19584
"Sin nivel (081)",444,28,416
"Primaria (083)",3650,154,3496
"Secundaria (084)",7699,349,7350
"Superior no univ. incompleta (085)",1344,60,1284
"Superior no univ. completa (086)",2332,73,2259
"Superior univ. incompleta (087)",1444,40,1404
"Superior univ. completa (088)",3490,115,3375
"De 65 y más años (090)",3132,,3132
"Sin nivel (091)",182,,182
"Primaria (093)",1186,,1186
"Secundaria (094)",946,,946
"Superior no univ. incompleta (095)",118,,118
"Superior no univ. completa (096)",183,,183
"Superior univ. incompleta (097)",136,,136
"Superior univ. completa (098)",381,,381
,,,
"AREA RURAL (100)",106,16,90
"Sin nivel (101)",13,,13
"Educación inicial (102)",1,,1
"Primaria (103)",25,3,22
"Secundaria (104)",48,9,39
"Superior no univ. incompleta (105)",6,1,5
"Superior no univ. completa (106)",3,,3
"Superior univ. incompleta (107)",5,2,3
"Superior univ. completa (108)",5,1,4
"De 14 a 29 años (110)",57,13,44
"Sin nivel (111)",3,,3
"Educación inicial (112)",1,,1
"Primaria (113)",7,2,5
"Secundaria (114)",33,8,25
"Superior no univ. incompleta (115)",6,1,5
"Superior no univ. completa (116)",1,,1
"Superior univ. incompleta (117)",5,2,3
"Superior univ. completa (118)",1,,1
"De 30 a 44 años (120)",28,3,25
"Sin nivel (121)",5,,5
"Primaria (123)",6,1,5
"Secundaria (124)",12,1,11
"Superior no univ. completa (126)",1,,1
"Superior univ. completa (128)",4,1,3
"De 45 a 64 años (130)",18,,18
"Sin nivel (131)",4,,4
"Primaria (133)",10,,10
"Secundaria (134)",3,,3
"Superior no univ. completa (136)",1,,1
"De 65 y más años (140)",3,,3
"Sin nivel (141)",1,,1
"Primaria (143)",2,,2
