"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia EL DORADO (000)",30962,1833,8552,6261,4971,3901,2593,1462,1389
"Quechua (001)",537,2,42,34,52,66,84,106,151
"Aymara (002)",5,,2,,2,,,1,
"Ashaninca (003)",1,,1,,,,,,
"Otra lengua nativa (004)",3,,,1,1,1,,,
"Castellano (005)",30355,1828,8490,6210,4907,3826,2503,1354,1237
"Idioma extranjero (006)",4,,2,,2,,,,
"Es sordomudo/a (007)",57,3,15,16,7,8,6,1,1
"Hombres (009)",16598,905,4477,3332,2764,2159,1465,772,724
"Quechua (010)",251,1,22,20,29,28,41,49,61
"Aymara (011)",3,,2,,1,,,,
"Otra lengua nativa (013)",2,,,,1,1,,,
"Castellano (014)",16312,902,4445,3304,2729,2127,1421,722,662
"Idioma extranjero (015)",2,,1,,1,,,,
"Es sordomudo/a (016)",28,2,7,8,3,3,3,1,1
"Mujeres (018)",14364,928,4075,2929,2207,1742,1128,690,665
"Quechua (019)",286,1,20,14,23,38,43,57,90
"Aymara (020)",2,,,,1,,,1,
"Ashaninca (021)",1,,1,,,,,,
"Otra lengua nativa (022)",1,,,1,,,,,
"Castellano (023)",14043,926,4045,2906,2178,1699,1082,632,575
"Idioma extranjero (024)",2,,1,,1,,,,
"Es sordomudo/a (025)",29,1,8,8,4,5,3,,
,,,,,,,,,
"URBANA (027)",12200,603,3202,2313,1916,1728,1169,628,641
"Quechua (028)",168,,2,2,8,16,22,49,69
"Aymara (029)",2,,1,,1,,,,
"Otra lengua nativa (031)",3,,,1,1,1,,,
"Castellano (032)",12002,602,3192,2304,1900,1708,1145,579,572
"Idioma extranjero (033)",4,,2,,2,,,,
"Es sordomudo/a (034)",21,1,5,6,4,3,2,,
"Hombres (036)",6339,280,1653,1182,1001,917,671,321,314
"Quechua (037)",68,,,,7,5,11,16,29
"Aymara (038)",1,,1,,,,,,
"Otra lengua nativa (040)",2,,,,1,1,,,
"Castellano (041)",6258,279,1650,1179,990,911,659,305,285
"Idioma extranjero (042)",2,,1,,1,,,,
"Es sordomudo/a (043)",8,1,1,3,2,,1,,
"Mujeres (045)",5861,323,1549,1131,915,811,498,307,327
"Quechua (046)",100,,2,2,1,11,11,33,40
"Aymara (047)",1,,,,1,,,,
"Otra lengua nativa (049)",1,,,1,,,,,
"Castellano (050)",5744,323,1542,1125,910,797,486,274,287
"Idioma extranjero (051)",2,,1,,1,,,,
"Es sordomudo/a (052)",13,,4,3,2,3,1,,
,,,,,,,,,
"RURAL (054)",18762,1230,5350,3948,3055,2173,1424,834,748
"Quechua (055)",369,2,40,32,44,50,62,57,82
"Aymara (056)",3,,1,,1,,,1,
"Ashaninca (057)",1,,1,,,,,,
"Castellano (059)",18353,1226,5298,3906,3007,2118,1358,775,665
"Es sordomudo/a (061)",36,2,10,10,3,5,4,1,1
"Hombres (063)",10259,625,2824,2150,1763,1242,794,451,410
"Quechua (064)",183,1,22,20,22,23,30,33,32
"Aymara (065)",2,,1,,1,,,,
"Castellano (068)",10054,623,2795,2125,1739,1216,762,417,377
"Es sordomudo/a (070)",20,1,6,5,1,3,2,1,1
"Mujeres (072)",8503,605,2526,1798,1292,931,630,383,338
"Quechua (073)",186,1,18,12,22,27,32,24,50
"Aymara (074)",1,,,,,,,1,
"Ashaninca (075)",1,,1,,,,,,
"Castellano (077)",8299,603,2503,1781,1268,902,596,358,288
"Es sordomudo/a (079)",16,1,4,5,2,2,2,,
