"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CASTROVIRREYNA (000)",6668,103,1843,2265,1769,688
"Agric., ganadería, caza y silvicultura (001)",3333,90,660,919,1060,604
"Pesca (002)",5,,5,,,
"Explotación de minas y canteras (003)",856,1,358,343,154,
"Industrias manufactureras (004)",147,1,62,50,31,3
"Suministro de electricidad, gas y agua (005)",12,,6,6,,
"Construcción (006)",342,1,132,126,75,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",363,4,99,123,108,29
"Venta, mant.y rep. veh.autom.y motoc. (008)",38,,13,13,9,3
"Comercio al por mayor (009)",13,,4,3,6,
"Comercio al por menor (010)",312,4,82,107,93,26
"Hoteles y restaurantes (011)",127,,61,40,21,5
"Trans., almac. y comunicaciones (012)",132,,54,46,31,1
"Intermediación financiera (013)",3,,3,,,
"Activid.inmobil., empres. y alquileres (014)",85,,33,34,18,
"Admin.pub. y defensa; p. segur.soc afil (015)",326,,110,151,56,9
"Enseñanza (016)",492,,79,285,125,3
"Servicios sociales y de salud (017)",87,,22,43,21,1
"Otras activ. serv.comun.soc y personales (018)",19,1,10,4,3,1
"Hogares privados con servicio doméstico (019)",50,2,26,10,11,1
"Actividad economica no especificada (021)",113,1,36,36,24,16
"Desocupado (022)",176,2,87,49,31,7
"Hombres (023)",4667,55,1337,1600,1217,458
"Agric., ganadería, caza y silvicultura (024)",2201,50,447,626,680,398
"Pesca (025)",4,,4,,,
"Explotación de minas y canteras (026)",839,,347,338,154,
"Industrias manufactureras (027)",132,,53,47,29,3
"Suministro de electricidad, gas y agua (028)",11,,5,6,,
"Construcción (029)",327,1,128,122,70,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",169,,46,51,54,18
"Venta, mant.y rep. veh.autom.y motoc. (031)",38,,13,13,9,3
"Comercio al por mayor (032)",7,,3,1,3,
"Comercio al por menor (033)",124,,30,37,42,15
"Hoteles y restaurantes (034)",39,,22,14,,3
"Trans., almac. y comunicaciones (035)",128,,51,46,30,1
"Intermediación financiera (036)",1,,1,,,
"Activid.inmobil., empres. y alquileres (037)",72,,26,30,16,
"Admin.pub. y defensa; p. segur.soc afil (038)",240,,76,110,46,8
"Enseñanza (039)",244,,33,130,78,3
"Servicios sociales y de salud (040)",39,,6,17,15,1
"Otras activ. serv.comun.soc y personales (041)",11,1,6,3,1,
"Hogares privados con servicio doméstico (042)",9,2,5,2,,
