"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia SANTA CRUZ",,,,,,,
"Viviendas particulares (001)",10846,1226,272,50,5022,166,4110
"Ocupantes presentes (002)",43553,4851,1044,211,20203,645,16599
"Casa independiente",,,,,,,
"Viviendas particulares (004)",10425,1207,270,48,4883,165,3852
"Ocupantes presentes (005)",41928,4770,1039,205,19630,642,15642
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",5,4,1,,,,
"Ocupantes presentes (008)",23,19,4,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",11,10,,,,,1
"Ocupantes presentes (011)",40,35,,,,,5
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",6,4,,,,,2
"Ocupantes presentes (014)",29,26,,,,,3
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",390,,,2,137,1,250
"Ocupantes presentes (017)",1512,,,6,566,3,937
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",1,,1,,,,
"Ocupantes presentes (020)",1,,1,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",7,1,,,1,,5
"Ocupantes presentes (023)",18,1,,,5,,12
"Otro tipo",,,,,,,
"Viviendas particulares (025)",1,,,,1,,
"Ocupantes presentes (026)",2,,,,2,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",2277,1164,241,11,459,112,290
"Ocupantes presentes (029)",8890,4643,923,46,1782,448,1048
"Casa independiente",,,,,,,
"Viviendas particulares (031)",2248,1145,239,11,457,112,284
"Ocupantes presentes (032)",8781,4562,918,46,1775,448,1032
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",5,4,1,,,,
"Ocupantes presentes (035)",23,19,4,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",11,10,,,,,1
"Ocupantes presentes (038)",40,35,,,,,5
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",6,4,,,,,2
"Ocupantes presentes (041)",29,26,,,,,3
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",1,,1,,,,
"Ocupantes presentes (047)",1,,1,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",5,1,,,1,,3
"Ocupantes presentes (050)",14,1,,,5,,8
"Otro tipo",,,,,,,
"Viviendas particulares (052)",1,,,,1,,
"Ocupantes presentes (053)",2,,,,2,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",8569,62,31,39,4563,54,3820
"Ocupantes presentes (056)",34663,208,121,165,18421,197,15551
"Casa independiente",,,,,,,
"Viviendas particulares (058)",8177,62,31,37,4426,53,3568
"Ocupantes presentes (059)",33147,208,121,159,17855,194,14610
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",390,,,2,137,1,250
"Ocupantes presentes (071)",1512,,,6,566,3,937
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",2,,,,,,2
"Ocupantes presentes (077)",4,,,,,,4
"Otro tipo",,,,,,,
