"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia GRAU (000)",374,139,235
"Sin nivel (001)",19,3,16
"Primaria (003)",95,29,66
"Secundaria (004)",185,82,103
"Superior no univ. incompleta (005)",19,6,13
"Superior no univ. completa (006)",35,12,23
"Superior univ. incompleta (007)",7,2,5
"Superior univ. completa (008)",14,5,9
"De 14 a 29 años (010)",189,90,99
"Sin nivel (011)",1,1,
"Primaria (013)",30,13,17
"Secundaria (014)",117,61,56
"Superior no univ. incompleta (015)",10,5,5
"Superior no univ. completa (016)",20,5,15
"Superior univ. incompleta (017)",4,2,2
"Superior univ. completa (018)",7,3,4
"De 30 a 44 años (020)",124,43,81
"Sin nivel (021)",10,2,8
"Primaria (023)",38,13,25
"Secundaria (024)",47,18,29
"Superior no univ. incompleta (025)",8,1,7
"Superior no univ. completa (026)",13,7,6
"Superior univ. incompleta (027)",2,,2
"Superior univ. completa (028)",6,2,4
"De 45 a 64 años (030)",48,6,42
"Sin nivel (031)",5,,5
"Primaria (033)",18,3,15
"Secundaria (034)",20,3,17
"Superior no univ. incompleta (035)",1,,1
"Superior no univ. completa (036)",2,,2
"Superior univ. incompleta (037)",1,,1
"Superior univ. completa (038)",1,,1
"De 65 y más años (040)",13,,13
"Sin nivel (041)",3,,3
"Primaria (043)",9,,9
"Secundaria (044)",1,,1
,,,
"AREA URBANA (050)",179,61,118
"Sin nivel (051)",5,2,3
"Primaria (053)",39,6,33
"Secundaria (054)",77,34,43
"Superior no univ. incompleta (055)",14,5,9
"Superior no univ. completa (056)",28,8,20
"Superior univ. incompleta (057)",5,2,3
"Superior univ. completa (058)",11,4,7
"De 14 a 29 años (060)",88,39,49
"Sin nivel (061)",1,1,
"Primaria (063)",9,2,7
"Secundaria (064)",44,22,22
"Superior no univ. incompleta (065)",7,5,2
"Superior no univ. completa (066)",17,5,12
"Superior univ. incompleta (067)",4,2,2
"Superior univ. completa (068)",6,2,4
"De 30 a 44 años (070)",59,19,40
"Sin nivel (071)",2,1,1
"Primaria (073)",15,3,12
"Secundaria (074)",22,10,12
"Superior no univ. incompleta (075)",6,,6
"Superior no univ. completa (076)",9,3,6
"Superior univ. incompleta (077)",1,,1
"Superior univ. completa (078)",4,2,2
"De 45 a 64 años (080)",25,3,22
"Sin nivel (081)",1,,1
"Primaria (083)",10,1,9
"Secundaria (084)",10,2,8
"Superior no univ. incompleta (085)",1,,1
"Superior no univ. completa (086)",2,,2
"Superior univ. completa (088)",1,,1
"De 65 y más años (090)",7,,7
"Sin nivel (091)",1,,1
"Primaria (093)",5,,5
"Secundaria (094)",1,,1
,,,
"AREA RURAL (100)",195,78,117
"Sin nivel (101)",14,1,13
"Primaria (103)",56,23,33
"Secundaria (104)",108,48,60
"Superior no univ. incompleta (105)",5,1,4
"Superior no univ. completa (106)",7,4,3
"Superior univ. incompleta (107)",2,,2
"Superior univ. completa (108)",3,1,2
"De 14 a 29 años (110)",101,51,50
"Primaria (113)",21,11,10
"Secundaria (114)",73,39,34
"Superior no univ. incompleta (115)",3,,3
"Superior no univ. completa (116)",3,,3
"Superior univ. completa (118)",1,1,
"De 30 a 44 años (120)",65,24,41
"Sin nivel (121)",8,1,7
"Primaria (123)",23,10,13
"Secundaria (124)",25,8,17
"Superior no univ. incompleta (125)",2,1,1
"Superior no univ. completa (126)",4,4,
"Superior univ. incompleta (127)",1,,1
"Superior univ. completa (128)",2,,2
"De 45 a 64 años (130)",23,3,20
"Sin nivel (131)",4,,4
"Primaria (133)",8,2,6
"Secundaria (134)",10,1,9
"Superior univ. incompleta (137)",1,,1
"De 65 y más años (140)",6,,6
"Sin nivel (141)",2,,2
"Primaria (143)",4,,4
