"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia AIJA (000)",2130,360,409,999,8,320,34
"Sin nivel (001)",127,3,17,58,1,46,2
"Educación inicial (002)",2,1,,1,,,
"Primaria (003)",727,9,143,455,4,105,11
"Secundaria (004)",672,67,170,310,,113,12
"Superior no univ. incompleta (005)",181,43,29,67,1,36,5
"Superior no univ. completa (006)",252,137,30,70,,13,2
"Superior univ. incompleta (007)",44,16,8,15,1,4,
"Superior univ. completa (008)",125,84,12,23,1,3,2
"Hombres (010)",1573,202,370,801,8,188,4
"Sin nivel (011)",61,1,12,37,1,10,
"Educación inicial (012)",1,,,1,,,
"Primaria (013)",550,2,121,361,4,60,2
"Secundaria (014)",514,30,163,244,,75,2
"Superior no univ. incompleta (015)",137,21,27,60,1,28,
"Superior no univ. completa (016)",189,88,28,63,,10,
"Superior univ. incompleta (017)",33,8,7,14,1,3,
"Superior univ. completa (018)",88,52,12,21,1,2,
"Mujeres (020)",557,158,39,198,,132,30
"Sin nivel (021)",66,2,5,21,,36,2
"Educación inicial (022)",1,1,,,,,
"Primaria (023)",177,7,22,94,,45,9
"Secundaria (024)",158,37,7,66,,38,10
"Superior no univ. incompleta (025)",44,22,2,7,,8,5
"Superior no univ. completa (026)",63,49,2,7,,3,2
"Superior univ. incompleta (027)",11,8,1,1,,1,
"Superior univ. completa (028)",37,32,,2,,1,2
,,,,,,,
"URBANA (030)",784,263,142,295,2,61,21
"Sin nivel (031)",9,,1,6,,1,1
"Educación inicial (032)",1,1,,,,,
"Primaria (033)",184,8,42,107,2,16,9
"Secundaria (034)",245,40,58,108,,32,7
"Superior no univ. incompleta (035)",66,23,11,28,,3,1
"Superior no univ. completa (036)",154,108,15,24,,6,1
"Superior univ. incompleta (037)",25,12,5,7,,1,
"Superior univ. completa (038)",100,71,10,15,,2,2
"Hombres (040)",519,147,124,204,2,40,2
"Sin nivel (041)",5,,1,4,,,
"Primaria (043)",125,2,28,81,2,11,1
"Secundaria (044)",150,16,54,59,,20,1
"Superior no univ. incompleta (045)",47,11,11,22,,3,
"Superior no univ. completa (046)",108,70,15,19,,4,
"Superior univ. incompleta (047)",17,5,5,6,,1,
"Superior univ. completa (048)",67,43,10,13,,1,
"Mujeres (050)",265,116,18,91,,21,19
"Sin nivel (051)",4,,,2,,1,1
"Educación inicial (052)",1,1,,,,,
"Primaria (053)",59,6,14,26,,5,8
"Secundaria (054)",95,24,4,49,,12,6
"Superior no univ. incompleta (055)",19,12,,6,,,1
"Superior no univ. completa (056)",46,38,,5,,2,1
"Superior univ. incompleta (057)",8,7,,1,,,
"Superior univ. completa (058)",33,28,,2,,1,2
,,,,,,,
"RURAL (060)",1346,97,267,704,6,259,13
"Sin nivel (061)",118,3,16,52,1,45,1
"Educación inicial (062)",1,,,1,,,
"Primaria (063)",543,1,101,348,2,89,2
"Secundaria (064)",427,27,112,202,,81,5
"Superior no univ. incompleta (065)",115,20,18,39,1,33,4
"Superior no univ. completa (066)",98,29,15,46,,7,1
"Superior univ. incompleta (067)",19,4,3,8,1,3,
"Superior univ. completa (068)",25,13,2,8,1,1,
"Hombres (070)",1054,55,246,597,6,148,2
"Sin nivel (071)",56,1,11,33,1,10,
"Educación inicial (072)",1,,,1,,,
"Primaria (073)",425,,93,280,2,49,1
"Secundaria (074)",364,14,109,185,,55,1
"Superior no univ. incompleta (075)",90,10,16,38,1,25,
"Superior no univ. completa (076)",81,18,13,44,,6,
"Superior univ. incompleta (077)",16,3,2,8,1,2,
"Superior univ. completa (078)",21,9,2,8,1,1,
"Mujeres (080)",292,42,21,107,,111,11
"Sin nivel (081)",62,2,5,19,,35,1
"Primaria (083)",118,1,8,68,,40,1
"Secundaria (084)",63,13,3,17,,26,4
"Superior no univ. incompleta (085)",25,10,2,1,,8,4
"Superior no univ. completa (086)",17,11,2,2,,1,1
"Superior univ. incompleta (087)",3,1,1,,,1,
"Superior univ. completa (088)",4,4,,,,,
