"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia MARISCAL RAMON CASTILLA (000)",36140,6992,8753,7444,5483,3624,3844
"Católica (001)",20405,3940,5009,4313,3138,1921,2084
"Cristiana/Evangélica (002)",8834,1794,2101,1748,1340,929,922
"Otra (003)",5697,1053,1267,1094,839,688,756
"Ninguna (004)",1204,205,376,289,166,86,82
"Hombres (006)",19806,3608,4796,4016,3057,2087,2242
"Católica (007)",11456,2048,2807,2407,1802,1129,1263
"Cristiana/Evangélica (008)",4657,901,1106,894,713,525,518
"Otra (009)",2976,547,670,542,425,378,414
"Ninguna (010)",717,112,213,173,117,55,47
"Mujeres (012)",16334,3384,3957,3428,2426,1537,1602
"Católica (013)",8949,1892,2202,1906,1336,792,821
"Cristiana/Evangélica (014)",4177,893,995,854,627,404,404
"Otra (015)",2721,506,597,552,414,310,342
"Ninguna (016)",487,93,163,116,49,31,35
,,,,,,,
"URBANA (018)",11497,2281,2717,2467,1841,1122,1069
"Católica (019)",7483,1453,1752,1626,1203,735,714
"Cristiana/Evangélica (020)",2558,545,590,503,419,265,236
"Otra (021)",995,194,236,218,152,95,100
"Ninguna (022)",461,89,139,120,67,27,19
"Hombres (024)",6105,1161,1434,1251,991,653,615
"Católica (025)",4036,732,944,861,650,431,418
"Cristiana/Evangélica (026)",1284,276,290,225,218,150,125
"Otra (027)",513,105,124,99,72,53,60
"Ninguna (028)",272,48,76,66,51,19,12
"Mujeres (030)",5392,1120,1283,1216,850,469,454
"Católica (031)",3447,721,808,765,553,304,296
"Cristiana/Evangélica (032)",1274,269,300,278,201,115,111
"Otra (033)",482,89,112,119,80,42,40
"Ninguna (034)",189,41,63,54,16,8,7
,,,,,,,
"RURAL (036)",24643,4711,6036,4977,3642,2502,2775
"Católica (037)",12922,2487,3257,2687,1935,1186,1370
"Cristiana/Evangélica (038)",6276,1249,1511,1245,921,664,686
"Otra (039)",4702,859,1031,876,687,593,656
"Ninguna (040)",743,116,237,169,99,59,63
"Hombres (042)",13701,2447,3362,2765,2066,1434,1627
"Católica (043)",7420,1316,1863,1546,1152,698,845
"Cristiana/Evangélica (044)",3373,625,816,669,495,375,393
"Otra (045)",2463,442,546,443,353,325,354
"Ninguna (046)",445,64,137,107,66,36,35
"Mujeres (048)",10942,2264,2674,2212,1576,1068,1148
"Católica (049)",5502,1171,1394,1141,783,488,525
"Cristiana/Evangélica (050)",2903,624,695,576,426,289,293
"Otra (051)",2239,417,485,433,334,268,302
"Ninguna (052)",298,52,100,62,33,23,28
