"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia TARATA (000)",5537,5426,111
"Hombres (001)",2833,2786,47
"Mujeres (002)",2704,2640,64
"De 18 a 29 años (003)",1454,1418,36
"Hombres (004)",733,712,21
"Mujeres (005)",721,706,15
"De 30 a 44 años (006)",1587,1575,12
"Hombres (007)",861,854,7
"Mujeres (008)",726,721,5
"De 45 a 64 años (009)",1502,1490,12
"Hombres (010)",760,754,6
"Mujeres (011)",742,736,6
"De 65 y más años (012)",994,943,51
"Hombres (013)",479,466,13
"Mujeres (014)",515,477,38
,,,
"URBANA (015)",4294,4207,87
"Hombres (016)",2176,2139,37
"Mujeres (017)",2118,2068,50
"De 18 a 29 años (018)",1128,1100,28
"Hombres (019)",572,554,18
"Mujeres (020)",556,546,10
"De 30 a 44 años (021)",1240,1229,11
"Hombres (022)",658,652,6
"Mujeres (023)",582,577,5
"De 45 a 64 años (024)",1157,1148,9
"Hombres (025)",577,572,5
"Mujeres (026)",580,576,4
"De 65 y más años (027)",769,730,39
"Hombres (028)",369,361,8
"Mujeres (029)",400,369,31
,,,
"RURAL (030)",1243,1219,24
"Hombres (031)",657,647,10
"Mujeres (032)",586,572,14
"De 18 a 29 años (033)",326,318,8
"Hombres (034)",161,158,3
"Mujeres (035)",165,160,5
"De 30 a 44 años (036)",347,346,1
"Hombres (037)",203,202,1
"Mujeres (038)",144,144,
"De 45 a 64 años (039)",345,342,3
"Hombres (040)",183,182,1
"Mujeres (041)",162,160,2
"De 65 y más años (042)",225,213,12
"Hombres (043)",110,105,5
"Mujeres (044)",115,108,7
