"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia LORETO",,,
"Viviendas particulares (001)",2052,1733,319
"Ocupantes presentes (002)",10854,9165,1689
"Casa independiente",,,
"Viviendas particulares (004)",1951,1650,301
"Ocupantes presentes (005)",10505,8877,1628
"Departamento en edificio",,,
"Viviendas particulares (007)",3,3,
"Ocupantes presentes (008)",8,8,
"Vivienda en quinta",,,
"Viviendas particulares (010)",80,69,11
"Ocupantes presentes (011)",265,234,31
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",4,3,1
"Ocupantes presentes (014)",26,22,4
"Choza o cabaña",,,
"Viviendas particulares (016)",2,,2
"Ocupantes presentes (017)",6,,6
"Vivienda improvisada",,,
"Viviendas particulares (019)",9,6,3
"Ocupantes presentes (020)",36,21,15
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",3,2,1
"Ocupantes presentes (023)",8,3,5
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",1714,1437,277
"Ocupantes presentes (029)",9111,7656,1455
"Casa independiente",,,
"Viviendas particulares (031)",1615,1354,261
"Ocupantes presentes (032)",8768,7368,1400
"Departamento en edificio",,,
"Viviendas particulares (034)",3,3,
"Ocupantes presentes (035)",8,8,
"Vivienda en quinta",,,
"Viviendas particulares (037)",80,69,11
"Ocupantes presentes (038)",265,234,31
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",4,3,1
"Ocupantes presentes (041)",26,22,4
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",9,6,3
"Ocupantes presentes (047)",36,21,15
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",3,2,1
"Ocupantes presentes (050)",8,3,5
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",338,296,42
"Ocupantes presentes (056)",1743,1509,234
"Casa independiente",,,
"Viviendas particulares (058)",336,296,40
"Ocupantes presentes (059)",1737,1509,228
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",2,,2
"Ocupantes presentes (071)",6,,6
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
