"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia BOLIVAR (000)",8437,7881,556
"Hombres (001)",4332,4069,263
"Mujeres (002)",4105,3812,293
"De 18 a 29 años (003)",2520,2316,204
"Hombres (004)",1289,1170,119
"Mujeres (005)",1231,1146,85
"De 30 a 44 años (006)",2800,2701,99
"Hombres (007)",1407,1361,46
"Mujeres (008)",1393,1340,53
"De 45 a 64 años (009)",2152,2030,122
"Hombres (010)",1155,1096,59
"Mujeres (011)",997,934,63
"De 65 y más años (012)",965,834,131
"Hombres (013)",481,442,39
"Mujeres (014)",484,392,92
,,,
"URBANA (015)",3141,3027,114
"Hombres (016)",1577,1522,55
"Mujeres (017)",1564,1505,59
"De 18 a 29 años (018)",818,772,46
"Hombres (019)",404,377,27
"Mujeres (020)",414,395,19
"De 30 a 44 años (021)",1064,1048,16
"Hombres (022)",524,514,10
"Mujeres (023)",540,534,6
"De 45 a 64 años (024)",893,871,22
"Hombres (025)",476,465,11
"Mujeres (026)",417,406,11
"De 65 y más años (027)",366,336,30
"Hombres (028)",173,166,7
"Mujeres (029)",193,170,23
,,,
"RURAL (030)",5296,4854,442
"Hombres (031)",2755,2547,208
"Mujeres (032)",2541,2307,234
"De 18 a 29 años (033)",1702,1544,158
"Hombres (034)",885,793,92
"Mujeres (035)",817,751,66
"De 30 a 44 años (036)",1736,1653,83
"Hombres (037)",883,847,36
"Mujeres (038)",853,806,47
"De 45 a 64 años (039)",1259,1159,100
"Hombres (040)",679,631,48
"Mujeres (041)",580,528,52
"De 65 y más años (042)",599,498,101
"Hombres (043)",308,276,32
"Mujeres (044)",291,222,69
