"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SANDIA (000)",57487,8348,1424,24675,19778,989,869,482,922
"Jefe o Jefa (001)",19282,2620,6,8440,6622,355,442,207,590
"Esposa(o)/ compa¤era(o) (002)",8808,1613,9,4229,2573,101,149,25,109
"Hijo(a)/ hijastro(a) (003)",23473,3218,1229,9824,8340,405,164,197,96
"Yerno/ nuera (004)",541,7,,132,349,14,14,10,15
"Nieto(a) (005)",1404,376,119,652,246,6,,3,2
"Padres/ suegros (006)",306,188,,97,15,2,1,1,2
"Otro(a) pariente (007)",2460,253,55,988,1009,71,41,16,27
"Trabajador(a) del hogar (008)",71,1,,19,45,4,1,,1
"Pensionista (009)",13,1,,1,6,1,1,2,1
"Otro(a) no pariente (010)",1129,71,6,293,573,30,56,21,79
"Hombres (012)",30699,3162,718,12761,11957,614,509,352,626
"Jefe o Jefa (013)",14363,1114,4,6428,5522,300,348,184,463
"Esposa(o)/ compa¤era(o) (014)",392,34,1,129,188,9,11,4,16
"Hijo(a)/ hijastro(a) (015)",12536,1603,616,5023,4816,218,80,122,58
"Yerno/ nuera (016)",225,1,,38,148,11,9,7,11
"Nieto(a) (017)",756,200,65,329,153,5,,2,2
"Padres/ suegros (018)",118,44,,64,7,1,,1,1
"Otro(a) pariente (019)",1450,122,29,541,659,41,23,14,21
"Trabajador(a) del hogar (020)",31,,,8,19,2,1,,1
"Pensionista (021)",10,,,1,6,1,,1,1
"Otro(a) no pariente (022)",818,44,3,200,439,26,37,17,52
"Mujeres (024)",26788,5186,706,11914,7821,375,360,130,296
"Jefe o Jefa (025)",4919,1506,2,2012,1100,55,94,23,127
"Esposa(o)/ compa¤era(o) (026)",8416,1579,8,4100,2385,92,138,21,93
"Hijo(a)/ hijastro(a) (027)",10937,1615,613,4801,3524,187,84,75,38
"Yerno/ nuera (028)",316,6,,94,201,3,5,3,4
"Nieto(a) (029)",648,176,54,323,93,1,,1,
"Padres/ suegros (030)",188,144,,33,8,1,1,,1
"Otro(a) pariente (031)",1010,131,26,447,350,30,18,2,6
"Trabajador(a) del hogar (032)",40,1,,11,26,2,,,
"Pensionista (033)",3,1,,,,,1,1,
"Otro(a) no pariente (034)",311,27,3,93,134,4,19,4,27
,,,,,,,,,
"URBANA (036)",14864,1840,408,5380,5445,460,501,218,612
"Jefe o Jefa (037)",4569,549,,1512,1628,160,243,89,388
"Esposa(o)/ compa¤era(o) (038)",2159,285,3,818,780,63,112,16,82
"Hijo(a)/ hijastro(a) (039)",6362,770,343,2433,2409,170,86,93,58
"Yerno/ nuera (040)",146,,,19,100,5,3,8,11
"Nieto(a) (041)",371,95,38,160,72,3,,1,2
"Padres/ suegros (042)",105,55,,41,5,,1,1,2
"Otro(a) pariente (043)",812,63,23,322,318,43,22,5,16
"Trabajador(a) del hogar (044)",30,1,,3,22,3,,,1
"Pensionista (045)",3,,,1,,,1,,1
"Otro(a) no pariente (046)",307,22,1,71,111,13,33,5,51
