"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia DOS DE MAYO",,,,,,
"Viviendas particulares (001)",10450,10230,187,29,4,
"Ocupantes presentes (002)",46797,44860,1547,339,51,
"Casa independiente",,,,,,
"Viviendas particulares (004)",9027,8817,178,28,4,
"Ocupantes presentes (005)",40611,38752,1476,332,51,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",25,21,3,1,,
"Ocupantes presentes (011)",87,58,22,7,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",42,39,3,,,
"Ocupantes presentes (014)",131,111,20,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",1333,1330,3,,,
"Ocupantes presentes (017)",5878,5849,29,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",5,5,,,,
"Ocupantes presentes (020)",21,21,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",16,16,,,,
"Ocupantes presentes (023)",65,65,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",2,2,,,,
"Ocupantes presentes (026)",4,4,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",3791,3591,168,28,4,
"Ocupantes presentes (029)",16222,14467,1378,326,51,
"Casa independiente",,,,,,
"Viviendas particulares (031)",3711,3518,162,27,4,
"Ocupantes presentes (032)",15942,14236,1336,319,51,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",25,21,3,1,,
"Ocupantes presentes (038)",87,58,22,7,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",42,39,3,,,
"Ocupantes presentes (041)",131,111,20,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",5,5,,,,
"Ocupantes presentes (047)",21,21,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",7,7,,,,
"Ocupantes presentes (050)",38,38,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",1,1,,,,
"Ocupantes presentes (053)",3,3,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",6659,6639,19,1,,
"Ocupantes presentes (056)",30575,30393,169,13,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",5316,5299,16,1,,
"Ocupantes presentes (059)",24669,24516,140,13,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",1333,1330,3,,,
"Ocupantes presentes (071)",5878,5849,29,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",9,9,,,,
"Ocupantes presentes (077)",27,27,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",1,1,,,,
"Ocupantes presentes (080)",1,1,,,,
