"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ATALAYA (000)",34809,11030,11684,7082,4137,876
"Hombres (001)",18409,5804,5828,3847,2413,517
"Mujeres (002)",16400,5226,5856,3235,1724,359
"PEA (003)",13646,903,5488,4453,2465,337
"Hombres (004)",9388,548,3642,3098,1833,267
"Mujeres (005)",4258,355,1846,1355,632,70
"Ocupada (006)",12955,843,5157,4250,2379,326
"Hombres (007)",8875,509,3413,2938,1759,256
"Mujeres (008)",4080,334,1744,1312,620,70
"Desocupada (009)",691,60,331,203,86,11
"Hombres (010)",513,39,229,160,74,11
"Mujeres (011)",178,21,102,43,12,
"No PEA (012)",21163,10127,6196,2629,1672,539
"Hombres (013)",9021,5256,2186,749,580,250
"Mujeres (014)",12142,4871,4010,1880,1092,289
,,,,,,
"URBANA (018)",12913,3491,4376,2969,1686,391
"Hombres (019)",6847,1806,2186,1603,1021,231
"Mujeres (020)",6066,1685,2190,1366,665,160
"PEA (021)",5664,165,2108,2102,1132,157
"Hombres (022)",3807,109,1344,1388,844,122
"Mujeres (023)",1857,56,764,714,288,35
"Ocupada (024)",5393,151,1980,2022,1094,146
"Hombres (025)",3603,102,1253,1327,810,111
"Mujeres (026)",1790,49,727,695,284,35
"Desocupada (027)",271,14,128,80,38,11
"Hombres (028)",204,7,91,61,34,11
"Mujeres (029)",67,7,37,19,4,
"No PEA (030)",7249,3326,2268,867,554,234
"Hombres (031)",3040,1697,842,215,177,109
"Mujeres (032)",4209,1629,1426,652,377,125
,,,,,,
"RURAL (036)",21896,7539,7308,4113,2451,485
"Hombres (037)",11562,3998,3642,2244,1392,286
"Mujeres (038)",10334,3541,3666,1869,1059,199
"PEA (039)",7982,738,3380,2351,1333,180
"Hombres (040)",5581,439,2298,1710,989,145
"Mujeres (041)",2401,299,1082,641,344,35
"Ocupada (042)",7562,692,3177,2228,1285,180
"Hombres (043)",5272,407,2160,1611,949,145
"Mujeres (044)",2290,285,1017,617,336,35
"Desocupada (045)",420,46,203,123,48,
"Hombres (046)",309,32,138,99,40,
"Mujeres (047)",111,14,65,24,8,
"No PEA (048)",13914,6801,3928,1762,1118,305
"Hombres (049)",5981,3559,1344,534,403,141
"Mujeres (050)",7933,3242,2584,1228,715,164
