"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia JUNIN (000)",8257,7799,40,1575,1555,1210,1749,1056,467,147,458,28333
"De 12 a 14 años (001)",10,5,,2,3,,,,,,5,8
"De 15 a 19 años (002)",141,118,,105,12,1,,,,,23,132
"De 20 a 24 años (003)",720,556,7,347,159,37,6,,,,164,802
"De 25 a 29 años (004)",805,709,5,291,255,104,48,5,1,,96,1353
"De 30 a 34 años (005)",856,788,7,181,266,176,138,16,3,1,68,1969
"De 35 a 39 años (006)",971,937,3,173,225,226,233,72,5,,34,2816
"De 40 a 44 años (007)",906,884,3,124,169,175,266,108,35,4,22,3175
"De 45 a 49 años (008)",809,794,3,95,114,125,242,141,61,13,15,3317
"De 50 y más años (009)",3039,3008,12,257,352,366,816,714,362,129,31,14761
"PEA (010)",2501,2318,20,554,539,362,502,225,93,23,183,7387
"De 12 a 14 años (011)",2,2,,1,1,,,,,,,3
"De 15 a 19 años (012)",25,23,,21,1,1,,,,,2,26
"De 20 a 24 años (013)",176,120,2,76,34,7,1,,,,56,170
"De 25 a 29 años (014)",245,201,3,92,73,21,11,1,,,44,353
"De 30 a 34 años (015)",283,246,5,75,93,39,29,5,,,37,528
"De 35 a 39 años (016)",334,317,1,82,93,66,63,12,,,17,816
"De 40 a 44 años (017)",335,325,1,64,79,63,89,21,8,,10,1000
"De 45 a 49 años (018)",310,306,2,49,61,56,87,29,18,4,4,1096
"De 50 y más años (019)",791,778,6,94,104,109,222,157,67,19,13,3395
"Ocupada (020)",2413,2244,19,520,523,355,493,222,89,23,169,7210
"De 12 a 14 años (021)",2,2,,1,1,,,,,,,3
"De 15 a 19 años (022)",22,20,,18,1,1,,,,,2,23
