"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUANCANE (000)",1022,527,495
"Sin nivel (001)",34,3,31
"Primaria (003)",191,69,122
"Secundaria (004)",555,325,230
"Superior no univ. incompleta (005)",40,18,22
"Superior no univ. completa (006)",119,66,53
"Superior univ. incompleta (007)",15,8,7
"Superior univ. completa (008)",68,38,30
"Hombres (010)",787,375,412
"Sin nivel (011)",21,2,19
"Primaria (013)",150,42,108
"Secundaria (014)",442,239,203
"Superior no univ. incompleta (015)",29,13,16
"Superior no univ. completa (016)",83,46,37
"Superior univ. incompleta (017)",11,6,5
"Superior univ. completa (018)",51,27,24
"Mujeres (020)",235,152,83
"Sin nivel (021)",13,1,12
"Primaria (023)",41,27,14
"Secundaria (024)",113,86,27
"Superior no univ. incompleta (025)",11,5,6
"Superior no univ. completa (026)",36,20,16
"Superior univ. incompleta (027)",4,2,2
"Superior univ. completa (028)",17,11,6
,,,
"AREA URBANA (030)",408,187,221
"Sin nivel (031)",15,1,14
"Primaria (033)",51,15,36
"Secundaria (034)",208,112,96
"Superior no univ. incompleta (035)",28,12,16
"Superior no univ. completa (036)",57,24,33
"Superior univ. incompleta (037)",10,5,5
"Superior univ. completa (038)",39,18,21
"Hombres (040)",286,118,168
"Sin nivel (041)",8,1,7
"Primaria (043)",33,6,27
"Secundaria (044)",155,73,82
"Superior no univ. incompleta (045)",20,8,12
"Superior no univ. completa (046)",37,15,22
"Superior univ. incompleta (047)",6,3,3
"Superior univ. completa (048)",27,12,15
"Mujeres (050)",122,69,53
"Sin nivel (051)",7,,7
"Primaria (053)",18,9,9
"Secundaria (054)",53,39,14
"Superior no univ. incompleta (055)",8,4,4
"Superior no univ. completa (056)",20,9,11
"Superior univ. incompleta (057)",4,2,2
"Superior univ. completa (058)",12,6,6
,,,
"AREA RURAL (060)",614,340,274
"Sin nivel (061)",19,2,17
"Primaria (063)",140,54,86
"Secundaria (064)",347,213,134
"Superior no univ. incompleta (065)",12,6,6
"Superior no univ. completa (066)",62,42,20
"Superior univ. incompleta (067)",5,3,2
"Superior univ. completa (068)",29,20,9
"Hombres (070)",501,257,244
"Sin nivel (071)",13,1,12
"Primaria (073)",117,36,81
"Secundaria (074)",287,166,121
"Superior no univ. incompleta (075)",9,5,4
"Superior no univ. completa (076)",46,31,15
"Superior univ. incompleta (077)",5,3,2
"Superior univ. completa (078)",24,15,9
"Mujeres (080)",113,83,30
"Sin nivel (081)",6,1,5
"Primaria (083)",23,18,5
"Secundaria (084)",60,47,13
"Superior no univ. incompleta (085)",3,1,2
"Superior no univ. completa (086)",16,11,5
"Superior univ. completa (088)",5,5,
