"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia BARRANCA (000)",52177,48426,13104,8476,8331,5655,6554,3405,1821,1080,3751,120185
"De 12 a 14 años (001)",4197,4162,4145,16,1,,,,,,35,18
"De 15 a 19 años (002)",6546,6356,5575,698,71,9,3,,,,190,879
"De 20 a 24 años (003)",5873,4748,1826,2132,667,97,21,5,,,1125,3878
"De 25 a 29 años (004)",5491,4496,463,1978,1459,469,116,9,2,,995,6860
"De 30 a 34 años (005)",4995,4532,273,1253,1680,835,441,38,5,7,463,9344
"De 35 a 39 años (006)",4719,4437,168,847,1443,990,801,161,23,4,282,11377
"De 40 a 44 años (007)",4167,3962,133,528,1073,908,953,288,54,25,205,12109
"De 45 a 49 años (008)",3429,3285,100,325,656,700,914,394,157,39,144,12052
"De 50 y más años (009)",12760,12448,421,699,1281,1647,3305,2510,1580,1005,312,63668
"PEA (010)",17210,15254,2748,3370,3253,2107,2200,969,429,178,1956,37585
"De 12 a 14 años (011)",119,119,116,3,,,,,,,,3
"De 15 a 19 años (012)",1147,1102,968,116,13,4,1,,,,45,158
"De 20 a 24 años (013)",2163,1621,812,620,157,24,5,3,,,542,1046
"De 25 a 29 años (014)",2283,1679,260,796,443,139,39,2,,,604,2271
"De 30 a 34 años (015)",2235,1938,177,608,673,292,169,14,2,3,297,3680
"De 35 a 39 años (016)",2321,2139,122,482,647,449,352,74,12,1,182,5203
"De 40 a 44 años (017)",2055,1943,78,307,560,414,434,119,23,8,112,5586
"De 45 a 49 años (018)",1619,1541,63,195,329,321,398,165,57,13,78,5261
"De 50 y más años (019)",3268,3172,152,243,431,464,802,592,335,153,96,14377
"Ocupada (020)",16608,14780,2550,3271,3184,2063,2159,955,422,176,1828,36860
