"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CORONGO (000)",72,,39,19,10,4
"Conviviente (001)",27,,13,12,2,
"Separado(a) (002)",2,,,2,,
"Casado(a) (003)",12,,,3,7,2
"Viudo(a) (004)",1,,,,,1
"Soltero(a) (006)",30,,26,2,1,1
"Hombres (008)",61,,33,16,9,3
"Conviviente (009)",22,,11,9,2,
"Separado(a) (010)",2,,,2,,
"Casado(a) (011)",11,,,3,6,2
"Soltero(a) (014)",26,,22,2,1,1
"Mujeres (016)",11,,6,3,1,1
"Conviviente (017)",5,,2,3,,
"Casado(a) (019)",1,,,,1,
"Viudo(a) (020)",1,,,,,1
"Soltero(a) (022)",4,,4,,,
,,,,,,
"AREA URBANA (024)",40,,18,11,8,3
"Conviviente (025)",13,,6,6,1,
"Separado(a) (026)",2,,,2,,
"Casado(a) (027)",9,,,2,6,1
"Viudo(a) (028)",1,,,,,1
"Soltero(a) (030)",15,,12,1,1,1
"Hombres (032)",33,,13,10,8,2
"Conviviente (033)",11,,5,5,1,
"Separado(a) (034)",2,,,2,,
"Casado(a) (035)",9,,,2,6,1
"Soltero(a) (038)",11,,8,1,1,1
"Mujeres (040)",7,,5,1,,1
"Conviviente (041)",2,,1,1,,
"Viudo(a) (044)",1,,,,,1
"Soltero(a) (046)",4,,4,,,
,,,,,,
"AREA RURAL (048)",32,,21,8,2,1
"Conviviente (049)",14,,7,6,1,
"Casado(a) (051)",3,,,1,1,1
"Soltero(a) (054)",15,,14,1,,
"Hombres (056)",28,,20,6,1,1
"Conviviente (057)",11,,6,4,1,
"Casado(a) (059)",2,,,1,,1
"Soltero(a) (062)",15,,14,1,,
"Mujeres (064)",4,,1,2,1,
"Conviviente (065)",3,,1,2,,
"Casado(a) (067)",1,,,,1,
