"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia SIHUAS (000)",28564,1578,8296,5375,3361,3399,2510,1693,2352
"Quechua (001)",10520,491,2905,1895,1126,1349,1027,729,998
"Aymara (002)",13,,4,,4,3,1,1,
"Ashaninca (003)",1,,,1,,,,,
"Otra lengua nativa (004)",4,,1,,2,,1,,
"Castellano (005)",17965,1085,5377,3472,2216,2041,1476,958,1340
"Idioma extranjero (006)",1,,,,,,,,1
"Es sordomudo/a (007)",60,2,9,7,13,6,5,5,13
"Hombres (009)",14045,816,4161,2749,1629,1626,1234,787,1043
"Quechua (010)",5048,255,1428,974,526,620,493,325,427
"Aymara (011)",4,,1,,1,1,,1,
"Ashaninca (012)",1,,,1,,,,,
"Otra lengua nativa (013)",1,,,,1,,,,
"Castellano (014)",8967,559,2727,1770,1095,1004,740,461,611
"Es sordomudo/a (016)",24,2,5,4,6,1,1,,5
"Mujeres (018)",14519,762,4135,2626,1732,1773,1276,906,1309
"Quechua (019)",5472,236,1477,921,600,729,534,404,571
"Aymara (020)",9,,3,,3,2,1,,
"Otra lengua nativa (022)",3,,1,,1,,1,,
"Castellano (023)",8998,526,2650,1702,1121,1037,736,497,729
"Idioma extranjero (024)",1,,,,,,,,1
"Es sordomudo/a (025)",36,,4,3,7,5,4,5,8
,,,,,,,,,
"URBANA (027)",7485,337,1869,1483,1051,1036,703,427,579
"Quechua (028)",1238,34,215,240,150,204,162,90,143
"Aymara (029)",3,,,,1,2,,,
"Ashaninca (030)",1,,,1,,,,,
"Castellano (032)",6236,303,1653,1238,900,830,541,337,434
"Idioma extranjero (033)",1,,,,,,,,1
"Es sordomudo/a (034)",6,,1,4,,,,,1
"Hombres (036)",3740,178,959,756,520,500,363,200,264
"Quechua (037)",577,21,93,122,67,98,77,37,62
"Aymara (038)",1,,,,1,,,,
"Ashaninca (039)",1,,,1,,,,,
"Castellano (041)",3158,157,865,631,452,402,286,163,202
"Es sordomudo/a (043)",3,,1,2,,,,,
"Mujeres (045)",3745,159,910,727,531,536,340,227,315
"Quechua (046)",661,13,122,118,83,106,85,53,81
"Aymara (047)",2,,,,,2,,,
"Castellano (050)",3078,146,788,607,448,428,255,174,232
"Idioma extranjero (051)",1,,,,,,,,1
"Es sordomudo/a (052)",3,,,2,,,,,1
,,,,,,,,,
"RURAL (054)",21079,1241,6427,3892,2310,2363,1807,1266,1773
"Quechua (055)",9282,457,2690,1655,976,1145,865,639,855
"Aymara (056)",10,,4,,3,1,1,1,
"Otra lengua nativa (058)",4,,1,,2,,1,,
"Castellano (059)",11729,782,3724,2234,1316,1211,935,621,906
"Es sordomudo/a (061)",54,2,8,3,13,6,5,5,12
"Hombres (063)",10305,638,3202,1993,1109,1126,871,587,779
"Quechua (064)",4471,234,1335,852,459,522,416,288,365
"Aymara (065)",3,,1,,,1,,1,
"Otra lengua nativa (067)",1,,,,1,,,,
"Castellano (068)",5809,402,1862,1139,643,602,454,298,409
"Es sordomudo/a (070)",21,2,4,2,6,1,1,,5
"Mujeres (072)",10774,603,3225,1899,1201,1237,936,679,994
"Quechua (073)",4811,223,1355,803,517,623,449,351,490
"Aymara (074)",7,,3,,3,,1,,
"Otra lengua nativa (076)",3,,1,,1,,1,,
"Castellano (077)",5920,380,1862,1095,673,609,481,323,497
"Es sordomudo/a (079)",33,,4,1,7,5,4,5,7
