"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia PAUCAR DEL SARA SARA (000)",8302,1178,1210,1412,1292,1050,2160
"Católica (001)",7505,1060,1057,1239,1169,950,2030
"Cristiana/Evangélica (002)",385,53,62,84,64,45,77
"Otra (003)",249,42,55,50,35,37,30
"Ninguna (004)",163,23,36,39,24,18,23
"Hombres (006)",4230,593,672,757,642,561,1005
"Católica (007)",3827,536,596,665,573,512,945
"Cristiana/Evangélica (008)",177,26,27,39,30,18,37
"Otra (009)",122,17,27,22,24,19,13
"Ninguna (010)",104,14,22,31,15,12,10
"Mujeres (012)",4072,585,538,655,650,489,1155
"Católica (013)",3678,524,461,574,596,438,1085
"Cristiana/Evangélica (014)",208,27,35,45,34,27,40
"Otra (015)",127,25,28,28,11,18,17
"Ninguna (016)",59,9,14,8,9,6,13
,,,,,,,
"URBANA (018)",5560,828,823,970,898,717,1324
"Católica (019)",5125,765,740,873,819,661,1267
"Cristiana/Evangélica (020)",237,37,41,53,48,27,31
"Otra (021)",99,14,20,17,18,15,15
"Ninguna (022)",99,12,22,27,13,14,11
"Hombres (024)",2773,415,443,521,416,385,593
"Católica (025)",2556,385,404,468,377,355,567
"Cristiana/Evangélica (026)",104,19,18,24,18,11,14
"Otra (027)",46,3,7,7,13,9,7
"Ninguna (028)",67,8,14,22,8,10,5
"Mujeres (030)",2787,413,380,449,482,332,731
"Católica (031)",2569,380,336,405,442,306,700
"Cristiana/Evangélica (032)",133,18,23,29,30,16,17
"Otra (033)",53,11,13,10,5,6,8
"Ninguna (034)",32,4,8,5,5,4,6
,,,,,,,
"RURAL (036)",2742,350,387,442,394,333,836
"Católica (037)",2380,295,317,366,350,289,763
"Cristiana/Evangélica (038)",148,16,21,31,16,18,46
"Otra (039)",150,28,35,33,17,22,15
"Ninguna (040)",64,11,14,12,11,4,12
"Hombres (042)",1457,178,229,236,226,176,412
"Católica (043)",1271,151,192,197,196,157,378
"Cristiana/Evangélica (044)",73,7,9,15,12,7,23
"Otra (045)",76,14,20,15,11,10,6
"Ninguna (046)",37,6,8,9,7,2,5
"Mujeres (048)",1285,172,158,206,168,157,424
"Católica (049)",1109,144,125,169,154,132,385
"Cristiana/Evangélica (050)",75,9,12,16,4,11,23
"Otra (051)",74,14,15,18,6,12,9
"Ninguna (052)",27,5,6,3,4,2,7
