"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia SANTA CRUZ",,,,,,,,
"Viviendas particulares (001)",10846,9171,1208,53,83,316,9,6
"Ocupantes presentes (002)",43553,37077,4696,228,320,1179,29,24
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",10425,8787,1186,52,83,303,9,5
"Ocupantes presentes (005)",41928,35604,4596,225,320,1132,29,22
"Departamento en edificio",,,,,,,,
"Viviendas particulares (007)",5,,4,1,,,,
"Ocupantes presentes (008)",23,,20,3,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",11,,6,,,5,,
"Ocupantes presentes (011)",40,,17,,,23,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",6,2,2,,,2,,
"Ocupantes presentes (014)",29,3,23,,,3,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",390,377,7,,,5,,1
"Ocupantes presentes (017)",1512,1455,35,,,20,,2
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",1,1,,,,,,
"Ocupantes presentes (020)",1,1,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",7,3,3,,,1,,
"Ocupantes presentes (023)",18,12,5,,,1,,
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",1,1,,,,,,
"Ocupantes presentes (026)",2,2,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",2277,1064,888,45,60,217,1,2
"Ocupantes presentes (029)",8890,4187,3451,198,232,813,2,7
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",2248,1058,874,44,60,209,1,2
"Ocupantes presentes (032)",8781,4172,3387,195,232,786,2,7
"Departamento en edificio",,,,,,,,
"Viviendas particulares (034)",5,,4,1,,,,
"Ocupantes presentes (035)",23,,20,3,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",11,,6,,,5,,
"Ocupantes presentes (038)",40,,17,,,23,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",6,2,2,,,2,,
"Ocupantes presentes (041)",29,3,23,,,3,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",1,1,,,,,,
"Ocupantes presentes (047)",1,1,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",5,2,2,,,1,,
"Ocupantes presentes (050)",14,9,4,,,1,,
"Otro tipo",,,,,,,,
"Viviendas particulares (052)",1,1,,,,,,
"Ocupantes presentes (053)",2,2,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",8569,8107,320,8,23,99,8,4
"Ocupantes presentes (056)",34663,32890,1245,30,88,366,27,17
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",8177,7729,312,8,23,94,8,3
"Ocupantes presentes (059)",33147,31432,1209,30,88,346,27,15
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",390,377,7,,,5,,1
"Ocupantes presentes (071)",1512,1455,35,,,20,,2
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",2,1,1,,,,,
"Ocupantes presentes (077)",4,3,1,,,,,
"Otro tipo",,,,,,,,
