"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia JAEN (000)",183634,65175,17121,4322,97252
"Menos de 1 año (001)",3681,2762,320,70,533
"De 1 a 14 años (002)",61733,42614,5507,1260,12418
"De 15 a 29 años (003)",50104,11365,2983,986,34813
"De 30 a 44 años (004)",35097,4629,4604,966,24969
"De 45 a 64 años (005)",23954,2640,3051,754,17558
"De 65 y mas años (006)",9065,1165,656,286,6961
"Hombres (008)",94094,31335,8554,2300,52038
"Menos de 1 año (009)",1863,1387,171,37,271
"De 1 a 14 años (010)",31717,21843,2851,634,6420
"De 15 a 29 años (011)",25407,4732,1371,513,18811
"De 30 a 44 años (012)",17653,1590,2127,521,13453
"De 45 a 64 años (013)",12529,1174,1652,423,9318
"De 65 y mas años (014)",4925,609,382,172,3765
"Mujeres (016)",89540,33840,8567,2022,45214
"Menos de 1 año (017)",1818,1375,149,33,262
"De 1 a 14 años (018)",30016,20771,2656,626,5998
"De 15 a 29 años (019)",24697,6633,1612,473,16002
"De 30 a 44 años (020)",17444,3039,2477,445,11516
"De 45 a 64 años (021)",11425,1466,1399,331,8240
"De 65 y mas años (022)",4140,556,274,114,3196
,,,,,
"URBANA (024)",91910,21825,15057,3501,51708
"Menos de 1 año (025)",1652,995,279,52,330
"De 1 a 14 años (026)",27426,13202,4953,1033,8288
"De 15 a 29 años (027)",26836,4306,2616,790,19154
"De 30 a 44 años (028)",19284,1762,3998,802,12784
"De 45 a 64 años (029)",12506,1080,2662,602,8196
"De 65 y mas años (030)",4206,480,549,222,2956
"Hombres (032)",45737,10247,7426,1868,26297
"Menos de 1 año (033)",819,483,151,27,161
"De 1 a 14 años (034)",13981,6721,2576,520,4188
"De 15 a 29 años (035)",12905,1715,1184,416,9603
"De 30 a 44 años (036)",9347,615,1804,436,6527
"De 45 a 64 años (037)",6447,464,1399,339,4270
"De 65 y mas años (038)",2238,249,312,130,1548
"Mujeres (040)",46173,11578,7631,1633,25411
"Menos de 1 año (041)",833,512,128,25,169
"De 1 a 14 años (042)",13445,6481,2377,513,4100
"De 15 a 29 años (043)",13931,2591,1432,374,9551
"De 30 a 44 años (044)",9937,1147,2194,366,6257
"De 45 a 64 años (045)",6059,616,1263,263,3926
"De 65 y mas años (046)",1968,231,237,92,1408
,,,,,
"RURAL (048)",91724,43350,2064,821,45544
"Menos de 1 año (049)",2029,1767,41,18,203
"De 1 a 14 años (050)",34307,29412,554,227,4130
"De 15 a 29 años (051)",23268,7059,367,196,15659
"De 30 a 44 años (052)",15813,2867,606,164,12185
"De 45 a 64 años (053)",11448,1560,389,152,9362
"De 65 y mas años (054)",4859,685,107,64,4005
"Hombres (056)",48357,21088,1128,432,25741
"Menos de 1 año (057)",1044,904,20,10,110
"De 1 a 14 años (058)",17736,15122,275,114,2232
"De 15 a 29 años (059)",12502,3017,187,97,9208
"De 30 a 44 años (060)",8306,975,323,85,6926
"De 45 a 64 años (061)",6082,710,253,84,5048
"De 65 y mas años (062)",2687,360,70,42,2217
"Mujeres (064)",43367,22262,936,389,19803
"Menos de 1 año (065)",985,863,21,8,93
"De 1 a 14 años (066)",16571,14290,279,113,1898
"De 15 a 29 años (067)",10766,4042,180,99,6451
"De 30 a 44 años (068)",7507,1892,283,79,5259
"De 45 a 64 años (069)",5366,850,136,68,4314
"De 65 y mas años (070)",2172,325,37,22,1788
