"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia PALLASCA (000)",16560,8021,176,320,7392,279,8,25,,339
"Hombres (001)",5894,4114,120,231,1039,137,5,17,,231
"Mujeres (002)",10666,3907,56,89,6353,142,3,8,,108
"De 06 a 14 años (003)",6572,6318,,,131,56,,2,,65
"Hombres (004)",3295,3212,,,28,22,,1,,32
"Mujeres (005)",3277,3106,,,103,34,,1,,33
"De 15 a 29 años (006)",3864,1669,1,62,2017,,3,3,,109
"Hombres (007)",1265,887,,40,257,,2,3,,76
"Mujeres (008)",2599,782,1,22,1760,,1,,,33
"De 30 a 44 años (009)",2129,23,2,71,1973,,3,7,,50
"Hombres (010)",361,11,2,52,250,,2,4,,40
"Mujeres (011)",1768,12,,19,1723,,1,3,,10
"De 45 a 64 años (012)",2066,9,49,88,1869,1,2,3,,45
"Hombres (013)",381,4,30,68,237,1,1,1,,39
"Mujeres (014)",1685,5,19,20,1632,,1,2,,6
"De 65 y más años (015)",1929,2,124,99,1402,222,,10,,70
"Hombres (016)",592,,88,71,267,114,,8,,44
"Mujeres (017)",1337,2,36,28,1135,108,,2,,26
,,,,,,,,,,
"AREA URBANA (018)",8504,4142,146,153,3783,124,4,13,,139
"Hombres (019)",3055,2079,97,90,624,61,1,9,,94
"Mujeres (020)",5449,2063,49,63,3159,63,3,4,,45
"De 06 a 14 años (021)",3250,3155,,,53,13,,1,,28
"Hombres (022)",1614,1574,,,16,6,,,,18
"Mujeres (023)",1636,1581,,,37,7,,1,,10
"De 15 a 29 años (024)",1964,965,,23,915,,1,2,,58
"Hombres (025)",697,493,,12,153,,,2,,37
"Mujeres (026)",1267,472,,11,762,,1,,,21
"De 30 a 44 años (027)",1035,14,2,20,978,,1,4,,16
"Hombres (028)",178,8,2,7,143,,,3,,15
"Mujeres (029)",857,6,,13,835,,1,1,,1
"De 45 a 64 años (030)",1134,7,38,47,1022,,2,1,,17
"Hombres (031)",220,4,24,33,143,,1,,,15
"Mujeres (032)",914,3,14,14,879,,1,1,,2
"De 65 y más años (033)",1121,1,106,63,815,111,,5,,20
"Hombres (034)",346,,71,38,169,55,,4,,9
"Mujeres (035)",775,1,35,25,646,56,,1,,11
,,,,,,,,,,
"AREA RURAL (036)",8056,3879,30,167,3609,155,4,12,,200
"Hombres (037)",2839,2035,23,141,415,76,4,8,,137
"Mujeres (038)",5217,1844,7,26,3194,79,,4,,63
"De 06 a 14 años (039)",3322,3163,,,78,43,,1,,37
"Hombres (040)",1681,1638,,,12,16,,1,,14
"Mujeres (041)",1641,1525,,,66,27,,,,23
"De 15 a 29 años (042)",1900,704,1,39,1102,,2,1,,51
"Hombres (043)",568,394,,28,104,,2,1,,39
"Mujeres (044)",1332,310,1,11,998,,,,,12
"De 30 a 44 años (045)",1094,9,,51,995,,2,3,,34
"Hombres (046)",183,3,,45,107,,2,1,,25
"Mujeres (047)",911,6,,6,888,,,2,,9
"De 45 a 64 años (048)",932,2,11,41,847,1,,2,,28
"Hombres (049)",161,,6,35,94,1,,1,,24
"Mujeres (050)",771,2,5,6,753,,,1,,4
"De 65 y más años (051)",808,1,18,36,587,111,,5,,50
"Hombres (052)",246,,17,33,98,59,,4,,35
"Mujeres (053)",562,1,1,3,489,52,,1,,15
