"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia ANTONIO RAYMONDI",,,,,,,,
"Viviendas particulares (001)",3951,3770,164,1,4,12,,
"Ocupantes presentes (002)",16819,16048,699,5,14,53,,
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",3914,3735,162,1,4,12,,
"Ocupantes presentes (005)",16664,15902,690,5,14,53,,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",4,2,2,,,,,
"Ocupantes presentes (014)",13,4,9,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",31,31,,,,,,
"Ocupantes presentes (017)",133,133,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",1,1,,,,,,
"Ocupantes presentes (020)",4,4,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",1,1,,,,,,
"Ocupantes presentes (023)",5,5,,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",1068,932,120,1,3,12,,
"Ocupantes presentes (029)",4233,3678,486,5,11,53,,
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",1062,928,118,1,3,12,,
"Ocupantes presentes (032)",4211,3665,477,5,11,53,,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",4,2,2,,,,,
"Ocupantes presentes (041)",13,4,9,,,,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",1,1,,,,,,
"Ocupantes presentes (047)",4,4,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",1,1,,,,,,
"Ocupantes presentes (050)",5,5,,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",2883,2838,44,,1,,,
"Ocupantes presentes (056)",12586,12370,213,,3,,,
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",2852,2807,44,,1,,,
"Ocupantes presentes (059)",12453,12237,213,,3,,,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",31,31,,,,,,
"Ocupantes presentes (071)",133,133,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Otro tipo",,,,,,,,
