"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ABANCAY (000)",31552,2228,30,7545,10648,1440,2603,2227,4831
"Empleado (001)",9059,38,1,265,1606,520,1799,1034,3796
"Obrero (002)",4892,371,5,1668,2301,178,117,181,71
"Trabajador independiente (003)",12861,1326,11,3950,4801,579,579,794,821
"Empleador o patrono (004)",549,20,,136,198,30,47,48,70
"Trabajador familiar no remunerado (005)",3410,429,10,1327,1296,90,51,142,65
"Trabajador del hogar (006)",781,44,3,199,446,43,10,28,8
"Hombres (008)",20119,1148,13,5204,7304,859,1409,1414,2768
"Empleado (009)",4903,10,,113,952,277,888,606,2057
"Obrero (010)",4337,265,2,1471,2107,161,105,163,63
"Trabajador independiente (011)",8395,663,6,2705,3209,358,354,528,572
"Empleador o patrono (012)",419,9,,110,159,21,34,37,49
"Trabajador familiar no remunerado (013)",2007,195,5,792,842,41,27,79,26
"Trabajador del hogar (014)",58,6,,13,35,1,1,1,1
"Mujeres (016)",11433,1080,17,2341,3344,581,1194,813,2063
"Empleado (017)",4156,28,1,152,654,243,911,428,1739
"Obrero (018)",555,106,3,197,194,17,12,18,8
"Trabajador independiente (019)",4466,663,5,1245,1592,221,225,266,249
"Empleador o patrono (020)",130,11,,26,39,9,13,11,21
"Trabajador familiar no remunerado (021)",1403,234,5,535,454,49,24,63,39
"Trabajador del hogar (022)",723,38,3,186,411,42,9,27,7
,,,,,,,,,
"URBANA (024)",22085,761,17,3402,7441,1280,2426,2117,4641
"Empleado (025)",8595,29,1,216,1467,491,1715,1009,3667
"Obrero (026)",2817,105,3,742,1482,147,105,166,67
"Trabajador independiente (027)",8252,506,7,1815,3364,515,520,750,775
"Empleador o patrono (028)",400,9,,65,139,26,47,47,67
"Trabajador familiar no remunerado (029)",1313,78,4,387,579,60,31,117,57
"Trabajador del hogar (030)",708,34,2,177,410,41,8,28,8
"Hombres (032)",12529,182,7,1761,4582,745,1281,1322,2649
"Empleado (033)",4634,5,,97,854,262,834,588,1994
"Obrero (034)",2458,62,2,618,1342,133,94,148,59
"Trabajador independiente (035)",4541,90,2,832,1976,312,309,489,531
"Empleador o patrono (036)",282,4,,41,104,17,34,36,46
"Trabajador familiar no remunerado (037)",573,20,3,161,282,20,9,60,18
"Trabajador del hogar (038)",41,1,,12,24,1,1,1,1
"Mujeres (040)",9556,579,10,1641,2859,535,1145,795,1992
"Empleado (041)",3961,24,1,119,613,229,881,421,1673
"Obrero (042)",359,43,1,124,140,14,11,18,8
"Trabajador independiente (043)",3711,416,5,983,1388,203,211,261,244
"Empleador o patrono (044)",118,5,,24,35,9,13,11,21
"Trabajador familiar no remunerado (045)",740,58,1,226,297,40,22,57,39
"Trabajador del hogar (046)",667,33,2,165,386,40,7,27,7
,,,,,,,,,
"RURAL (048)",9467,1467,13,4143,3207,160,177,110,190
"Empleado (049)",464,9,,49,139,29,84,25,129
"Obrero (050)",2075,266,2,926,819,31,12,15,4
"Trabajador independiente (051)",4609,820,4,2135,1437,64,59,44,46
"Empleador o patrono (052)",149,11,,71,59,4,,1,3
"Trabajador familiar no remunerado (053)",2097,351,6,940,717,30,20,25,8
"Trabajador del hogar (054)",73,10,1,22,36,2,2,,
"Hombres (056)",7590,966,6,3443,2722,114,128,92,119
"Empleado (057)",269,5,,16,98,15,54,18,63
"Obrero (058)",1879,203,,853,765,28,11,15,4
"Trabajador independiente (059)",3854,573,4,1873,1233,46,45,39,41
"Empleador o patrono (060)",137,5,,69,55,4,,1,3
"Trabajador familiar no remunerado (061)",1434,175,2,631,560,21,18,19,8
"Trabajador del hogar (062)",17,5,,1,11,,,,
"Mujeres (064)",1877,501,7,700,485,46,49,18,71
"Empleado (065)",195,4,,33,41,14,30,7,66
"Obrero (066)",196,63,2,73,54,3,1,,
"Trabajador independiente (067)",755,247,,262,204,18,14,5,5
"Empleador o patrono (068)",12,6,,2,4,,,,
"Trabajador familiar no remunerado (069)",663,176,4,309,157,9,2,6,
"Trabajador del hogar (070)",56,5,1,21,25,2,2,,
