"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia CORONGO (000)",4776,2315,67,66,2149,90,6,7,,76
"Hombres (001)",1697,1229,47,50,258,63,4,5,,41
"Mujeres (002)",3079,1086,20,16,1891,27,2,2,,35
"De 06 a 14 años (003)",1737,1692,,,24,5,,1,,15
"Hombres (004)",890,874,,,7,2,,,,7
"Mujeres (005)",847,818,,,17,3,,1,,8
"De 15 a 29 años (006)",1203,605,1,4,567,,1,4,,21
"Hombres (007)",437,350,,3,67,,1,3,,13
"Mujeres (008)",766,255,1,1,500,,,1,,8
"De 30 a 44 años (009)",636,12,1,12,600,,2,,,9
"Hombres (010)",89,5,1,9,65,,2,,,7
"Mujeres (011)",547,7,,3,535,,,,,2
"De 45 a 64 años (012)",621,5,20,14,561,4,,1,,16
"Hombres (013)",99,,11,10,65,4,,1,,8
"Mujeres (014)",522,5,9,4,496,,,,,8
"De 65 y más años (015)",579,1,45,36,397,81,3,1,,15
"Hombres (016)",182,,35,28,54,57,1,1,,6
"Mujeres (017)",397,1,10,8,343,24,2,,,9
,,,,,,,,,,
"AREA URBANA (018)",2265,1046,60,45,1022,29,5,4,,54
"Hombres (019)",823,562,43,33,131,18,3,3,,30
"Mujeres (020)",1442,484,17,12,891,11,2,1,,24
"De 06 a 14 años (021)",774,763,,,3,3,,1,,4
"Hombres (022)",411,408,,,,1,,,,2
"Mujeres (023)",363,355,,,3,2,,1,,2
"De 15 a 29 años (024)",526,274,,4,226,,1,2,,19
"Hombres (025)",195,150,,3,28,,1,2,,11
"Mujeres (026)",331,124,,1,198,,,,,8
"De 30 a 44 años (027)",286,7,1,8,262,,1,,,7
"Hombres (028)",49,4,1,5,32,,1,,,6
"Mujeres (029)",237,3,,3,230,,,,,1
"De 45 a 64 años (030)",316,2,19,6,275,1,,,,13
"Hombres (031)",55,,10,4,33,1,,,,7
"Mujeres (032)",261,2,9,2,242,,,,,6
"De 65 y más años (033)",363,,40,27,256,25,3,1,,11
"Hombres (034)",113,,32,21,38,16,1,1,,4
"Mujeres (035)",250,,8,6,218,9,2,,,7
,,,,,,,,,,
"AREA RURAL (036)",2511,1269,7,21,1127,61,1,3,,22
"Hombres (037)",874,667,4,17,127,45,1,2,,11
"Mujeres (038)",1637,602,3,4,1000,16,,1,,11
"De 06 a 14 años (039)",963,929,,,21,2,,,,11
"Hombres (040)",479,466,,,7,1,,,,5
"Mujeres (041)",484,463,,,14,1,,,,6
"De 15 a 29 años (042)",677,331,1,,341,,,2,,2
"Hombres (043)",242,200,,,39,,,1,,2
"Mujeres (044)",435,131,1,,302,,,1,,
"De 30 a 44 años (045)",350,5,,4,338,,1,,,2
"Hombres (046)",40,1,,4,33,,1,,,1
"Mujeres (047)",310,4,,,305,,,,,1
"De 45 a 64 años (048)",305,3,1,8,286,3,,1,,3
"Hombres (049)",44,,1,6,32,3,,1,,1
"Mujeres (050)",261,3,,2,254,,,,,2
"De 65 y más años (051)",216,1,5,9,141,56,,,,4
"Hombres (052)",69,,3,7,16,41,,,,2
"Mujeres (053)",147,1,2,2,125,15,,,,2
