"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia SAN PABLO (000)",5923,5083,339,112,389
"Empleado (001)",679,175,90,65,349
"Obrero (002)",1169,970,116,43,40
"Trabajador independiente (003)",2832,2748,84,,
"Empleador o patrono (004)",24,19,4,1,
"Trabajador familiar no remunerado (005)",1144,1096,45,3,
"Trabajador del hogar (006)",75,75,,,
"De 06 a 14 años (008)",172,166,5,1,
"Empleado (009)",2,1,,1,
"Obrero (010)",6,6,,,
"Trabajador independiente (011)",19,18,1,,
"Trabajador familiar no remunerado (013)",141,137,4,,
"Trabajador del hogar (014)",4,4,,,
"De 15 a 29 años (016)",1825,1625,110,33,57
"Empleado (017)",135,62,15,17,41
"Obrero (018)",412,328,53,15,16
"Trabajador independiente (019)",701,676,25,,
"Empleador o patrono (020)",5,4,1,,
"Trabajador familiar no remunerado (021)",537,520,16,1,
"Trabajador del hogar (022)",35,35,,,
"De 30 a 44 años (024)",1981,1569,137,49,226
"Empleado (025)",363,69,55,29,210
"Obrero (026)",391,319,38,18,16
"Trabajador independiente (027)",959,932,27,,
"Empleador o patrono (028)",6,4,1,1,
"Trabajador familiar no remunerado (029)",244,227,16,1,
"Trabajador del hogar (030)",18,18,,,
"De 45 a 64 años (032)",1455,1251,76,25,103
"Empleado (033)",172,40,20,16,96
"Obrero (034)",265,230,20,8,7
"Trabajador independiente (035)",855,829,26,,
"Empleador o patrono (036)",6,5,1,,
"Trabajador familiar no remunerado (037)",143,133,9,1,
"Trabajador del hogar (038)",14,14,,,
"De 65 y más años (040)",490,472,11,4,3
"Empleado (041)",7,3,,2,2
"Obrero (042)",95,87,5,2,1
"Trabajador independiente (043)",298,293,5,,
"Empleador o patrono (044)",7,6,1,,
"Trabajador familiar no remunerado (045)",79,79,,,
"Trabajador del hogar (046)",4,4,,,
,,,,,
"URBANA (048)",1184,711,94,73,306
"Empleado (049)",447,72,43,50,282
"Obrero (050)",228,156,25,23,24
"Trabajador independiente (051)",399,383,16,,
"Empleador o patrono (052)",8,7,1,,
"Trabajador familiar no remunerado (053)",77,68,9,,
"Trabajador del hogar (054)",25,25,,,
"De 06 a 14 años (056)",20,17,2,1,
"Empleado (057)",1,,,1,
"Obrero (058)",1,1,,,
