"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia OCROS (000)",7138,804,1127,1261,1040,985,1921
"Conviviente (001)",1887,15,276,615,426,300,255
"Separado(a) (002)",185,,10,28,40,42,65
"Casado(a) (003)",2283,,44,239,396,503,1101
"Viudo(a) (004)",427,,2,3,13,36,373
"Divorciado(a) (005)",29,,,1,7,4,17
"Soltero(a) (006)",2327,789,795,375,158,100,110
"Hombres (008)",3739,424,619,674,535,526,961
"Conviviente (009)",942,8,100,317,216,165,136
"Separado(a) (010)",81,,4,6,18,20,33
"Casado(a) (011)",1202,,14,108,189,268,623
"Viudo(a) (012)",108,,,1,2,6,99
"Divorciado(a) (013)",14,,,,4,1,9
"Soltero(a) (014)",1392,416,501,242,106,66,61
"Mujeres (016)",3399,380,508,587,505,459,960
"Conviviente (017)",945,7,176,298,210,135,119
"Separado(a) (018)",104,,6,22,22,22,32
"Casado(a) (019)",1081,,30,131,207,235,478
"Viudo(a) (020)",319,,2,2,11,30,274
"Divorciado(a) (021)",15,,,1,3,3,8
"Soltero(a) (022)",935,373,294,133,52,34,49
,,,,,,,
"URBANA (024)",4175,428,616,730,615,576,1210
"Conviviente (025)",975,4,140,320,235,155,121
"Separado(a) (026)",102,,4,16,25,23,34
"Casado(a) (027)",1452,,15,144,251,312,730
"Viudo(a) (028)",280,,1,3,7,23,246
"Divorciado(a) (029)",23,,,,6,3,14
"Soltero(a) (030)",1343,424,456,247,91,60,65
"Hombres (032)",2152,219,344,389,302,313,585
"Conviviente (033)",484,2,52,165,113,88,64
"Separado(a) (034)",45,,2,3,13,10,17
"Casado(a) (035)",767,,4,65,116,171,411
"Viudo(a) (036)",65,,,1,2,4,58
"Divorciado(a) (037)",11,,,,3,1,7
"Soltero(a) (038)",780,217,286,155,55,39,28
"Mujeres (040)",2023,209,272,341,313,263,625
"Conviviente (041)",491,2,88,155,122,67,57
"Separado(a) (042)",57,,2,13,12,13,17
"Casado(a) (043)",685,,11,79,135,141,319
"Viudo(a) (044)",215,,1,2,5,19,188
"Divorciado(a) (045)",12,,,,3,2,7
"Soltero(a) (046)",563,207,170,92,36,21,37
,,,,,,,
"RURAL (048)",2963,376,511,531,425,409,711
"Conviviente (049)",912,11,136,295,191,145,134
"Separado(a) (050)",83,,6,12,15,19,31
"Casado(a) (051)",831,,29,95,145,191,371
"Viudo(a) (052)",147,,1,,6,13,127
"Divorciado(a) (053)",6,,,1,1,1,3
"Soltero(a) (054)",984,365,339,128,67,40,45
"Hombres (056)",1587,205,275,285,233,213,376
"Conviviente (057)",458,6,48,152,103,77,72
"Separado(a) (058)",36,,2,3,5,10,16
"Casado(a) (059)",435,,10,43,73,97,212
"Viudo(a) (060)",43,,,,,2,41
"Divorciado(a) (061)",3,,,,1,,2
"Soltero(a) (062)",612,199,215,87,51,27,33
"Mujeres (064)",1376,171,236,246,192,196,335
"Conviviente (065)",454,5,88,143,88,68,62
"Separado(a) (066)",47,,4,9,10,9,15
"Casado(a) (067)",396,,19,52,72,94,159
"Viudo(a) (068)",104,,1,,6,11,86
"Divorciado(a) (069)",3,,,1,,1,1
"Soltero(a) (070)",372,166,124,41,16,13,12
