"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia TAYACAJA (000)",89993,29510,3571,1552,55474
"Hombres (001)",44563,14299,1884,1039,27424
"Mujeres (002)",45430,15211,1687,513,28050
"PEA (003)",32013,3076,1672,571,26726
"Hombres (004)",22594,1857,1046,420,19294
"Mujeres (005)",9419,1219,626,151,7432
"Ocupada (006)",30831,2984,1653,559,25667
"Hombres (007)",21687,1798,1032,409,18471
"Mujeres (008)",9144,1186,621,150,7196
"Desocupada (009)",1182,92,19,12,1059
"Hombres (010)",907,59,14,11,823
"Mujeres (011)",275,33,5,1,236
"No PEA (012)",57980,26434,1899,981,28748
"Hombres (013)",21969,12442,838,619,8130
"Mujeres (014)",36011,13992,1061,362,20618
,,,,,
"URBANA (018)",22582,5380,2422,955,13876
"Hombres (019)",11184,2588,1275,701,6660
"Mujeres (020)",11398,2792,1147,254,7216
"PEA (021)",9002,923,1169,364,6562
"Hombres (022)",5586,482,702,274,4137
"Mujeres (023)",3416,441,467,90,2425
"Ocupada (024)",8593,895,1151,356,6207
"Hombres (025)",5299,464,689,267,3888
"Mujeres (026)",3294,431,462,89,2319
"Desocupada (027)",409,28,18,8,355
"Hombres (028)",287,18,13,7,249
"Mujeres (029)",122,10,5,1,106
"No PEA (030)",13580,4457,1253,591,7314
"Hombres (031)",5598,2106,573,427,2523
"Mujeres (032)",7982,2351,680,164,4791
,,,,,
"RURAL (036)",67411,24130,1149,597,41598
"Hombres (037)",33379,11711,609,338,20764
"Mujeres (038)",34032,12419,540,259,20834
"PEA (039)",23011,2153,503,207,20164
"Hombres (040)",17008,1375,344,146,15157
"Mujeres (041)",6003,778,159,61,5007
"Ocupada (042)",22238,2089,502,203,19460
"Hombres (043)",16388,1334,343,142,14583
"Mujeres (044)",5850,755,159,61,4877
"Desocupada (045)",773,64,1,4,704
"Hombres (046)",620,41,1,4,574
"Mujeres (047)",153,23,,,130
"No PEA (048)",44400,21977,646,390,21434
"Hombres (049)",16371,10336,265,192,5607
"Mujeres (050)",28029,11641,381,198,15827
