"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CAÑETE (000)",82659,51309,9779,10101,11470
"Sin nivel (001)",2181,1548,276,238,119
"Educación inicial (002)",59,33,9,12,5
"Primaria (003)",14963,11128,1632,1448,755
"Secundaria (004)",37216,24259,4706,4371,3880
"Superior no univ. incompleta (005)",6813,4216,787,786,1024
"Superior no univ. completa (006)",10431,5123,1116,1571,2621
"Superior univ. incompleta (007)",3888,2174,450,483,781
"Superior univ. completa (008)",7108,2828,803,1192,2285
"De 06 a 14 años (010)",934,758,105,60,11
"Sin nivel (011)",8,8,,,
"Educación inicial (012)",6,5,,1,
"Primaria (013)",456,373,49,30,4
"Secundaria (014)",464,372,56,29,7
"De 15 a 29 años (020)",27334,15781,3863,3884,3806
"Sin nivel (021)",150,94,26,17,13
"Educación inicial (022)",28,17,4,6,1
"Primaria (023)",1991,1259,306,284,142
"Secundaria (024)",15158,9214,2200,2109,1635
"Superior no univ. incompleta (025)",3279,1949,430,434,466
"Superior no univ. completa (026)",3593,1716,481,572,824
"Superior univ. incompleta (027)",1676,941,213,232,290
"Superior univ. completa (028)",1459,591,203,230,435
"De 30 a 44 años (030)",30018,17424,3496,4022,5076
"Sin nivel (031)",633,387,97,90,59
"Educación inicial (032)",25,11,5,5,4
"Primaria (033)",4056,2702,493,549,312
"Secundaria (034)",13677,8751,1669,1632,1625
"Superior no univ. incompleta (035)",2393,1472,240,276,405
"Superior no univ. completa (036)",4638,2205,445,725,1263
"Superior univ. incompleta (037)",1352,716,168,165,303
"Superior univ. completa (038)",3244,1180,379,580,1105
"De 45 a 64 años (040)",20267,13750,2063,1997,2457
"Sin nivel (041)",981,704,126,111,40
"Primaria (043)",6011,4601,640,506,264
"Secundaria (044)",7228,5325,737,585,581
"Superior no univ. incompleta (045)",1049,718,108,73,150
"Superior no univ. completa (046)",2029,1065,178,266,520
"Superior univ. incompleta (047)",785,453,66,85,181
"Superior univ. completa (048)",2184,884,208,371,721
"De 65 y más años (050)",4106,3596,252,138,120
"Sin nivel (051)",409,355,27,20,7
"Primaria (053)",2449,2193,144,79,33
"Secundaria (054)",689,597,44,16,32
"Superior no univ. incompleta (055)",92,77,9,3,3
"Superior no univ. completa (056)",171,137,12,8,14
