"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CAMANA (000)",47222,2303,795,13714,16988,3604,4288,2139,3391
"Hombres (001)",24736,649,422,6863,9934,1908,2014,1233,1713
"Mujeres (002)",22486,1654,373,6851,7054,1696,2274,906,1678
"PEA (003)",23206,929,30,4657,8932,2038,3063,1095,2462
"Hombres (004)",15565,361,16,2987,6763,1424,1770,796,1448
"Mujeres (005)",7641,568,14,1670,2169,614,1293,299,1014
"Ocupada (006)",22182,885,27,4422,8528,1941,2940,1051,2388
"Hombres (007)",14895,345,14,2828,6468,1369,1698,771,1402
"Mujeres (008)",7287,540,13,1594,2060,572,1242,280,986
"Desocupada (009)",1024,44,3,235,404,97,123,44,74
"Hombres (010)",670,16,2,159,295,55,72,25,46
"Mujeres (011)",354,28,1,76,109,42,51,19,28
"No PEA (012)",24016,1374,765,9057,8056,1566,1225,1044,929
"Hombres (013)",9171,288,406,3876,3171,484,244,437,265
"Mujeres (014)",14845,1086,359,5181,4885,1082,981,607,664
,,,,,,,,,
"URBANA (018)",39943,1819,731,11472,13795,3152,3863,1910,3201
"Hombres (019)",20233,472,392,5587,7776,1619,1746,1058,1583
"Mujeres (020)",19710,1347,339,5885,6019,1533,2117,852,1618
"PEA (021)",18855,689,24,3647,6787,1733,2724,942,2309
"Hombres (022)",12040,220,15,2202,4928,1173,1522,656,1324
"Mujeres (023)",6815,469,9,1445,1859,560,1202,286,985
"Ocupada (024)",17888,648,21,3436,6403,1641,2605,899,2235
"Hombres (025)",11415,207,13,2064,4650,1120,1451,632,1278
"Mujeres (026)",6473,441,8,1372,1753,521,1154,267,957
"Desocupada (027)",967,41,3,211,384,92,119,43,74
"Hombres (028)",625,13,2,138,278,53,71,24,46
"Mujeres (029)",342,28,1,73,106,39,48,19,28
"No PEA (030)",21088,1130,707,7825,7008,1419,1139,968,892
"Hombres (031)",8193,252,377,3385,2848,446,224,402,259
"Mujeres (032)",12895,878,330,4440,4160,973,915,566,633
,,,,,,,,,
"RURAL (036)",7279,484,64,2242,3193,452,425,229,190
"Hombres (037)",4503,177,30,1276,2158,289,268,175,130
"Mujeres (038)",2776,307,34,966,1035,163,157,54,60
"PEA (039)",4351,240,6,1010,2145,305,339,153,153
"Hombres (040)",3525,141,1,785,1835,251,248,140,124
"Mujeres (041)",826,99,5,225,310,54,91,13,29
"Ocupada (042)",4294,237,6,986,2125,300,335,152,153
"Hombres (043)",3480,138,1,764,1818,249,247,139,124
"Mujeres (044)",814,99,5,222,307,51,88,13,29
"Desocupada (045)",57,3,,24,20,5,4,1,
"Hombres (046)",45,3,,21,17,2,1,1,
"Mujeres (047)",12,,,3,3,3,3,,
"No PEA (048)",2928,244,58,1232,1048,147,86,76,37
"Hombres (049)",978,36,29,491,323,38,20,35,6
"Mujeres (050)",1950,208,29,741,725,109,66,41,31
