"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia NAZCA (000)",913,175,738
"Sin nivel (001)",25,4,21
"Educación inicial (002)",2,,2
"Primaria (003)",123,17,106
"Secundaria (004)",442,84,358
"Superior no univ. incompleta (005)",81,15,66
"Superior no univ. completa (006)",129,27,102
"Superior univ. incompleta (007)",30,8,22
"Superior univ. completa (008)",81,20,61
"De 14 a 29 años (010)",486,135,351
"Sin nivel (011)",4,3,1
"Educación inicial (012)",2,,2
"Primaria (013)",32,6,26
"Secundaria (014)",258,69,189
"Superior no univ. incompleta (015)",55,15,40
"Superior no univ. completa (016)",74,20,54
"Superior univ. incompleta (017)",17,7,10
"Superior univ. completa (018)",44,15,29
"De 30 a 44 años (020)",254,32,222
"Sin nivel (021)",5,1,4
"Primaria (023)",30,9,21
"Secundaria (024)",122,11,111
"Superior no univ. incompleta (025)",21,,21
"Superior no univ. completa (026)",40,7,33
"Superior univ. incompleta (027)",8,1,7
"Superior univ. completa (028)",28,3,25
"De 45 a 64 años (030)",138,8,130
"Sin nivel (031)",9,,9
"Primaria (033)",40,2,38
"Secundaria (034)",57,4,53
"Superior no univ. incompleta (035)",4,,4
"Superior no univ. completa (036)",14,,14
"Superior univ. incompleta (037)",5,,5
"Superior univ. completa (038)",9,2,7
"De 65 y más años (040)",35,,35
"Sin nivel (041)",7,,7
"Primaria (043)",21,,21
"Secundaria (044)",5,,5
"Superior no univ. incompleta (045)",1,,1
"Superior no univ. completa (046)",1,,1
,,,
"AREA URBANA (050)",791,155,636
"Sin nivel (051)",18,4,14
"Educación inicial (052)",2,,2
"Primaria (053)",92,15,77
"Secundaria (054)",381,70,311
"Superior no univ. incompleta (055)",75,15,60
"Superior no univ. completa (056)",115,24,91
"Superior univ. incompleta (057)",30,8,22
"Superior univ. completa (058)",78,19,59
"De 14 a 29 años (060)",418,118,300
"Sin nivel (061)",4,3,1
"Educación inicial (062)",2,,2
"Primaria (063)",25,4,21
"Secundaria (064)",212,56,156
"Superior no univ. incompleta (065)",50,15,35
"Superior no univ. completa (066)",65,19,46
"Superior univ. incompleta (067)",17,7,10
"Superior univ. completa (068)",43,14,29
"De 30 a 44 años (070)",227,29,198
"Sin nivel (071)",4,1,3
"Primaria (073)",24,9,15
"Secundaria (074)",109,10,99
"Superior no univ. incompleta (075)",20,,20
"Superior no univ. completa (076)",36,5,31
"Superior univ. incompleta (077)",8,1,7
"Superior univ. completa (078)",26,3,23
"De 45 a 64 años (080)",123,8,115
"Sin nivel (081)",6,,6
"Primaria (083)",31,2,29
"Secundaria (084)",55,4,51
"Superior no univ. incompleta (085)",4,,4
"Superior no univ. completa (086)",13,,13
"Superior univ. incompleta (087)",5,,5
"Superior univ. completa (088)",9,2,7
"De 65 y más años (090)",23,,23
"Sin nivel (091)",4,,4
"Primaria (093)",12,,12
"Secundaria (094)",5,,5
"Superior no univ. incompleta (095)",1,,1
"Superior no univ. completa (096)",1,,1
,,,
"AREA RURAL (100)",122,20,102
"Sin nivel (101)",7,,7
"Primaria (103)",31,2,29
"Secundaria (104)",61,14,47
"Superior no univ. incompleta (105)",6,,6
"Superior no univ. completa (106)",14,3,11
"Superior univ. completa (108)",3,1,2
"De 14 a 29 años (110)",68,17,51
"Primaria (113)",7,2,5
"Secundaria (114)",46,13,33
"Superior no univ. incompleta (115)",5,,5
"Superior no univ. completa (116)",9,1,8
"Superior univ. completa (118)",1,1,
"De 30 a 44 años (120)",27,3,24
"Sin nivel (121)",1,,1
"Primaria (123)",6,,6
"Secundaria (124)",13,1,12
"Superior no univ. incompleta (125)",1,,1
"Superior no univ. completa (126)",4,2,2
"Superior univ. completa (128)",2,,2
"De 45 a 64 años (130)",15,,15
"Sin nivel (131)",3,,3
"Primaria (133)",9,,9
"Secundaria (134)",2,,2
"Superior no univ. completa (136)",1,,1
"De 65 y más años (140)",12,,12
"Sin nivel (141)",3,,3
"Primaria (143)",9,,9
