"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia MARISCAL NIETO",,,
"Viviendas particulares (001)",18317,17087,1230
"Ocupantes presentes (002)",59464,55781,3683
"Casa independiente",,,
"Viviendas particulares (004)",16691,15600,1091
"Ocupantes presentes (005)",55035,51675,3360
"Departamento en edificio",,,
"Viviendas particulares (007)",219,216,3
"Ocupantes presentes (008)",684,677,7
"Vivienda en quinta",,,
"Viviendas particulares (010)",58,55,3
"Ocupantes presentes (011)",201,194,7
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",49,49,
"Ocupantes presentes (014)",160,160,
"Choza o cabaña",,,
"Viviendas particulares (016)",15,15,
"Ocupantes presentes (017)",36,36,
"Vivienda improvisada",,,
"Viviendas particulares (019)",1263,1132,131
"Ocupantes presentes (020)",3304,2998,306
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",22,20,2
"Ocupantes presentes (023)",44,41,3
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",17441,16294,1147
"Ocupantes presentes (029)",56773,53318,3455
"Casa independiente",,,
"Viviendas particulares (031)",15830,14822,1008
"Ocupantes presentes (032)",52380,49248,3132
"Departamento en edificio",,,
"Viviendas particulares (034)",219,216,3
"Ocupantes presentes (035)",684,677,7
"Vivienda en quinta",,,
"Viviendas particulares (037)",58,55,3
"Ocupantes presentes (038)",201,194,7
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",49,49,
"Ocupantes presentes (041)",160,160,
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",1263,1132,131
"Ocupantes presentes (047)",3304,2998,306
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",22,20,2
"Ocupantes presentes (050)",44,41,3
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",876,793,83
"Ocupantes presentes (056)",2691,2463,228
"Casa independiente",,,
"Viviendas particulares (058)",861,778,83
"Ocupantes presentes (059)",2655,2427,228
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",15,15,
"Ocupantes presentes (071)",36,36,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
