"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia EL DORADO (000)",23316,7233,1735,620,13792
"Conviviente (001)",7709,2110,478,183,4952
"Separado(a) (002)",341,89,24,8,220
"Casado(a) (003)",7162,1948,699,279,4271
"Viudo(a) (004)",626,144,22,15,446
"Divorciado(a) (005)",44,6,4,2,32
"Soltero(a) (006)",7434,2936,508,133,3871
"Hombres (008)",12710,3625,916,329,7883
"Conviviente (009)",3849,891,221,94,2650
"Separado(a) (010)",124,27,5,3,89
"Casado(a) (011)",3604,914,379,138,2201
"Viudo(a) (012)",208,36,8,4,160
"Divorciado(a) (013)",22,3,2,,17
"Soltero(a) (014)",4903,1754,301,90,2766
"Mujeres (016)",10606,3608,819,291,5909
"Conviviente (017)",3860,1219,257,89,2302
"Separado(a) (018)",217,62,19,5,131
"Casado(a) (019)",3558,1034,320,141,2070
"Viudo(a) (020)",418,108,14,11,286
"Divorciado(a) (021)",22,3,2,2,15
"Soltero(a) (022)",2531,1182,207,43,1105
,,,,,
"URBANA (024)",9521,2933,1172,291,5176
"Conviviente (025)",2932,832,297,77,1737
"Separado(a) (026)",182,46,15,5,116
"Casado(a) (027)",3068,818,488,127,1662
"Viudo(a) (028)",283,66,16,9,193
"Divorciado(a) (029)",16,1,4,2,9
"Soltero(a) (030)",3040,1170,352,71,1459
"Hombres (032)",4994,1429,611,160,2827
"Conviviente (033)",1448,351,142,42,919
"Separado(a) (034)",60,11,4,2,43
"Casado(a) (035)",1530,388,263,69,830
"Viudo(a) (036)",88,17,6,2,63
"Divorciado(a) (037)",7,1,2,,4
"Soltero(a) (038)",1861,661,194,45,968
"Mujeres (040)",4527,1504,561,131,2349
"Conviviente (041)",1484,481,155,35,818
"Separado(a) (042)",122,35,11,3,73
"Casado(a) (043)",1538,430,225,58,832
"Viudo(a) (044)",195,49,10,7,130
"Divorciado(a) (045)",9,,2,2,5
"Soltero(a) (046)",1179,509,158,26,491
,,,,,
"RURAL (048)",13795,4300,563,329,8616
"Conviviente (049)",4777,1278,181,106,3215
"Separado(a) (050)",159,43,9,3,104
"Casado(a) (051)",4094,1130,211,152,2609
"Viudo(a) (052)",343,78,6,6,253
"Divorciado(a) (053)",28,5,,,23
"Soltero(a) (054)",4394,1766,156,62,2412
"Hombres (056)",7716,2196,305,169,5056
"Conviviente (057)",2401,540,79,52,1731
"Separado(a) (058)",64,16,1,1,46
"Casado(a) (059)",2074,526,116,69,1371
"Viudo(a) (060)",120,19,2,2,97
"Divorciado(a) (061)",15,2,,,13
"Soltero(a) (062)",3042,1093,107,45,1798
"Mujeres (064)",6079,2104,258,160,3560
"Conviviente (065)",2376,738,102,54,1484
"Separado(a) (066)",95,27,8,2,58
"Casado(a) (067)",2020,604,95,83,1238
"Viudo(a) (068)",223,59,4,4,156
"Divorciado(a) (069)",13,3,,,10
"Soltero(a) (070)",1352,673,49,17,614
