"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia TRUJILLO (000)",725738,63043,162626,49588,455732
"Hombres (001)",348618,27598,76673,26795,220388
"Mujeres (002)",377120,35445,85953,22793,235344
"PEA (003)",329463,15240,75113,24764,217537
"Hombres (004)",205624,8596,43716,16297,138997
"Mujeres (005)",123839,6644,31397,8467,78540
"Ocupada (006)",316229,14569,73890,24185,206735
"Hombres (007)",197197,8226,42998,15938,132000
"Mujeres (008)",119032,6343,30892,8247,74735
"Desocupada (009)",13234,671,1223,579,10802
"Hombres (010)",8427,370,718,359,6997
"Mujeres (011)",4807,301,505,220,3805
"No PEA (012)",396275,47803,87513,24824,238195
"Hombres (013)",142994,19002,32957,10498,81391
"Mujeres (014)",253281,28801,54556,14326,156804
,,,,,
"URBANA (018)",708527,60446,160382,49111,443822
"Hombres (019)",339691,26425,75452,26458,214184
"Mujeres (020)",368836,34021,84930,22653,229638
"PEA (021)",322007,14776,74082,24566,211766
"Hombres (022)",199755,8265,42943,16146,134382
"Mujeres (023)",122252,6511,31139,8420,77384
"Ocupada (024)",309049,14145,72874,23993,201179
"Hombres (025)",191548,7927,42239,15792,127554
"Mujeres (026)",117501,6218,30635,8201,73625
"Desocupada (027)",12958,631,1208,573,10587
"Hombres (028)",8207,338,704,354,6828
"Mujeres (029)",4751,293,504,219,3759
"No PEA (030)",386520,45670,86300,24545,232056
"Hombres (031)",139936,18160,32509,10312,79802
"Mujeres (032)",246584,27510,53791,14233,152254
,,,,,
"RURAL (036)",17211,2597,2244,477,11910
"Hombres (037)",8927,1173,1221,337,6204
"Mujeres (038)",8284,1424,1023,140,5706
"PEA (039)",7456,464,1031,198,5771
"Hombres (040)",5869,331,773,151,4615
"Mujeres (041)",1587,133,258,47,1156
"Ocupada (042)",7180,424,1016,192,5556
"Hombres (043)",5649,299,759,146,4446
"Mujeres (044)",1531,125,257,46,1110
"Desocupada (045)",276,40,15,6,215
"Hombres (046)",220,32,14,5,169
"Mujeres (047)",56,8,1,1,46
"No PEA (048)",9755,2133,1213,279,6139
"Hombres (049)",3058,842,448,186,1589
"Mujeres (050)",6697,1291,765,93,4550
