"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CUSCO (000)",5859,1244,4615
"De 14 a 29 años (001)",2926,910,2016
"De 30 a 44 años (002)",1855,279,1576
"De 45 a 64 años (003)",943,55,888
"De 65 y más años (004)",135,,135
"Hombres (005)",3224,622,2602
"De 14 a 29 años (006)",1478,472,1006
"De 30 a 44 años (007)",1003,124,879
"De 45 a 64 años (008)",634,26,608
"De 65 y más años (009)",109,,109
"Mujeres (010)",2635,622,2013
"De 14 a 29 años (011)",1448,438,1010
"De 30 a 44 años (012)",852,155,697
"De 45 a 64 años (013)",309,29,280
"De 65 y más años (014)",26,,26
,,,
"AREA URBANA (015)",5738,1189,4549
"De 14 a 29 años (016)",2859,869,1990
"De 30 a 44 años (017)",1823,270,1553
"De 45 a 64 años (018)",925,50,875
"De 65 y más años (019)",131,,131
"Hombres (020)",3133,584,2549
"De 14 a 29 años (021)",1432,444,988
"De 30 a 44 años (022)",978,118,860
"De 45 a 64 años (023)",618,22,596
"De 65 y más años (024)",105,,105
"Mujeres (025)",2605,605,2000
"De 14 a 29 años (026)",1427,425,1002
"De 30 a 44 años (027)",845,152,693
"De 45 a 64 años (028)",307,28,279
"De 65 y más años (029)",26,,26
,,,
"AREA RURAL (030)",121,55,66
"De 14 a 29 años (031)",67,41,26
"De 30 a 44 años (032)",32,9,23
"De 45 a 64 años (033)",18,5,13
"De 65 y más años (034)",4,,4
"Hombres (035)",91,38,53
"De 14 a 29 años (036)",46,28,18
"De 30 a 44 años (037)",25,6,19
"De 45 a 64 años (038)",16,4,12
"De 65 y más años (039)",4,,4
"Mujeres (040)",30,17,13
"De 14 a 29 años (041)",21,13,8
"De 30 a 44 años (042)",7,3,4
"De 45 a 64 años (043)",2,1,1
