"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CAJATAMBO (000)",2864,140,1,1020,930,124,185,100,364
"Empleado (001)",579,3,,24,76,43,102,41,290
"Obrero (002)",526,22,,175,213,31,41,19,25
"Trabajador independiente (003)",1224,69,,573,438,41,36,32,35
"Empleador o patrono (004)",59,2,,30,18,1,1,2,5
"Trabajador familiar no remunerado (005)",422,39,1,192,165,8,4,5,8
"Trabajador del hogar (006)",54,5,,26,20,,1,1,1
"Hombres (008)",2085,53,1,749,760,89,127,76,230
"Empleado (009)",338,1,,13,53,21,57,24,169
"Obrero (010)",459,10,,143,199,29,37,18,23
"Trabajador independiente (011)",967,28,,452,365,34,31,28,29
"Empleador o patrono (012)",50,1,,26,15,1,1,2,4
"Trabajador familiar no remunerado (013)",268,13,1,114,126,4,1,4,5
"Trabajador del hogar (014)",3,,,1,2,,,,
"Mujeres (016)",779,87,,271,170,35,58,24,134
"Empleado (017)",241,2,,11,23,22,45,17,121
"Obrero (018)",67,12,,32,14,2,4,1,2
"Trabajador independiente (019)",257,41,,121,73,7,5,4,6
"Empleador o patrono (020)",9,1,,4,3,,,,1
"Trabajador familiar no remunerado (021)",154,26,,78,39,4,3,1,3
"Trabajador del hogar (022)",51,5,,25,18,,1,1,1
,,,,,,,,,
"URBANA (024)",1734,85,1,517,604,77,123,68,259
"Empleado (025)",461,1,,20,64,35,84,32,225
"Obrero (026)",302,13,,106,159,6,6,7,5
"Trabajador independiente (027)",680,44,,262,268,31,27,26,22
"Empleador o patrono (028)",40,1,,19,15,1,1,,3
"Trabajador familiar no remunerado (029)",204,22,1,85,82,4,4,3,3
"Trabajador del hogar (030)",47,4,,25,16,,1,,1
"Hombres (032)",1142,29,1,313,472,44,75,49,159
"Empleado (033)",265,,,9,44,14,46,17,135
"Obrero (034)",250,6,,78,147,4,5,7,3
"Trabajador independiente (035)",475,15,,167,205,25,22,23,18
"Empleador o patrono (036)",33,,,17,12,1,1,,2
"Trabajador familiar no remunerado (037)",117,8,1,41,63,,1,2,1
"Trabajador del hogar (038)",2,,,1,1,,,,
"Mujeres (040)",592,56,,204,132,33,48,19,100
"Empleado (041)",196,1,,11,20,21,38,15,90
"Obrero (042)",52,7,,28,12,2,1,,2
"Trabajador independiente (043)",205,29,,95,63,6,5,3,4
"Empleador o patrono (044)",7,1,,2,3,,,,1
"Trabajador familiar no remunerado (045)",87,14,,44,19,4,3,1,2
"Trabajador del hogar (046)",45,4,,24,15,,1,,1
,,,,,,,,,
"RURAL (048)",1130,55,,503,326,47,62,32,105
"Empleado (049)",118,2,,4,12,8,18,9,65
"Obrero (050)",224,9,,69,54,25,35,12,20
"Trabajador independiente (051)",544,25,,311,170,10,9,6,13
"Empleador o patrono (052)",19,1,,11,3,,,2,2
"Trabajador familiar no remunerado (053)",218,17,,107,83,4,,2,5
"Trabajador del hogar (054)",7,1,,1,4,,,1,
"Hombres (056)",943,24,,436,288,45,52,27,71
"Empleado (057)",73,1,,4,9,7,11,7,34
"Obrero (058)",209,4,,65,52,25,32,11,20
"Trabajador independiente (059)",492,13,,285,160,9,9,5,11
"Empleador o patrono (060)",17,1,,9,3,,,2,2
"Trabajador familiar no remunerado (061)",151,5,,73,63,4,,2,4
"Trabajador del hogar (062)",1,,,,1,,,,
"Mujeres (064)",187,31,,67,38,2,10,5,34
"Empleado (065)",45,1,,,3,1,7,2,31
"Obrero (066)",15,5,,4,2,,3,1,
"Trabajador independiente (067)",52,12,,26,10,1,,1,2
"Empleador o patrono (068)",2,,,2,,,,,
"Trabajador familiar no remunerado (069)",67,12,,34,20,,,,1
"Trabajador del hogar (070)",6,1,,1,3,,,1,
