"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia HUARI",,,
"Viviendas particulares (001)",14421,9721,4700
"Ocupantes presentes (002)",59801,42076,17725
"Casa independiente",,,
"Viviendas particulares (004)",13871,9441,4430
"Ocupantes presentes (005)",57875,40983,16892
"Departamento en edificio",,,
"Viviendas particulares (007)",10,10,
"Ocupantes presentes (008)",46,46,
"Vivienda en quinta",,,
"Viviendas particulares (010)",10,10,
"Ocupantes presentes (011)",30,30,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",19,18,1
"Ocupantes presentes (014)",99,94,5
"Choza o cabaña",,,
"Viviendas particulares (016)",491,227,264
"Ocupantes presentes (017)",1691,881,810
"Vivienda improvisada",,,
"Viviendas particulares (019)",3,1,2
"Ocupantes presentes (020)",4,1,3
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",12,9,3
"Ocupantes presentes (023)",45,30,15
"Otro tipo",,,
"Viviendas particulares (025)",5,5,
"Ocupantes presentes (026)",11,11,
,,,
URBANA,,,
"Viviendas particulares (028)",5144,4249,895
"Ocupantes presentes (029)",21810,18363,3447
"Casa independiente",,,
"Viviendas particulares (031)",5087,4198,889
"Ocupantes presentes (032)",21579,18155,3424
"Departamento en edificio",,,
"Viviendas particulares (034)",10,10,
"Ocupantes presentes (035)",46,46,
"Vivienda en quinta",,,
"Viviendas particulares (037)",10,10,
"Ocupantes presentes (038)",30,30,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",19,18,1
"Ocupantes presentes (041)",99,94,5
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",3,1,2
"Ocupantes presentes (047)",4,1,3
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",10,7,3
"Ocupantes presentes (050)",41,26,15
"Otro tipo",,,
"Viviendas particulares (052)",5,5,
"Ocupantes presentes (053)",11,11,
,,,
RURAL,,,
"Viviendas particulares (055)",9277,5472,3805
"Ocupantes presentes (056)",37991,23713,14278
"Casa independiente",,,
"Viviendas particulares (058)",8784,5243,3541
"Ocupantes presentes (059)",36296,22828,13468
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",491,227,264
"Ocupantes presentes (071)",1691,881,810
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",2,2,
"Ocupantes presentes (077)",4,4,
"Otro tipo",,,
