"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia GRAU (000)",21508,3626,482,9362,6015,516,873,265,369
"Hombres (001)",10936,876,256,4982,3553,317,531,169,252
"Mujeres (002)",10572,2750,226,4380,2462,199,342,96,117
"PEA (003)",6167,734,8,1941,2119,251,686,109,319
"Hombres (004)",4542,370,5,1552,1663,189,454,85,224
"Mujeres (005)",1625,364,3,389,456,62,232,24,95
"Ocupada (006)",5790,715,8,1843,1934,232,651,102,305
"Hombres (007)",4236,354,5,1467,1515,175,425,81,214
"Mujeres (008)",1554,361,3,376,419,57,226,21,91
"Desocupada (009)",377,19,,98,185,19,35,7,14
"Hombres (010)",306,16,,85,148,14,29,4,10
"Mujeres (011)",71,3,,13,37,5,6,3,4
"No PEA (012)",15341,2892,474,7421,3896,265,187,156,50
"Hombres (013)",6394,506,251,3430,1890,128,77,84,28
"Mujeres (014)",8947,2386,223,3991,2006,137,110,72,22
,,,,,,,,,
"URBANA (018)",8630,873,231,3173,2820,372,692,196,273
"Hombres (019)",4268,148,130,1561,1528,206,401,116,178
"Mujeres (020)",4362,725,101,1612,1292,166,291,80,95
"PEA (021)",2876,174,2,666,1007,164,545,83,235
"Hombres (022)",1922,53,2,473,713,116,346,61,158
"Mujeres (023)",954,121,,193,294,48,199,22,77
"Ocupada (024)",2694,169,2,624,930,150,517,78,224
"Hombres (025)",1779,49,2,437,655,105,323,59,149
"Mujeres (026)",915,120,,187,275,45,194,19,75
"Desocupada (027)",182,5,,42,77,14,28,5,11
"Hombres (028)",143,4,,36,58,11,23,2,9
"Mujeres (029)",39,1,,6,19,3,5,3,2
"No PEA (030)",5754,699,229,2507,1813,208,147,113,38
"Hombres (031)",2346,95,128,1088,815,90,55,55,20
"Mujeres (032)",3408,604,101,1419,998,118,92,58,18
,,,,,,,,,
"RURAL (036)",12878,2753,251,6189,3195,144,181,69,96
"Hombres (037)",6668,728,126,3421,2025,111,130,53,74
"Mujeres (038)",6210,2025,125,2768,1170,33,51,16,22
"PEA (039)",3291,560,6,1275,1112,87,141,26,84
"Hombres (040)",2620,317,3,1079,950,73,108,24,66
"Mujeres (041)",671,243,3,196,162,14,33,2,18
"Ocupada (042)",3096,546,6,1219,1004,82,134,24,81
"Hombres (043)",2457,305,3,1030,860,70,102,22,65
"Mujeres (044)",639,241,3,189,144,12,32,2,16
"Desocupada (045)",195,14,,56,108,5,7,2,3
"Hombres (046)",163,12,,49,90,3,6,2,1
"Mujeres (047)",32,2,,7,18,2,1,,2
"No PEA (048)",9587,2193,245,4914,2083,57,40,43,12
"Hombres (049)",4048,411,123,2342,1075,38,22,29,8
"Mujeres (050)",5539,1782,122,2572,1008,19,18,14,4
