"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia SAN ANTONIO DE PUTINA (000)",50282,923,14071,16504,10704,5900,2180
"Jefe o Jefa (001)",15612,,56,4384,5831,3846,1495
"Esposa(o) / compañera(o) (002)",7593,,19,2878,2839,1475,382
"Hijo(a) / hijastro(a) (003)",19787,704,11610,6290,1020,158,5
"Yerno / nuera (004)",830,,6,530,260,33,1
"Nieto(a) (005)",1882,161,1390,309,17,5,
"Padres / suegros (006)",353,,,,16,131,206
"Otro(a) pariente (007)",3158,50,880,1485,482,185,76
"Trabajador(a) del hogar (008)",101,,2,73,17,7,2
"Pensionistas (009)",19,,1,14,4,,
"Otro(a) no pariente (010)",947,8,107,541,218,60,13
"Hombres (011)",26769,470,7176,8718,6065,3279,1061
"Jefe o Jefa (012)",11910,,27,3370,4690,2890,933
"Esposa(o) / compañera(o) (013)",457,,11,204,172,55,15
"Hijo(a) / hijastro(a) (014)",10384,359,5904,3482,553,83,3
"Yerno / nuera (015)",395,,,224,146,25,
"Nieto(a) (016)",978,84,719,163,10,2,
"Padres / suegros (017)",132,,,,7,55,70
"Otro(a) pariente (018)",1858,23,463,905,312,123,32
"Trabajador(a) del hogar (019)",36,,1,21,7,5,2
"Pensionistas (020)",13,,,10,3,,
"Otro(a) no pariente (021)",606,4,51,339,165,41,6
"Mujeres (022)",23513,453,6895,7786,4639,2621,1119
"Jefe o Jefa (023)",3702,,29,1014,1141,956,562
"Esposa(o) / compañera(o) (024)",7136,,8,2674,2667,1420,367
"Hijo(a) / hijastro(a) (025)",9403,345,5706,2808,467,75,2
"Yerno / nuera (026)",435,,6,306,114,8,1
"Nieto(a) (027)",904,77,671,146,7,3,
"Padres / suegros (028)",221,,,,9,76,136
"Otro(a) pariente (029)",1300,27,417,580,170,62,44
"Trabajador(a) del hogar (030)",65,,1,52,10,2,
"Pensionistas (031)",6,,1,4,1,,
"Otro(a) no pariente (032)",341,4,56,202,53,19,7
,,,,,,,
"URBANA (033)",33473,630,9109,11640,7663,3480,951
"Jefe o Jefa (034)",10347,,36,3263,4209,2252,587
"Esposa(o) / compañera(o) (035)",5142,,15,2162,2009,799,157
"Hijo(a) / hijastro(a) (036)",12621,488,7462,3924,645,98,4
"Yerno / nuera (037)",587,,3,375,188,20,1
"Nieto(a) (038)",1202,103,872,207,15,5,
"Padres / suegros (039)",275,,,,15,115,145
"Otro(a) pariente (040)",2408,33,627,1176,390,134,48
"Trabajador(a) del hogar (041)",91,,2,68,15,5,1
"Pensionistas (042)",19,,1,14,4,,
"Otro(a) no pariente (043)",781,6,91,451,173,52,8
"Hombres (044)",18040,310,4633,6120,4443,2050,484
"Jefe o Jefa (045)",8115,,18,2513,3441,1747,396
"Esposa(o) / compañera(o) (046)",377,,7,167,143,49,11
"Hijo(a) / hijastro(a) (047)",6579,245,3791,2140,347,54,2
"Yerno / nuera (048)",294,,,168,108,18,
"Nieto(a) (049)",609,50,447,102,8,2,
"Padres / suegros (050)",108,,,,7,49,52
"Otro(a) pariente (051)",1436,11,326,733,256,92,18
"Trabajador(a) del hogar (052)",31,,1,19,6,4,1
"Pensionistas (053)",13,,,10,3,,
"Otro(a) no pariente (054)",478,4,43,268,124,35,4
"Mujeres (055)",15433,320,4476,5520,3220,1430,467
"Jefe o Jefa (056)",2232,,18,750,768,505,191
"Esposa(o) / compañera(o) (057)",4765,,8,1995,1866,750,146
"Hijo(a) / hijastro(a) (058)",6042,243,3671,1784,298,44,2
"Yerno / nuera (059)",293,,3,207,80,2,1
"Nieto(a) (060)",593,53,425,105,7,3,
"Padres / suegros (061)",167,,,,8,66,93
"Otro(a) pariente (062)",972,22,301,443,134,42,30
"Trabajador(a) del hogar (063)",60,,1,49,9,1,
"Pensionistas (064)",6,,1,4,1,,
"Otro(a) no pariente (065)",303,2,48,183,49,17,4
,,,,,,,
"RURAL (066)",16809,293,4962,4864,3041,2420,1229
"Jefe o Jefa (067)",5265,,20,1121,1622,1594,908
"Esposa(o) / compañera(o) (068)",2451,,4,716,830,676,225
"Hijo(a) / hijastro(a) (069)",7166,216,4148,2366,375,60,1
"Yerno / nuera (070)",243,,3,155,72,13,
"Nieto(a) (071)",680,58,518,102,2,,
"Padres / suegros (072)",78,,,,1,16,61
"Otro(a) pariente (073)",750,17,253,309,92,51,28
"Trabajador(a) del hogar (074)",10,,,5,2,2,1
"Otro(a) no pariente (076)",166,2,16,90,45,8,5
"Hombres (077)",8729,160,2543,2598,1622,1229,577
"Jefe o Jefa (078)",3795,,9,857,1249,1143,537
"Esposa(o) / compañera(o) (079)",80,,4,37,29,6,4
"Hijo(a) / hijastro(a) (080)",3805,114,2113,1342,206,29,1
"Yerno / nuera (081)",101,,,56,38,7,
"Nieto(a) (082)",369,34,272,61,2,,
"Padres / suegros (083)",24,,,,,6,18
"Otro(a) pariente (084)",422,12,137,172,56,31,14
"Trabajador(a) del hogar (085)",5,,,2,1,1,1
"Otro(a) no pariente (087)",128,,8,71,41,6,2
"Mujeres (088)",8080,133,2419,2266,1419,1191,652
"Jefe o Jefa (089)",1470,,11,264,373,451,371
"Esposa(o) / compañera(o) (090)",2371,,,679,801,670,221
"Hijo(a) / hijastro(a) (091)",3361,102,2035,1024,169,31,
"Yerno / nuera (092)",142,,3,99,34,6,
"Nieto(a) (093)",311,24,246,41,,,
"Padres / suegros (094)",54,,,,1,10,43
"Otro(a) pariente (095)",328,5,116,137,36,20,14
"Trabajador(a) del hogar (096)",5,,,3,1,1,
"Otro(a) no pariente (098)",38,2,8,19,4,2,3
