"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia HUARAL (000)",69059,59536,9523
"De 3 a 5 años (001)",9057,1024,8033
"De 6 a 11 años (002)",18406,17293,1113
"De 12 a 16 años (003)",17330,17217,113
"De 17 a 24 años (004)",24266,24002,264
"Hombres (005)",35150,30309,4841
"De 3 a 5 años (006)",4625,526,4099
"De 6 a 11 años (007)",9358,8788,570
"De 12 a 16 años (008)",8832,8775,57
"De 17 a 24 años (009)",12335,12220,115
"Mujeres (010)",33909,29227,4682
"De 3 a 5 años (011)",4432,498,3934
"De 6 a 11 años (012)",9048,8505,543
"De 12 a 16 años (013)",8498,8442,56
"De 17 a 24 años (014)",11931,11782,149
,,,
"URBANA (015)",57666,49870,7796
"De 3 a 5 años (016)",7540,903,6637
"De 6 a 11 años (017)",15465,14576,889
"De 12 a 16 años (018)",14659,14574,85
"De 17 a 24 años (019)",20002,19817,185
"Hombres (020)",29082,25097,3985
"De 3 a 5 años (021)",3872,462,3410
"De 6 a 11 años (022)",7844,7396,448
"De 12 a 16 años (023)",7408,7366,42
"De 17 a 24 años (024)",9958,9873,85
"Mujeres (025)",28584,24773,3811
"De 3 a 5 años (026)",3668,441,3227
"De 6 a 11 años (027)",7621,7180,441
"De 12 a 16 años (028)",7251,7208,43
"De 17 a 24 años (029)",10044,9944,100
,,,
"RURAL (030)",11393,9666,1727
"De 3 a 5 años (031)",1517,121,1396
"De 6 a 11 años (032)",2941,2717,224
"De 12 a 16 años (033)",2671,2643,28
"De 17 a 24 años (034)",4264,4185,79
"Hombres (035)",6068,5212,856
"De 3 a 5 años (036)",753,64,689
"De 6 a 11 años (037)",1514,1392,122
"De 12 a 16 años (038)",1424,1409,15
"De 17 a 24 años (039)",2377,2347,30
"Mujeres (040)",5325,4454,871
"De 3 a 5 años (041)",764,57,707
"De 6 a 11 años (042)",1427,1325,102
"De 12 a 16 años (043)",1247,1234,13
"De 17 a 24 años (044)",1887,1838,49
