"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CARABAYA (000)",2657,1040,1617
"Sin nivel (001)",114,16,98
"Educación inicial (002)",3,2,1
"Primaria (003)",1038,312,726
"Secundaria (004)",1329,636,693
"Superior no univ. incompleta (005)",53,25,28
"Superior no univ. completa (006)",55,23,32
"Superior univ. incompleta (007)",33,10,23
"Superior univ. completa (008)",32,16,16
"Hombres (010)",2068,754,1314
"Sin nivel (011)",72,8,64
"Educación inicial (012)",3,2,1
"Primaria (013)",828,231,597
"Secundaria (014)",1050,468,582
"Superior no univ. incompleta (015)",37,18,19
"Superior no univ. completa (016)",33,10,23
"Superior univ. incompleta (017)",26,7,19
"Superior univ. completa (018)",19,10,9
"Mujeres (020)",589,286,303
"Sin nivel (021)",42,8,34
"Primaria (023)",210,81,129
"Secundaria (024)",279,168,111
"Superior no univ. incompleta (025)",16,7,9
"Superior no univ. completa (026)",22,13,9
"Superior univ. incompleta (027)",7,3,4
"Superior univ. completa (028)",13,6,7
,,,
"AREA URBANA (030)",1479,534,945
"Sin nivel (031)",65,11,54
"Educación inicial (032)",3,2,1
"Primaria (033)",480,122,358
"Secundaria (034)",808,349,459
"Superior no univ. incompleta (035)",37,17,20
"Superior no univ. completa (036)",47,20,27
"Superior univ. incompleta (037)",20,6,14
"Superior univ. completa (038)",19,7,12
"Hombres (040)",1118,364,754
"Sin nivel (041)",39,5,34
"Educación inicial (042)",3,2,1
"Primaria (043)",370,82,288
"Secundaria (044)",627,247,380
"Superior no univ. incompleta (045)",25,11,14
"Superior no univ. completa (046)",27,8,19
"Superior univ. incompleta (047)",14,4,10
"Superior univ. completa (048)",13,5,8
"Mujeres (050)",361,170,191
"Sin nivel (051)",26,6,20
"Primaria (053)",110,40,70
"Secundaria (054)",181,102,79
"Superior no univ. incompleta (055)",12,6,6
"Superior no univ. completa (056)",20,12,8
"Superior univ. incompleta (057)",6,2,4
"Superior univ. completa (058)",6,2,4
,,,
"AREA RURAL (060)",1178,506,672
"Sin nivel (061)",49,5,44
"Primaria (063)",558,190,368
"Secundaria (064)",521,287,234
"Superior no univ. incompleta (065)",16,8,8
"Superior no univ. completa (066)",8,3,5
"Superior univ. incompleta (067)",13,4,9
"Superior univ. completa (068)",13,9,4
"Hombres (070)",950,390,560
"Sin nivel (071)",33,3,30
"Primaria (073)",458,149,309
"Secundaria (074)",423,221,202
"Superior no univ. incompleta (075)",12,7,5
"Superior no univ. completa (076)",6,2,4
"Superior univ. incompleta (077)",12,3,9
"Superior univ. completa (078)",6,5,1
"Mujeres (080)",228,116,112
"Sin nivel (081)",16,2,14
"Primaria (083)",100,41,59
"Secundaria (084)",98,66,32
"Superior no univ. incompleta (085)",4,1,3
"Superior no univ. completa (086)",2,1,1
"Superior univ. incompleta (087)",1,1,
"Superior univ. completa (088)",7,4,3
