"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia TACNA (000)",113629,780,36752,45283,27001,3813
"Empleado (001)",37111,96,13600,15472,7544,399
"Obrero (002)",15251,97,5900,5703,3128,423
"Trabajador independiente (003)",49756,162,12834,20506,13843,2411
"Empleador o patrono (004)",2988,,643,1112,969,264
"Trabajador familiar no remunerado (005)",5112,355,1872,1564,1041,280
"Trabajador del hogar (006)",3411,70,1903,926,476,36
"Hombres (008)",64978,461,20494,25352,16153,2518
"Empleado (009)",19554,50,6507,8077,4636,284
"Obrero (010)",12724,85,4883,4690,2695,371
"Trabajador independiente (011)",28795,111,7740,11451,7922,1571
"Empleador o patrono (012)",2022,,413,737,667,205
"Trabajador familiar no remunerado (013)",1756,206,884,371,211,84
"Trabajador del hogar (014)",127,9,67,26,22,3
"Mujeres (016)",48651,319,16258,19931,10848,1295
"Empleado (017)",17557,46,7093,7395,2908,115
"Obrero (018)",2527,12,1017,1013,433,52
"Trabajador independiente (019)",20961,51,5094,9055,5921,840
"Empleador o patrono (020)",966,,230,375,302,59
"Trabajador familiar no remunerado (021)",3356,149,988,1193,830,196
"Trabajador del hogar (022)",3284,61,1836,900,454,33
,,,,,,
"URBANA (024)",105217,692,34162,42511,24770,3082
"Empleado (025)",36384,96,13310,15173,7417,388
"Obrero (026)",12533,80,4753,4782,2592,326
"Trabajador independiente (027)",46571,160,12215,19454,12750,1992
"Empleador o patrono (028)",2479,,583,963,775,158
"Trabajador familiar no remunerado (029)",3894,286,1431,1229,766,182
"Trabajador del hogar (030)",3356,70,1870,910,470,36
"Hombres (032)",59401,408,18781,23534,14670,2008
"Empleado (033)",19104,50,6341,7888,4549,276
"Obrero (034)",10717,73,4062,4004,2282,296
"Trabajador independiente (035)",26563,110,7326,10734,7145,1248
"Empleador o patrono (036)",1628,,369,624,517,118
"Trabajador familiar no remunerado (037)",1268,166,620,259,156,67
"Trabajador del hogar (038)",121,9,63,25,21,3
"Mujeres (040)",45816,284,15381,18977,10100,1074
"Empleado (041)",17280,46,6969,7285,2868,112
"Obrero (042)",1816,7,691,778,310,30
"Trabajador independiente (043)",20008,50,4889,8720,5605,744
"Empleador o patrono (044)",851,,214,339,258,40
"Trabajador familiar no remunerado (045)",2626,120,811,970,610,115
"Trabajador del hogar (046)",3235,61,1807,885,449,33
,,,,,,
"RURAL (048)",8412,88,2590,2772,2231,731
"Empleado (049)",727,,290,299,127,11
"Obrero (050)",2718,17,1147,921,536,97
"Trabajador independiente (051)",3185,2,619,1052,1093,419
"Empleador o patrono (052)",509,,60,149,194,106
"Trabajador familiar no remunerado (053)",1218,69,441,335,275,98
"Trabajador del hogar (054)",55,,33,16,6,
"Hombres (056)",5577,53,1713,1818,1483,510
"Empleado (057)",450,,166,189,87,8
"Obrero (058)",2007,12,821,686,413,75
"Trabajador independiente (059)",2232,1,414,717,777,323
"Empleador o patrono (060)",394,,44,113,150,87
"Trabajador familiar no remunerado (061)",488,40,264,112,55,17
"Trabajador del hogar (062)",6,,4,1,1,
"Mujeres (064)",2835,35,877,954,748,221
"Empleado (065)",277,,124,110,40,3
"Obrero (066)",711,5,326,235,123,22
"Trabajador independiente (067)",953,1,205,335,316,96
"Empleador o patrono (068)",115,,16,36,44,19
"Trabajador familiar no remunerado (069)",730,29,177,223,220,81
"Trabajador del hogar (070)",49,,29,15,5,
