"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia EL DORADO (000)",28403,7826,8922,6211,4055,1389
"Hombres (001)",15286,4070,4802,3453,2237,724
"Mujeres (002)",13117,3756,4120,2758,1818,665
"PEA (003)",13925,900,5215,4399,2744,667
"Hombres (004)",10060,583,3801,3192,1991,493
"Mujeres (005)",3865,317,1414,1207,753,174
"Ocupada (006)",13708,878,5113,4341,2719,657
"Hombres (007)",9889,570,3725,3142,1968,484
"Mujeres (008)",3819,308,1388,1199,751,173
"Desocupada (009)",217,22,102,58,25,10
"Hombres (010)",171,13,76,50,23,9
"Mujeres (011)",46,9,26,8,2,1
"No PEA (012)",14478,6926,3707,1812,1311,722
"Hombres (013)",5226,3487,1001,261,246,231
"Mujeres (014)",9252,3439,2706,1551,1065,491
,,,,,,
"URBANA (018)",11362,2967,3326,2631,1797,641
"Hombres (019)",5927,1521,1711,1389,992,314
"Mujeres (020)",5435,1446,1615,1242,805,327
"PEA (021)",5612,303,1871,1885,1261,292
"Hombres (022)",3759,192,1248,1250,866,203
"Mujeres (023)",1853,111,623,635,395,89
"Ocupada (024)",5510,294,1824,1856,1247,289
"Hombres (025)",3683,187,1216,1225,854,201
"Mujeres (026)",1827,107,608,631,393,88
"Desocupada (027)",102,9,47,29,14,3
"Hombres (028)",76,5,32,25,12,2
"Mujeres (029)",26,4,15,4,2,1
"No PEA (030)",5750,2664,1455,746,536,349
"Hombres (031)",2168,1329,463,139,126,111
"Mujeres (032)",3582,1335,992,607,410,238
,,,,,,
"RURAL (036)",17041,4859,5596,3580,2258,748
"Hombres (037)",9359,2549,3091,2064,1245,410
"Mujeres (038)",7682,2310,2505,1516,1013,338
"PEA (039)",8313,597,3344,2514,1483,375
"Hombres (040)",6301,391,2553,1942,1125,290
"Mujeres (041)",2012,206,791,572,358,85
"Ocupada (042)",8198,584,3289,2485,1472,368
"Hombres (043)",6206,383,2509,1917,1114,283
"Mujeres (044)",1992,201,780,568,358,85
"Desocupada (045)",115,13,55,29,11,7
"Hombres (046)",95,8,44,25,11,7
"Mujeres (047)",20,5,11,4,,
"No PEA (048)",8728,4262,2252,1066,775,373
"Hombres (049)",3058,2158,538,122,120,120
"Mujeres (050)",5670,2104,1714,944,655,253
