"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia SANCHEZ CARRION (000)",89885,17893,18468,16723,13890,9419,13492
"Católica (001)",70042,14086,14829,13278,10754,7135,9960
"Cristiana/Evangélica (002)",16811,3224,3013,2885,2656,1944,3089
"Otra (003)",1948,359,361,317,309,250,352
"Ninguna (004)",1084,224,265,243,171,90,91
"Hombres (006)",42942,8895,8916,7847,6536,4521,6227
"Católica (007)",34270,7103,7329,6420,5188,3516,4714
"Cristiana/Evangélica (008)",7167,1485,1269,1167,1115,838,1293
"Otra (009)",887,182,161,116,145,109,174
"Ninguna (010)",618,125,157,144,88,58,46
"Mujeres (012)",46943,8998,9552,8876,7354,4898,7265
"Católica (013)",35772,6983,7500,6858,5566,3619,5246
"Cristiana/Evangélica (014)",9644,1739,1744,1718,1541,1106,1796
"Otra (015)",1061,177,200,201,164,141,178
"Ninguna (016)",466,99,108,99,83,32,45
,,,,,,,
"URBANA (018)",26229,5077,5645,4884,4359,2812,3452
"Católica (019)",20051,3875,4448,3806,3338,2091,2493
"Cristiana/Evangélica (020)",5011,996,926,855,824,585,825
"Otra (021)",675,109,130,118,121,95,102
"Ninguna (022)",492,97,141,105,76,41,32
"Hombres (024)",12253,2498,2710,2210,1971,1335,1529
"Católica (025)",9543,1928,2156,1775,1540,1016,1128
"Cristiana/Evangélica (026)",2132,457,421,329,334,251,340
"Otra (027)",292,59,51,43,53,40,46
"Ninguna (028)",286,54,82,63,44,28,15
"Mujeres (030)",13976,2579,2935,2674,2388,1477,1923
"Católica (031)",10508,1947,2292,2031,1798,1075,1365
"Cristiana/Evangélica (032)",2879,539,505,526,490,334,485
"Otra (033)",383,50,79,75,68,55,56
"Ninguna (034)",206,43,59,42,32,13,17
,,,,,,,
"RURAL (036)",63656,12816,12823,11839,9531,6607,10040
"Católica (037)",49991,10211,10381,9472,7416,5044,7467
"Cristiana/Evangélica (038)",11800,2228,2087,2030,1832,1359,2264
"Otra (039)",1273,250,231,199,188,155,250
"Ninguna (040)",592,127,124,138,95,49,59
"Hombres (042)",30689,6397,6206,5637,4565,3186,4698
"Católica (043)",24727,5175,5173,4645,3648,2500,3586
"Cristiana/Evangélica (044)",5035,1028,848,838,781,587,953
"Otra (045)",595,123,110,73,92,69,128
"Ninguna (046)",332,71,75,81,44,30,31
"Mujeres (048)",32967,6419,6617,6202,4966,3421,5342
"Católica (049)",25264,5036,5208,4827,3768,2544,3881
"Cristiana/Evangélica (050)",6765,1200,1239,1192,1051,772,1311
"Otra (051)",678,127,121,126,96,86,122
"Ninguna (052)",260,56,49,57,51,19,28
