"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUAMALIES (000)",18368,1721,22,9151,5427,340,854,183,670
"Empleado (001)",1667,13,2,65,203,98,614,97,575
"Obrero (002)",5087,547,3,2774,1648,55,35,13,12
"Trabajador independiente (003)",7816,705,7,4316,2366,142,149,61,70
"Empleador o patrono (004)",468,25,,265,150,6,12,4,6
"Trabajador familiar no remunerado (005)",2965,370,7,1555,947,34,37,8,7
"Trabajador del hogar (006)",365,61,3,176,113,5,7,,
"Hombres (008)",14186,1020,15,7315,4537,236,507,137,419
"Empleado (009)",980,,2,31,130,59,342,67,349
"Obrero (010)",4422,386,2,2397,1526,53,34,12,12
"Trabajador independiente (011)",6392,452,6,3634,2000,103,96,48,53
"Empleador o patrono (012)",411,17,,242,134,3,9,4,2
"Trabajador familiar no remunerado (013)",1890,149,5,971,713,18,25,6,3
"Trabajador del hogar (014)",91,16,,40,34,,1,,
"Mujeres (016)",4182,701,7,1836,890,104,347,46,251
"Empleado (017)",687,13,,34,73,39,272,30,226
"Obrero (018)",665,161,1,377,122,2,1,1,
"Trabajador independiente (019)",1424,253,1,682,366,39,53,13,17
"Empleador o patrono (020)",57,8,,23,16,3,3,,4
"Trabajador familiar no remunerado (021)",1075,221,2,584,234,16,12,2,4
"Trabajador del hogar (022)",274,45,3,136,79,5,6,,
,,,,,,,,,
"URBANA (024)",5290,270,10,1928,1623,201,645,126,487
"Empleado (025)",1226,6,2,39,133,69,482,81,414
"Obrero (026)",1058,83,1,545,372,22,22,6,7
"Trabajador independiente (027)",2167,116,5,954,810,84,110,34,54
"Empleador o patrono (028)",160,10,,88,45,3,8,1,5
"Trabajador familiar no remunerado (029)",518,36,,228,206,18,19,4,7
"Trabajador del hogar (030)",161,19,2,74,57,5,4,,
"Hombres (032)",3655,134,8,1390,1226,126,372,93,306
"Empleado (033)",733,,2,17,84,43,275,58,254
"Obrero (034)",924,55,1,464,349,22,21,5,7
"Trabajador independiente (035)",1557,54,5,699,619,52,62,26,40
"Empleador o patrono (036)",131,8,,78,35,2,5,1,2
"Trabajador familiar no remunerado (037)",284,14,,121,127,7,9,3,3
"Trabajador del hogar (038)",26,3,,11,12,,,,
"Mujeres (040)",1635,136,2,538,397,75,273,33,181
"Empleado (041)",493,6,,22,49,26,207,23,160
"Obrero (042)",134,28,,81,23,,1,1,
"Trabajador independiente (043)",610,62,,255,191,32,48,8,14
"Empleador o patrono (044)",29,2,,10,10,1,3,,3
"Trabajador familiar no remunerado (045)",234,22,,107,79,11,10,1,4
"Trabajador del hogar (046)",135,16,2,63,45,5,4,,
,,,,,,,,,
"RURAL (048)",13078,1451,12,7223,3804,139,209,57,183
"Empleado (049)",441,7,,26,70,29,132,16,161
"Obrero (050)",4029,464,2,2229,1276,33,13,7,5
"Trabajador independiente (051)",5649,589,2,3362,1556,58,39,27,16
"Empleador o patrono (052)",308,15,,177,105,3,4,3,1
"Trabajador familiar no remunerado (053)",2447,334,7,1327,741,16,18,4,
"Trabajador del hogar (054)",204,42,1,102,56,,3,,
"Hombres (056)",10531,886,7,5925,3311,110,135,44,113
"Empleado (057)",247,,,14,46,16,67,9,95
"Obrero (058)",3498,331,1,1933,1177,31,13,7,5
"Trabajador independiente (059)",4835,398,1,2935,1381,51,34,22,13
"Empleador o patrono (060)",280,9,,164,99,1,4,3,
"Trabajador familiar no remunerado (061)",1606,135,5,850,586,11,16,3,
"Trabajador del hogar (062)",65,13,,29,22,,1,,
"Mujeres (064)",2547,565,5,1298,493,29,74,13,70
"Empleado (065)",194,7,,12,24,13,65,7,66
"Obrero (066)",531,133,1,296,99,2,,,
"Trabajador independiente (067)",814,191,1,427,175,7,5,5,3
"Empleador o patrono (068)",28,6,,13,6,2,,,1
"Trabajador familiar no remunerado (069)",841,199,2,477,155,5,2,1,
"Trabajador del hogar (070)",139,29,1,73,34,,2,,
