"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CHANCHAMAYO (000)",64233,54389,3817,2540,3487
"Empleado (001)",10095,4661,1291,1571,2572
"Obrero (002)",13460,10425,1270,881,884
"Trabajador independiente (003)",29731,28879,852,,
"Empleador o patrono (004)",2817,2541,206,52,18
"Trabajador familiar no remunerado (005)",6900,6653,198,36,13
"Trabajador del hogar (006)",1230,1230,,,
"De 06 a 14 años (008)",1471,1384,72,14,1
"Empleado (009)",87,76,8,3,
"Obrero (010)",222,192,21,8,1
"Trabajador independiente (011)",223,209,14,,
"Empleador o patrono (012)",4,4,,,
"Trabajador familiar no remunerado (013)",881,849,29,3,
"Trabajador del hogar (014)",54,54,,,
"De 15 a 29 años (016)",23254,19714,1581,877,1082
"Empleado (017)",3915,2182,539,447,747
"Obrero (018)",6159,4865,576,395,323
"Trabajador independiente (019)",8504,8192,312,,
"Empleador o patrono (020)",591,506,56,23,6
"Trabajador familiar no remunerado (021)",3423,3307,98,12,6
"Trabajador del hogar (022)",662,662,,,
"De 30 a 44 años (024)",22282,18157,1352,1146,1627
"Empleado (025)",4189,1632,515,794,1248
"Obrero (026)",4257,3133,427,328,369
"Trabajador independiente (027)",10953,10666,287,,
"Empleador o patrono (028)",1015,919,78,12,6
"Trabajador familiar no remunerado (029)",1546,1485,45,12,4
"Trabajador del hogar (030)",322,322,,,
"De 45 a 64 años (032)",14126,12176,726,476,748
"Empleado (033)",1782,690,214,315,563
"Obrero (034)",2374,1827,234,137,176
"Trabajador independiente (035)",8022,7820,202,,
"Empleador o patrono (036)",912,834,56,16,6
"Trabajador familiar no remunerado (037)",861,830,20,8,3
"Trabajador del hogar (038)",175,175,,,
"De 65 y más años (040)",3100,2958,86,27,29
"Empleado (041)",122,81,15,12,14
"Obrero (042)",448,408,12,13,15
"Trabajador independiente (043)",2029,1992,37,,
"Empleador o patrono (044)",295,278,16,1,
"Trabajador familiar no remunerado (045)",189,182,6,1,
"Trabajador del hogar (046)",17,17,,,
,,,,,
"URBANA (048)",35801,27858,2896,2078,2969
"Empleado (049)",8852,3982,1133,1392,2345
"Obrero (050)",6169,4140,823,611,595
"Trabajador independiente (051)",16318,15656,662,,
"Empleador o patrono (052)",1249,1035,156,41,17
