"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia ZARUMILLA (000)",38204,1939,8171,8813,7226,5382,3469,1760,1444
"Quechua (001)",84,,2,19,20,10,15,13,5
"Aymara (002)",31,1,3,7,3,6,7,3,1
"Ashaninca (003)",6,,1,,2,1,,1,1
"Otra lengua nativa (004)",9,,,9,,,,,
"Castellano (005)",38011,1935,8140,8769,7195,5356,3441,1741,1434
"Idioma extranjero (006)",1,,,,,,1,,
"Es sordomudo/a (007)",62,3,25,9,6,9,5,2,3
"Hombres (009)",20204,1018,4132,4707,3743,2875,1914,1011,804
"Quechua (010)",49,,1,13,13,5,7,7,3
"Aymara (011)",19,1,1,4,2,3,4,3,1
"Ashaninca (012)",3,,1,,,,,1,1
"Otra lengua nativa (013)",8,,,8,,,,,
"Castellano (014)",20090,1015,4115,4677,3723,2863,1901,998,798
"Idioma extranjero (015)",1,,,,,,1,,
"Es sordomudo/a (016)",34,2,14,5,5,4,1,2,1
"Mujeres (018)",18000,921,4039,4106,3483,2507,1555,749,640
"Quechua (019)",35,,1,6,7,5,8,6,2
"Aymara (020)",12,,2,3,1,3,3,,
"Ashaninca (021)",3,,,,2,1,,,
"Otra lengua nativa (022)",1,,,1,,,,,
"Castellano (023)",17921,920,4025,4092,3472,2493,1540,743,636
"Es sordomudo/a (025)",28,1,11,4,1,5,4,,2
,,,,,,,,,
"URBANA (027)",34775,1785,7422,8028,6628,4937,3181,1551,1243
"Quechua (028)",80,,1,19,17,10,15,13,5
"Aymara (029)",29,1,3,6,3,6,7,2,1
"Ashaninca (030)",6,,1,,2,1,,1,1
"Otra lengua nativa (031)",9,,,9,,,,,
"Castellano (032)",34596,1782,7396,7985,6602,4912,3153,1533,1233
"Idioma extranjero (033)",1,,,,,,1,,
"Es sordomudo/a (034)",54,2,21,9,4,8,5,2,3
"Hombres (036)",18317,936,3747,4300,3413,2612,1752,882,675
"Quechua (037)",47,,1,13,11,5,7,7,3
"Aymara (038)",17,1,1,3,2,3,4,2,1
"Ashaninca (039)",3,,1,,,,,1,1
"Otra lengua nativa (040)",8,,,8,,,,,
"Castellano (041)",18214,934,3734,4271,3396,2601,1739,870,669
"Idioma extranjero (042)",1,,,,,,1,,
"Es sordomudo/a (043)",27,1,10,5,4,3,1,2,1
"Mujeres (045)",16458,849,3675,3728,3215,2325,1429,669,568
"Quechua (046)",33,,,6,6,5,8,6,2
"Aymara (047)",12,,2,3,1,3,3,,
"Ashaninca (048)",3,,,,2,1,,,
"Otra lengua nativa (049)",1,,,1,,,,,
"Castellano (050)",16382,848,3662,3714,3206,2311,1414,663,564
"Es sordomudo/a (052)",27,1,11,4,,5,4,,2
,,,,,,,,,
"RURAL (054)",3429,154,749,785,598,445,288,209,201
"Quechua (055)",4,,1,,3,,,,
"Aymara (056)",2,,,1,,,,1,
"Castellano (059)",3415,153,744,784,593,444,288,208,201
"Es sordomudo/a (061)",8,1,4,,2,1,,,
"Hombres (063)",1887,82,385,407,330,263,162,129,129
"Quechua (064)",2,,,,2,,,,
"Aymara (065)",2,,,1,,,,1,
"Castellano (068)",1876,81,381,406,327,262,162,128,129
"Es sordomudo/a (070)",7,1,4,,1,1,,,
"Mujeres (072)",1542,72,364,378,268,182,126,80,72
"Quechua (073)",2,,1,,1,,,,
"Castellano (077)",1539,72,363,378,266,182,126,80,72
"Es sordomudo/a (079)",1,,,,1,,,,
