"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia YUNGAY (000)",30432,15223,210,234,13650,459,4,66,1,585
"Hombres (001)",10040,7967,140,123,1267,229,4,37,1,272
"Mujeres (002)",20392,7256,70,111,12383,230,,29,,313
"De 06 a 14 años (003)",12033,11203,,,334,152,,15,,329
"Hombres (004)",5981,5695,,,63,83,,7,,133
"Mujeres (005)",6052,5508,,,271,69,,8,,196
"De 15 a 29 años (006)",8698,3960,3,35,4592,,1,11,1,95
"Hombres (007)",2734,2249,2,15,419,,1,5,1,42
"Mujeres (008)",5964,1711,1,20,4173,,,6,,53
"De 30 a 44 años (009)",3944,50,8,41,3795,,2,11,,37
"Hombres (010)",332,19,5,16,261,,2,6,,23
"Mujeres (011)",3612,31,3,25,3534,,,5,,14
"De 45 a 64 años (012)",3305,7,75,72,3083,13,1,10,,44
"Hombres (013)",333,3,43,36,211,4,1,6,,29
"Mujeres (014)",2972,4,32,36,2872,9,,4,,15
"De 65 y más años (015)",2452,3,124,86,1846,294,,19,,80
"Hombres (016)",660,1,90,56,313,142,,13,,45
"Mujeres (017)",1792,2,34,30,1533,152,,6,,35
,,,,,,,,,,
"AREA URBANA (018)",6580,3818,149,121,2293,78,3,19,1,98
"Hombres (019)",2665,2043,102,56,361,42,3,11,1,46
"Mujeres (020)",3915,1775,47,65,1932,36,,8,,52
"De 06 a 14 años (021)",2348,2276,,,41,10,,4,,17
"Hombres (022)",1203,1173,,,14,5,,1,,10
"Mujeres (023)",1145,1103,,,27,5,,3,,7
"De 15 a 29 años (024)",2263,1522,3,17,684,,,1,1,35
"Hombres (025)",1002,860,2,7,115,,,1,1,16
"Mujeres (026)",1261,662,1,10,569,,,,,19
"De 30 a 44 años (027)",675,15,6,25,615,,2,4,,8
"Hombres (028)",113,8,4,8,85,,2,2,,4
"Mujeres (029)",562,7,2,17,530,,,2,,4
"De 45 a 64 años (030)",648,3,51,43,538,1,1,4,,7
"Hombres (031)",117,2,30,19,58,,1,3,,4
"Mujeres (032)",531,1,21,24,480,1,,1,,3
"De 65 y más años (033)",646,2,89,36,415,67,,6,,31
"Hombres (034)",230,,66,22,89,37,,4,,12
"Mujeres (035)",416,2,23,14,326,30,,2,,19
,,,,,,,,,,
"AREA RURAL (036)",23852,11405,61,113,11357,381,1,47,,487
"Hombres (037)",7375,5924,38,67,906,187,1,26,,226
"Mujeres (038)",16477,5481,23,46,10451,194,,21,,261
"De 06 a 14 años (039)",9685,8927,,,293,142,,11,,312
"Hombres (040)",4778,4522,,,49,78,,6,,123
"Mujeres (041)",4907,4405,,,244,64,,5,,189
"De 15 a 29 años (042)",6435,2438,,18,3908,,1,10,,60
"Hombres (043)",1732,1389,,8,304,,1,4,,26
"Mujeres (044)",4703,1049,,10,3604,,,6,,34
"De 30 a 44 años (045)",3269,35,2,16,3180,,,7,,29
"Hombres (046)",219,11,1,8,176,,,4,,19
"Mujeres (047)",3050,24,1,8,3004,,,3,,10
"De 45 a 64 años (048)",2657,4,24,29,2545,12,,6,,37
"Hombres (049)",216,1,13,17,153,4,,3,,25
"Mujeres (050)",2441,3,11,12,2392,8,,3,,12
"De 65 y más años (051)",1806,1,35,50,1431,227,,13,,49
"Hombres (052)",430,1,24,34,224,105,,9,,33
"Mujeres (053)",1376,,11,16,1207,122,,4,,16
