"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CANDARAVE (000)",7574,800,97,3020,2862,186,226,125,258
"Hombres (001)",3988,211,61,1515,1694,118,144,92,153
"Mujeres (002)",3586,589,36,1505,1168,68,82,33,105
"PEA (003)",4270,388,2,1462,1767,138,193,92,228
"Hombres (004)",2720,131,,894,1248,98,131,80,138
"Mujeres (005)",1550,257,2,568,519,40,62,12,90
"Ocupada (006)",4063,382,2,1404,1646,132,184,90,223
"Hombres (007)",2550,129,,849,1144,92,125,78,133
"Mujeres (008)",1513,253,2,555,502,40,59,12,90
"Desocupada (009)",207,6,,58,121,6,9,2,5
"Hombres (010)",170,2,,45,104,6,6,2,5
"Mujeres (011)",37,4,,13,17,,3,,
"No PEA (012)",3304,412,95,1558,1095,48,33,33,30
"Hombres (013)",1268,80,61,621,446,20,13,12,15
"Mujeres (014)",2036,332,34,937,649,28,20,21,15
,,,,,,,,,
"URBANA (018)",4929,477,57,1883,1890,128,180,108,206
"Hombres (019)",2546,115,36,932,1084,81,105,78,115
"Mujeres (020)",2383,362,21,951,806,47,75,30,91
"PEA (021)",2805,220,,919,1159,98,149,82,178
"Hombres (022)",1760,69,,548,807,70,94,70,102
"Mujeres (023)",1045,151,,371,352,28,55,12,76
"Ocupada (024)",2639,215,,872,1064,93,142,80,173
"Hombres (025)",1628,68,,512,728,65,90,68,97
"Mujeres (026)",1011,147,,360,336,28,52,12,76
"Desocupada (027)",166,5,,47,95,5,7,2,5
"Hombres (028)",132,1,,36,79,5,4,2,5
"Mujeres (029)",34,4,,11,16,,3,,
"No PEA (030)",2124,257,57,964,731,30,31,26,28
"Hombres (031)",786,46,36,384,277,11,11,8,13
"Mujeres (032)",1338,211,21,580,454,19,20,18,15
,,,,,,,,,
"RURAL (036)",2645,323,40,1137,972,58,46,17,52
"Hombres (037)",1442,96,25,583,610,37,39,14,38
"Mujeres (038)",1203,227,15,554,362,21,7,3,14
"PEA (039)",1465,168,2,543,608,40,44,10,50
"Hombres (040)",960,62,,346,441,28,37,10,36
"Mujeres (041)",505,106,2,197,167,12,7,,14
"Ocupada (042)",1424,167,2,532,582,39,42,10,50
"Hombres (043)",922,61,,337,416,27,35,10,36
"Mujeres (044)",502,106,2,195,166,12,7,,14
"Desocupada (045)",41,1,,11,26,1,2,,
"Hombres (046)",38,1,,9,25,1,2,,
"Mujeres (047)",3,,,2,1,,,,
"No PEA (048)",1180,155,38,594,364,18,2,7,2
"Hombres (049)",482,34,25,237,169,9,2,4,2
"Mujeres (050)",698,121,13,357,195,9,,3,
